sample_id,method_id,decision,topology_status,topology_set,decision_reason,best_topology_id,accepted_topology_set,accepted_member_count,evaluated_member_count,parameter_domain_status,best_distance,second_distance,margin,rho,compatibility_hash,calibration_hash,profile_evaluated,profile_computed,profile_reliable,profile_calibration_status,profile_source_file
pilot_G006_branch_length_scale_far_upper_04,Stage4A5_1_M3_frozen,reject_neighborhood_mismatch,reject_neighborhood_mismatch,"",top-K neighborhood score or margin fails,G006,"",0,0,parameter_not_evaluated,0.0896962572522195,0.0939905380486832,0.00429428079646368,0.954311562774609,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,0,0,0,,
pilot_G006_branch_load_scale_near_lower_01,Stage4A5_1_M3_frozen,unique_topology,unique_topology,"G006",singleton baseline class passed all frozen rules,G006,"G006",1,1,parameter_domain_indeterminate,0.10745218893494,0.116880595746703,0.00942840681176337,0.919333001748935,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G006_branch_load_scale_near_lower_01.mat
pilot_G006_branch_load_scale_near_upper_02,Stage4A5_1_M3_frozen,reject_low_stability,reject_low_stability,"",contiguous-block selection stability below frozen threshold,G006,"",0,0,parameter_not_evaluated,0.0361330166891074,0.0541584323095255,0.0180254156204181,0.667172500155346,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,0,0,0,,
pilot_G006_branch_load_scale_medium_lower_03,Stage4A5_1_M3_frozen,reject_low_stability,reject_low_stability,"",contiguous-block selection stability below frozen threshold,G006,"",0,0,parameter_not_evaluated,0.120860362995451,0.129906949496029,0.00904658650057842,0.930361027361471,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,0,0,0,,
pilot_G006_branch_load_scale_far_upper_04,Stage4A5_1_M3_frozen,unique_topology,unique_topology,"G006",singleton baseline class passed all frozen rules,G006,"G006",1,1,parameter_domain_indeterminate,0.0252305576173084,0.0441446071519634,0.018914049534655,0.571543371761883,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G006_branch_load_scale_far_upper_04.mat
pilot_G006_source_impedance_ohm_near_lower_01,Stage4A5_1_M3_frozen,unique_topology,unique_topology,"G006",singleton baseline class passed all frozen rules,G006,"G006",1,1,parameter_domain_indeterminate,0.0799292957861953,0.0900343994303577,0.0101051036441624,0.887763969005352,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G006_source_impedance_ohm_near_lower_01.mat
pilot_G006_source_impedance_ohm_near_upper_02,Stage4A5_1_M3_frozen,unique_topology,unique_topology,"G006",singleton baseline class passed all frozen rules,G006,"G006",1,1,parameter_domain_indeterminate,0.122802832069954,0.128668975622867,0.00586614355291325,0.954409028862859,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G006_source_impedance_ohm_near_upper_02.mat
pilot_G006_source_impedance_ohm_medium_lower_03,Stage4A5_1_M3_frozen,unique_topology,unique_topology,"G006",singleton baseline class passed all frozen rules,G006,"G006",1,1,parameter_domain_indeterminate,0.114973160955639,0.121542284225604,0.00656912326996519,0.945951951514111,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G006_source_impedance_ohm_medium_lower_03.mat
pilot_G006_source_impedance_ohm_far_upper_04,Stage4A5_1_M3_frozen,unique_topology,unique_topology,"G006",singleton baseline class passed all frozen rules,G006,"G006",1,1,parameter_domain_indeterminate,0.117209013165125,0.124379481495506,0.00717046833038101,0.942350070565438,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G006_source_impedance_ohm_far_upper_04.mat
pilot_G006_receiver_impedance_ohm_near_lower_01,Stage4A5_1_M3_frozen,unique_topology,unique_topology,"G006",singleton baseline class passed all frozen rules,G006,"G006",1,1,parameter_domain_indeterminate,0.0368078509486997,0.0543205117833203,0.0175126608346206,0.677605010329162,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G006_receiver_impedance_ohm_near_lower_01.mat
pilot_G006_receiver_impedance_ohm_near_upper_02,Stage4A5_1_M3_frozen,unique_topology,unique_topology,"G006",singleton baseline class passed all frozen rules,G006,"G006",1,1,parameter_domain_indeterminate,0.080462750390429,0.0908400398254214,0.0103772894349923,0.88576304616531,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G006_receiver_impedance_ohm_near_upper_02.mat
pilot_G006_receiver_impedance_ohm_medium_lower_03,Stage4A5_1_M3_frozen,unique_topology,unique_topology,"G006",singleton baseline class passed all frozen rules,G006,"G006",1,1,parameter_domain_indeterminate,0.0679375528726233,0.0765613414648373,0.00862378859221399,0.887361056793107,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G006_receiver_impedance_ohm_medium_lower_03.mat
pilot_G006_receiver_impedance_ohm_far_upper_04,Stage4A5_1_M3_frozen,reject_low_stability,reject_low_stability,"",contiguous-block selection stability below frozen threshold,G006,"",0,0,parameter_not_evaluated,0.121498103656079,0.128812302578795,0.00731419892271637,0.943218164901715,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,0,0,0,,
pilot_G007_in_01,Stage4A5_1_M3_frozen,equivalence_class,equivalence_class,"G004,G007",best observation class has multiple members,G007,"G004,G007",2,2,parameter_in_domain,0.111076375923032,0.118595965440896,0.00751958951786359,0.936594896033392,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G007_in_01.mat
pilot_G007_main_length_scale_near_lower_01,Stage4A5_1_M3_frozen,equivalence_class,equivalence_class,"G004,G007",best observation class has multiple members,G004,"G004,G007",2,2,parameter_out_suspected,0.0487350279531173,0.0681915940127527,0.0194565660596353,0.714677940264728,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G007_main_length_scale_near_lower_01.mat
pilot_G007_main_length_scale_near_upper_02,Stage4A5_1_M3_frozen,equivalence_class,equivalence_class,"G004,G007",best observation class has multiple members,G007,"G004,G007",2,2,parameter_out_suspected,0.0641353044556329,0.0777862189090013,0.0136509144533684,0.824507288750434,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G007_main_length_scale_near_upper_02.mat
pilot_G007_main_length_scale_medium_lower_03,Stage4A5_1_M3_frozen,reject_subband_mismatch,reject_subband_mismatch,"",one or more calibrated subband residual statistics fail,G004,"",0,0,parameter_not_evaluated,0.176645047576167,0.181617125401898,0.00497207782573111,0.972623298514933,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,0,0,0,,
pilot_G007_main_length_scale_far_upper_04,Stage4A5_1_M3_frozen,reject_model_mismatch,reject_model_mismatch,"",best full-band residual exceeds calibration threshold,G007,"",0,0,parameter_not_evaluated,0.240824192735817,0.24398759755631,0.00316340482049357,0.987034567112574,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,0,0,0,,
pilot_G007_branch_length_scale_near_lower_01,Stage4A5_1_M3_frozen,equivalence_class,equivalence_class,"G004,G007",best observation class has multiple members,G007,"G004,G007",2,2,parameter_domain_indeterminate,0.0287709099291835,0.0511283292978357,0.0223574193686522,0.562719539710027,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G007_branch_length_scale_near_lower_01.mat
pilot_G007_branch_length_scale_near_upper_02,Stage4A5_1_M3_frozen,equivalence_class,equivalence_class,"G004,G007",best observation class has multiple members,G007,"G004,G007",2,2,parameter_domain_indeterminate,0.114777194351624,0.122604429501769,0.00782723515014462,0.936158626707954,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G007_branch_length_scale_near_upper_02.mat
pilot_G007_branch_length_scale_medium_lower_03,Stage4A5_1_M3_frozen,equivalence_class,equivalence_class,"G004,G007",best observation class has multiple members,G004,"G004,G007",2,2,parameter_domain_indeterminate,0.0664022183498692,0.0760201214870858,0.00961790313721664,0.873482139334334,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G007_branch_length_scale_medium_lower_03.mat
pilot_G007_branch_length_scale_far_upper_04,Stage4A5_1_M3_frozen,equivalence_class,equivalence_class,"G004,G007",best observation class has multiple members,G004,"G004,G007",2,2,parameter_domain_indeterminate,0.108583706727795,0.115024329456382,0.00644062272858678,0.944006430987514,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G007_branch_length_scale_far_upper_04.mat
pilot_G007_branch_load_scale_near_lower_01,Stage4A5_1_M3_frozen,equivalence_class,equivalence_class,"G004,G007",best observation class has multiple members,G004,"G004,G007",2,2,parameter_domain_indeterminate,0.0204196264065238,0.0517546763691926,0.0313350499626688,0.394546499730104,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G007_branch_load_scale_near_lower_01.mat
pilot_G007_branch_load_scale_near_upper_02,Stage4A5_1_M3_frozen,equivalence_class,equivalence_class,"G004,G007",best observation class has multiple members,G004,"G004,G007",2,2,parameter_domain_indeterminate,0.0327140715434124,0.0519720834547406,0.0192580119113282,0.629454687366376,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G007_branch_load_scale_near_upper_02.mat
pilot_G007_branch_load_scale_medium_lower_03,Stage4A5_1_M3_frozen,equivalence_class,equivalence_class,"G004,G007",best observation class has multiple members,G007,"G004,G007",2,2,parameter_domain_indeterminate,0.129827282236746,0.137411297298556,0.00758401506181011,0.944807921824091,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G007_branch_load_scale_medium_lower_03.mat
pilot_G007_branch_load_scale_far_upper_04,Stage4A5_1_M3_frozen,equivalence_class,equivalence_class,"G004,G007",best observation class has multiple members,G004,"G004,G007",2,2,parameter_domain_indeterminate,0.018496491557017,0.0415315208007846,0.0230350292437676,0.445360323916244,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G007_branch_load_scale_far_upper_04.mat
pilot_G007_source_impedance_ohm_near_lower_01,Stage4A5_1_M3_frozen,equivalence_class,equivalence_class,"G004,G007",best observation class has multiple members,G007,"G004,G007",2,2,parameter_domain_indeterminate,0.081325622852564,0.0932923908210304,0.0119667679684664,0.871728360008536,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G007_source_impedance_ohm_near_lower_01.mat
pilot_G007_source_impedance_ohm_near_upper_02,Stage4A5_1_M3_frozen,equivalence_class,equivalence_class,"G004,G007",best observation class has multiple members,G007,"G004,G007",2,2,parameter_domain_indeterminate,0.125454235600457,0.131634014234018,0.00617977863356073,0.953053329943069,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G007_source_impedance_ohm_near_upper_02.mat
pilot_G007_source_impedance_ohm_medium_lower_03,Stage4A5_1_M3_frozen,reject_neighborhood_mismatch,reject_neighborhood_mismatch,"",top-K neighborhood score or margin fails,G004,"",0,0,parameter_not_evaluated,0.145107803480415,0.150993134938697,0.00588533145828121,0.961022522900583,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,0,0,0,,
pilot_G007_source_impedance_ohm_far_upper_04,Stage4A5_1_M3_frozen,equivalence_class,equivalence_class,"G004,G007",best observation class has multiple members,G007,"G004,G007",2,2,parameter_domain_indeterminate,0.128004901096419,0.1351450547128,0.00714015361638146,0.947166741450493,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G007_source_impedance_ohm_far_upper_04.mat
pilot_G007_receiver_impedance_ohm_near_lower_01,Stage4A5_1_M3_frozen,equivalence_class,equivalence_class,"G004,G007",best observation class has multiple members,G004,"G004,G007",2,2,parameter_domain_indeterminate,0.031759454521013,0.0530357799285639,0.0212763254075509,0.598830724525825,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G007_receiver_impedance_ohm_near_lower_01.mat
pilot_G007_receiver_impedance_ohm_near_upper_02,Stage4A5_1_M3_frozen,equivalence_class,equivalence_class,"G004,G007",best observation class has multiple members,G004,"G004,G007",2,2,parameter_domain_indeterminate,0.0887748833624354,0.0997364332082073,0.0109615498457719,0.890094827997519,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G007_receiver_impedance_ohm_near_upper_02.mat
pilot_G007_receiver_impedance_ohm_medium_lower_03,Stage4A5_1_M3_frozen,reject_low_stability,reject_low_stability,"",contiguous-block selection stability below frozen threshold,G007,"",0,0,parameter_not_evaluated,0.103626194756534,0.109518234290625,0.00589203953409058,0.946200378656569,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,0,0,0,,
pilot_G007_receiver_impedance_ohm_far_upper_04,Stage4A5_1_M3_frozen,equivalence_class,equivalence_class,"G004,G007",best observation class has multiple members,G007,"G004,G007",2,2,parameter_domain_indeterminate,0.128103682931263,0.137147451756579,0.0090437688253166,0.934058061521243,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,NaN,1,1,1,calibrated,stage4a6_3_1_final_pilot_G007_receiver_impedance_ohm_far_upper_04.mat
