cable_type,sqrt_L_over_C_ohm,Z0_nominal_ohm,R_10MHz_ohm_per_m,G_10MHz_S_per_m
0,268.32815729997475,270,0.37947331922020561,9.707521299592461e-05
1,234.21601750764793,234,0.29535673345972668,0.00010901326507956582
