frequency_hz,ideal_R0G0_HV_mag_dB,ideal_R0G0_HV_phase_deg,ideal_R0G0_Hport_mag_dB,ideal_R0G0_Hport_phase_deg,lossy_kG1_HV_mag_dB,lossy_kG1_HV_phase_deg,lossy_kG1_Hport_mag_dB,lossy_kG1_Hport_phase_deg,lossy_kG5_HV_mag_dB,lossy_kG5_HV_phase_deg,lossy_kG5_Hport_mag_dB,lossy_kG5_Hport_phase_deg
14488519.785051294,-21.298869835368297,-822.6940776900874,-15.278269922088672,-822.6940776900874,-21.884836269363376,-824.60392173199034,-15.864236356083751,-824.60392173199034,-24.903327226378519,-830.94972777283863,-18.882727313098894,-830.94972777283863
14502198.33903273,-21.278761959420372,-822.92689515816323,-15.258162046140749,-822.92689515816323,-21.867830763558061,-824.93424117123118,-15.847230850278438,-824.93424117123118,-24.896354150724616,-831.51013935132346,-18.875754237444994,-831.51013935132346
14515876.893014167,-21.257489756547592,-823.16094455138636,-15.236889843267969,-823.16094455138636,-21.849798795388434,-825.26592591029987,-15.829198882108811,-825.26592591029987,-24.88881953028757,-832.07171643155482,-18.868219617007945,-832.07171643155482
14529555.446995603,-21.235052505377332,-823.39628583708486,-15.214452592097711,-823.39628583708486,-21.830741321244691,-825.59904667261537,-15.810141407965066,-825.59904667261537,-24.880726613083695,-832.63451631475937,-18.86012669980407,-832.63451631475937
14543234.000977039,-21.211449302437629,-823.63297974602835,-15.190849389158005,-823.63297974602835,-21.810659227959906,-825.93367477897289,-15.790059314680281,-825.93367477897289,-24.872078744998017,-833.19859609226808,-18.851478831718392,-833.19859609226808
14556912.554958476,-21.186679063348748,-823.87108782914095,-15.166079150069125,-823.87108782914095,-21.789553335903264,-826.2698821968221,-15.768953422623637,-826.2698821968221,-24.862879371148281,-833.76401264875665,-18.842279457868663,-833.76401264875665
14570591.108939912,-21.160740524008688,-824.110672515337,-15.140140610729064,-824.110672515337,-21.767424402214512,-826.60774158991626,-15.746824488934889,-826.60774158991626,-24.853132037329356,-834.33082266486667,-18.832532124049731,-834.33082266486667
14584269.662921349,-21.133632241779434,-824.3517971705819,-15.113032328499809,-824.3517971705819,-21.744273124188183,-826.94732636837728,-15.723673210908562,-826.94732636837728,-24.842840391535784,-834.8990826191939,-18.822240478256159,-834.8990826191939
14597948.216902785,-21.105352596681545,-824.59452615827206,-15.08475268340192,-824.59452615827206,-21.720100142816875,-827.28871073921778,-15.699500229537254,-827.28871073921778,-24.832008185560071,-835.46884878961794,-18.811408272280449,-835.46884878961794
14611626.770884221,-21.075899792604773,-824.83892490103847,-15.055299879325148,-824.83892490103847,-21.694906046503434,-827.6319697573598,-15.674306133223809,-827.6319697573598,-24.820639276664096,-836.04017725395261,-18.800039363384471,-836.04017725395261
14625305.324865658,-21.045271858543437,-825.08505994407778,-15.024671945263812,-825.08505994407778,-21.668691374952431,-827.97717937718733,-15.648091461672809,-827.97717937718733,-24.808737629321257,-836.61312388989404,-18.788137716041632,-836.61312388989404
14638983.878847092,-21.013466649865631,-825.33299902011709,-14.992866736586006,-825.33299902011709,-21.641456623252342,-828.32441650467536,-15.620856709972719,-828.32441650467536,-24.796307317026532,-837.18774437424668,-18.775707403746907,-837.18774437424668
14652662.432828529,-20.980481849625832,-825.58281111612393,-14.959881936346209,-825.58281111612393,-21.613202246160004,-828.67375905012568,-15.592602332880379,-828.67375905012568,-24.783352524171743,-837.76409418139974,-18.762752610892118,-837.76409418139974
14666340.986809965,-20.946314969931912,-825.83456654187489,-14.925715056652287,-825.83456654187489,-21.583928662600208,-829.02528598154856,-15.563328749320583,-829.02528598154856,-24.769877547983114,-838.34222858103431,-18.749277634703489,-838.34222858103431
14680019.540791402,-20.910963353377259,-826.08833700050036,-14.890363440097635,-826.08833700050036,-21.553636260393681,-829.37907737872001,-15.533036347114058,-829.37907737872001,-24.755886800517981,-838.92220263503623,-18.73528688723836,-838.92220263503623
14693698.094772838,-20.8744241745508,-826.34419566112604,-14.853824261271175,-826.34419566112604,-21.522325401227782,-829.7352144879485,-15.501725487948157,-829.7352144879485,-24.741384810717648,-839.50407119358806,-18.720784897438023,-839.50407119358806
14707376.648754274,-20.83669444163748,-826.60221723373616,-14.816094528357857,-826.60221723373616,-21.489996425884698,-830.09377977757651,-15.469396512605073,-830.09377977757651,-24.726376226512766,-840.08788889042023,-18.705776313233141,-840.08788889042023
14721055.202735711,-20.797770998123802,-826.86247804638936,-14.777171084844177,-826.86247804638936,-21.456649659743565,-830.45485699424751,-15.43604974646394,-830.45485699424751,-24.710865816978043,-840.67371013719196,-18.690265903698421,-840.67371013719196
14734733.756717147,-20.757650524623315,-827.12505612491839,-14.73705061134369,-827.12505612491839,-21.422285418572848,-830.81853121995675,-15.401685505293221,-830.81853121995675,-24.694858474532268,-841.26158911697837,-18.674258561252646,-841.26158911697837
14748412.310698584,-20.716329540838643,-827.39003127525257,-14.695729627559022,-827.39003127525257,-21.386904014631241,-831.18488892991411,-15.366304101351616,-831.18488892991411,-24.678359217179914,-841.85157977683923,-18.657759303900288,-841.85157977683923
14762090.86468002,-20.673804407677743,-827.6574851685084,-14.653204494398118,-827.6574851685084,-21.350505763095825,-831.55401805122824,-15.3299058498162,-831.55401805122824,-24.661373190790226,-842.44373581944183,-18.640773277510601,-842.44373581944183
14775769.418661457,-20.630071329543441,-827.92750142899183,-14.609471416263817,-827.92750142899183,-21.313090988837402,-831.92600802243373,-15.292491075557779,-831.92600802243373,-24.643905671409314,-843.03811069371216,-18.623305758129689,-843.03811069371216
14789447.972642891,-20.585126356817121,-828.2001657252689,-14.564526443537495,-828.2001657252689,-21.274660033564182,-832.30094985386756,-15.25406012028456,-832.30094985386756,-24.625962067600856,-843.63475758448953,-18.605362154321231,-843.63475758448953
14803126.526624328,-20.538965388558466,-828.4755658644624,-14.518365475278843,-828.4755658644624,-21.235213263355973,-832.67893618890059,-15.214613350076352,-832.67893618890059,-24.607547922810426,-844.23372940115746,-18.586948009530801,-844.23372940115746
14816805.080605764,-20.491584175446022,-828.7537918899352,-14.470984262166397,-828.7537918899352,-21.194751076612622,-833.06006136602696,-15.174151163332997,-833.06006136602696,-24.588668917748485,-844.83507876522413,-18.568069004468864,-844.83507876522413
14830483.6345872,-20.442978322983826,-829.03493618253503,-14.422378409704201,-829.03493618253503,-21.153273912440991,-833.44442148180644,-15.132673999161369,-833.44442148180644,-24.569330872786619,-845.43885799682801,-18.548730959506994,-845.43885799682801
14844162.188568637,-20.393143295003039,-829.31909356557128,-14.372543381723418,-829.31909356557128,-21.11078225950714,-833.83211445464758,-15.090182346227518,-833.83211445464758,-24.549539750361376,-846.04511910013946,-18.528939837081751,-846.04511910013946
14857840.742550073,-20.342074417488661,-829.60636141370571,-14.321474504209037,-829.60636141370571,-21.067276665380831,-834.22324008941803,-15.046676752101209,-834.22324008941803,-24.529301657379769,-846.6539137476376,-18.508701744100144,-846.6539137476376
14871519.29653151,-20.289766882764226,-829.89683976594563,-14.269166969484603,-829.89683976594563,-21.022757746401403,-834.61790014285407,-15.002157833121776,-834.61790014285407,-24.508622847620124,-847.26529326323157,-18.488022934340499,-847.26529326323157
14885197.850512946,-20.23621575407056,-830.19063144292909,-14.215615840790939,-830.19063144292909,-20.977226198095593,-835.01619838974034,-14.956626284815968,-835.01619838974034,-24.487509724121821,-847.87930860420465,-18.466909810842196,-847.87930860420465
14898876.404494382,-20.181415970576758,-830.48784216870251,-14.160816057297135,-830.48784216870251,-20.930682806179139,-835.418240689816,-14.910082892899513,-835.418240689816,-24.465968841556812,-848.49601034195575,-18.445368928277187,-848.49601034195575
14912554.958475819,-20.125362352865469,-830.78858069719331,-14.104762439585848,-830.78858069719331,-20.883128458175978,-835.82413505535703,-14.862528544896357,-835.82413505535703,-24.444006908575648,-849.11544864151631,-18.423406995296027,-849.11544864151631
14926233.512457255,-20.068049608937493,-831.09295894358854,-14.047449695657871,-831.09295894358854,-20.834564155690156,-836.23399171937331,-14.813964242410531,-836.23399171937331,-24.421630790120648,-849.73767323981531,-18.401030876841023,-849.73767323981531
14939912.066438692,-20.009472340784878,-831.40109212083257,-13.988872427505255,-831.40109212083257,-20.784991027367681,-836.64792320434628,-14.764391114088058,-836.64792320434628,-24.398847509697674,-850.36273342267771,-18.378247596418049,-850.36273342267771
14953590.620420126,-19.949625051585379,-831.71309888146425,-13.929025138305754,-831.71309888146425,-20.734410342587054,-837.06604439141722,-14.713810429307433,-837.06604439141722,-24.375664251598714,-850.99067800052626,-18.355064338319089,-850.99067800052626
14967269.174401563,-19.888502153575459,-832.02910146502063,-13.867902240295837,-832.02910146502063,-20.682823525918799,-837.48847258993044,-14.662223612639178,-837.48847258993044,-24.35208836306575,-851.62155528277992,-18.331488449786125,-851.62155528277992
14980947.728382999,-19.826097976664641,-832.34922585123013,-13.805498063385018,-832.34922585123013,-20.630232172397132,-837.91532760720656,-14.609632259117507,-837.91532760720656,-24.328127356387554,-852.25541305091531,-18.307527443107929,-852.25541305091531
14994626.282364435,-19.762406777857464,-832.67360191923308,-13.741806864577841,-832.67360191923308,-20.576638063647188,-838.3467318184172,-14.556038150367563,-838.3467318184172,-24.303788910918996,-852.89229853019162,-18.283188997639371,-852.89229853019162
15008304.836345872,-19.697422751556992,-833.00236361306099,-13.676822838277367,-833.00236361306099,-20.522043184914985,-838.78281023640272,-14.501443271635363,-838.78281023640272,-24.27908087501342,-853.53225836001013,-18.258480961733795,-853.53225836001013
15021983.390327308,-19.631140040827709,-833.33564911361054,-13.610540127548084,-833.33564911361054,-20.466449743047463,-839.22369058125832,-14.445849829767841,-839.22369058125832,-24.254011267857301,-854.17533856290765,-18.233411354577679,-854.17533856290765
15035661.944308745,-19.563552749704026,-833.67360101735096,-13.542952836424401,-833.67360101735096,-20.409860185473331,-839.66950334949456,-14.38926027219371,-839.66950334949456,-24.228588281196551,-854.82158451216662,-18.207988367916926,-854.82158451216662
15049340.498290181,-19.494654956636211,-834.01636652199738,-13.474055043356589,-834.01636652199738,-20.352277220236189,-840.12038188254132,-14.331677306956569,-840.12038188254132,-24.20282028094303,-855.4710408980369,-18.182220367663405,-855.4710408980369
15063019.052271618,-19.424440729174112,-834.3640976193858,-13.403840815894485,-834.3640976193858,-20.293703837134139,-840.5764624343517,-14.273103923854521,-840.5764624343517,-24.176715808649675,-856.12375169256802,-18.15611589537005,-856.12375169256802
15076697.606253054,-19.35290413999688,-834.71695129577552,-13.332304226717255,-834.71695129577552,-20.234143330021318,-841.03788423782419,-14.213543416741693,-841.03788423782419,-24.150283582842086,-856.77976011304372,-18.129683669562461,-856.77976011304372
15090376.16023449,-19.280039284405696,-835.0750897397993,-13.259439371126074,-835.0750897397993,-20.173599320328833,-841.5047895697254,-14.152999407049208,-841.5047895697254,-24.123532500194088,-857.4391085840283,-18.102932586914463,-857.4391085840283
15104054.714215925,-19.205840299406525,-835.43868055827488,-13.1852403861269,-835.43868055827488,-20.112075781864345,-841.9773238137717,-14.09147586858472,-841.9773238137717,-24.096471636534321,-858.10183869802415,-18.075871723254696,-858.10183869802415
15117733.268197361,-19.130301384519502,-835.80789700007119,-13.109701471239879,-835.80789700007119,-20.049577066950455,-842.45563552148087,-14.028977153670832,-842.45563552148087,-24.069110247670544,-858.76799117475514,-18.048510334390919,-858.76799117475514
15131411.822178798,-19.05341682446381,-836.18291818821046,-13.032816911184188,-836.18291818821046,-19.986107933964423,-842.93987647036283,-13.965508020684798,-842.93987647036283,-24.041457770018084,-859.43760581908407,-18.020857856738459,-859.43760581908407
15145090.376160234,-18.97518101387746,-836.56392936036855,-12.954581100597835,-836.56392936036855,-19.921673576341583,-843.43020171898297,-13.901073663061961,-843.43020171898297,-24.013523821018268,-860.11072147758796,-17.992923907738646,-860.11072147758796
15158768.930141671,-18.895588484245668,-836.95112211789842,-12.874988570966044,-836.95112211789842,-19.856279653107091,-843.92676965837018,-13.835679739827466,-843.92676965837018,-23.985318199332593,-860.78737599380918,-17.964718286052971,-860.78737599380918
15172447.484123107,-18.814633933224471,-837.34469468348368,-12.794034019944846,-837.34469468348368,-19.789932321000244,-844.42974205919916,-13.76933240772062,-844.42974205919916,-23.956850884797912,-861.46760616221445,-17.936250971518291,-861.46760616221445
15186126.038104543,-18.732312256561055,-837.74485216747405,-12.711712343281432,-837.74485216747405,-19.722638268256002,-844.93928411411707,-13.702038354976375,-844.93928411411707,-23.928132038127764,-862.15144768089135,-17.907532124848139,-862.15144768089135
15199804.59208598,-18.648618582828917,-838.15180684292477,-12.62801866954929,-838.15180684292477,-19.654404750108686,-845.45556447451997,-13.633804836829064,-845.45556447451997,-23.899172000344514,-862.83893510302551,-17.878572087064889,-862.83893510302551
15213483.146067416,-18.563548311211814,-838.5657784292888,-12.542948397932193,-838.5657784292888,-19.585239626081396,-845.97875528102668,-13.564639712801769,-845.97875528102668,-23.869981291927218,-863.53010178719865,-17.849381378647593,-863.53010178719865
15227161.700048853,-18.47709715258986,-838.98699438465655,-12.456497239310234,-838.98699438465655,-19.515151399123873,-846.50903218681958,-13.494551485844251,-846.50903218681958,-23.840570611659373,-864.22497984656331,-17.819970698379752,-864.22497984656331
15240840.254030289,-18.389261174198886,-839.41569020635575,-12.368661260919264,-839.41569020635575,-19.44414925665939,-847.04657437295646,-13.423549343379769,-847.04657437295646,-23.810950835161076,-864.92360009695142,-17.790350921881451,-864.92360009695142
15254518.808011724,-18.300036848156225,-839.85210973963217,-12.279436934876601,-839.85210973963217,-19.372243113598405,-847.59156455466871,-13.351643200318781,-847.59156455466871,-23.781133013089743,-865.62599200397688,-17.760533099810118,-865.62599200397688
15268197.36199316,-18.209421104166584,-840.29650549402584,-12.188821190886959,-840.29650549402584,-19.299443657373477,-848.14418897758344,-13.278843744093853,-848.14418897758344,-23.751128368993939,-866.33218362921355,-17.730528455714317,-866.33218362921355
15281875.915974597,-18.117411386744916,-840.74913896693977,-12.096811473465291,-840.74913896693977,-19.225762395044374,-848.70463740271532,-13.205162481764749,-848.70463740271532,-23.720948296804309,-867.04220157551663,-17.700348383524684,-867.04220157551663
15295554.469956033,-18.024005717317525,-841.21028097374415,-12.0034058040379,-841.21028097374415,-19.151211702517713,-849.27310307897983,-13.130611789238088,-849.27310307897983,-23.690604357946356,-867.75607093158555,-17.670004444666731,-867.75607093158555
15309233.023937469,-17.929202761587177,-841.68021198360805,-11.908602848307552,-841.68021198360805,-19.075804875916987,-849.84978270188026,-13.055204962637362,-849.84978270188026,-23.660108278059568,-868.47381521585669,-17.639508364779942,-868.47381521585669
15322911.577918906,-17.833001902574907,-842.1592224600513,-11.812401989295285,-842.1592224600513,-18.999556185131318,-850.43487635691497,-12.978956271851693,-850.43487635691497,-23.629471943308033,-869.19545631983033,-17.608872030028408,-869.19545631983033
15336590.131900342,-17.735403319777664,-842.64761320499815,-11.714803406498039,-842.64761320499815,-18.922480929560233,-851.02858744614912,-12.901881016280608,-851.02858744614912,-23.598707396267685,-869.92101445094647,-17.578107482988059,-869.92101445094647
15350268.685881779,-17.636408074909355,-843.14569570486412,-11.61580816162973,-843.14569570486412,-18.844595496059799,-851.63112259627383,-12.823995582780174,-851.63112259627383,-23.56782683137601,-870.65050807512614,-17.547226918096385,-870.65050807512614
15363947.239863215,-17.536018204720829,-843.65379247692658,-11.515418291441206,-843.65379247692658,-18.765917419081589,-852.24269154636795,-12.745317505801966,-852.24269154636795,-23.536842589930625,-871.38395385910792,-17.516242676651,-871.38395385910792
15377625.793844651,-17.434236821423134,-844.17223741390649,-11.413636908143509,-844.17223741390649,-18.686465442978729,-852.86350701345589,-12.665865529699104,-852.86350701345589,-23.505767154623488,-872.12136661271859,-17.485167241343863,-872.12136661271859
15391304.347826088,-17.331068221267266,-844.70137612432211,-11.310468307987644,-844.70137612432211,-18.606259586435385,-853.49378453382974,-12.58565967315576,-853.49378453382974,-23.474613143598791,-872.86275923122139,-17.454013230319166,-872.86275923122139
15404982.901807522,-17.226518001860263,-845.2415662657711,-11.205918088580642,-845.2415662657711,-18.525321208952704,-854.13374227799477,-12.504721295673079,-854.13374227799477,-23.44339330402272,-873.60814263789803,-17.422793390743095,-873.60814263789803
15418661.455788959,-17.120593188825548,-845.79317786781746,-11.099993275545925,-845.79317786781746,-18.443673079301266,-854.78360083696441,-12.423073166021641,-854.78360083696441,-23.41212050515491,-874.35752572702984,-17.391520591875285,-874.35752572702984
15432340.009770395,-17.013302372439064,-846.35659364064747,-10.992702459159442,-846.35659364064747,-18.361339445820711,-855.44358297751876,-12.340739532541088,-855.44358297751876,-23.380807730912156,-875.11091530744329,-17.360207817632531,-875.11091530744329
15446018.563751832,-16.904655854894845,-846.9322092650599,-10.88405594161522,-846.9322092650599,-18.278346108416297,-856.11391336392967,-12.257746195136672,-856.11391336392967,-23.349468071916149,-875.86831604680799,-17.328868158636524,-875.86831604680799
15459697.117733268,-16.794665808871066,-847.52043365870509,-10.774065895591441,-847.52043365870509,-18.194720492066679,-856.79481824354298,-12.174120578787054,-856.79481824354298,-23.318114717018517,-876.62973041687007,-17.297514803738892,-876.62973041687007
15473375.671714704,-16.68334644808067,-848.12168921274088,-10.662746534801045,-848.12168921274088,-18.110491721617937,-857.4865250935112,-12.089891808338313,-857.4865250935112,-23.286760944297647,-877.39515863981944,-17.266161031018022,-877.39515863981944
15487054.225696141,-16.570714210495652,-848.73641199226313,-10.550114297216027,-848.73641199226313,-18.025690697595351,-858.18926222589278,-12.005090784315726,-858.18926222589278,-23.255420111523549,-878.16459863599107,-17.234820198243924,-878.16459863599107
15500732.779677577,-16.456787954931041,-849.36505189295838,-10.436188041651418,-849.36505189295838,-17.940350172716006,-858.90325834825455,-11.91975025943638,-858.90325834825455,-23.224105646088695,-878.93804597311521,-17.20350573280907,-878.93804597311521
15514411.333659014,-16.341589171660939,-850.00807274542115,-10.320989258381312,-850.00807274542115,-17.854504828733326,-859.62874207687366,-11.833904915453701,-859.62874207687366,-23.192831034404303,-879.71549381732848,-17.172231121124678,-879.71549381732848
15528089.88764045,-16.225142207710395,-850.66595235748889,-10.20454229443077,-850.66595235748889,-17.768191353186666,-860.36594139961005,-11.74759143990704,-860.36594139961005,-23.161609810763967,-880.49693288617209,-17.141009897484341,-880.49693288617209
15541768.441621887,-16.107474507424286,-851.33918248373141,-10.08687459414466,-851.33918248373141,-17.681448515567098,-861.11508308552254,-11.660848602287475,-861.11508308552254,-23.130455545678039,-881.28235140379923,-17.109855632398418,-881.28235140379923
15555446.995603321,-15.98861686884835,-852.02826870994215,-9.9680169555687268,-852.02826870994215,-17.594317242343468,-861.87639203835784,-11.573717329063843,-861.87639203835784,-23.099381833684745,-882.07173505863079,-17.07878192040512,-882.07173505863079
15569125.549584758,-15.868603716371688,-852.73373023904867,-9.8480038030920625,-852.73373023904867,-17.506840690221637,-862.65009059110548,-11.486240776942012,-862.65009059110548,-23.068402280646154,-882.86506696368679,-17.047802367366529,-882.86506696368679
15582804.103566194,-15.747473389962028,-853.45609956337023,-9.7268734766824032,-853.45609956337023,-17.419064316932676,-863.43639773897053,-11.398464403653051,-863.43639773897053,-23.037530490539332,-883.66232761983656,-17.016930577259707,-883.66232761983656
15596482.65754763,-15.625268451176538,-854.19592200652016,-9.604668537896913,-854.19592200652016,-17.331035948767063,-864.23552830828464,-11.310436035487438,-864.23552830828464,-23.006780051755726,-884.46349488220335,-16.986180138476104,-884.46349488220335
15610161.211529067,-15.502036005941914,-854.95375511657971,-9.4814360926622925,-854.95375511657971,-17.242805843987085,-865.04769205914636,-11.22220593070746,-865.04769205914636,-22.976164522924254,-885.26854392996381,-16.955564609644629,-885.26854392996381
15623839.765510503,-15.377828043863351,-855.73016789040582,-9.3572281305837262,-855.73016789040582,-17.154426751164014,-865.87309271989852,-11.13382683788439,-865.87309271989852,-22.945697418276048,-886.07744723978283,-16.925097504996423,-886.07744723978283
15637518.31949194,-15.25270179353765,-856.52573980713476,-9.2321018802580266,-856.52573980713476,-17.0659539613983,-866.71192695195884,-11.045354048118678,-866.71192695195884,-22.91539219257178,-886.89017456311535,-16.894792279292155,-886.89017456311535
15651196.873473376,-15.126720092999673,-857.34105964715116,-9.1061201797200475,-857.34105964715116,-16.977445353291682,-867.56438324402313,-10.95684544001206,-867.56438324402313,-22.885262225614941,-887.70669290761271,-16.864662312335319,-887.70669290761271
15664875.427454812,-14.999951774022115,-858.17672407100895,-8.97935186074249,-858.17672407100895,-16.888961429453261,-868.43064073523396,-10.868361516173636,-868.43064073523396,-22.855320806377325,-888.52696652285931,-16.8347208930977,-888.52696652285931
15678553.981436249,-14.872472058502497,-859.03333593113621,-8.8518721452228721,-859.03333593113621,-16.800565343234688,-869.31086796762804,-10.779965429955062,-869.31086796762804,-22.825581116765612,-889.3509568906627,-16.80498120348599,-889.3509568906627
15692232.535417685,-14.74436296460645,-859.91150228762842,-8.7237630513268254,-859.91150228762842,-16.712322914310384,-870.20522156895458,-10.691723001030763,-870.20522156895458,-22.796056215060982,-890.1786227201095,-16.775456301781357,-890.1786227201095
15705911.08939912,-14.61571371968162,-860.81183209820051,-8.5951138064019954,-860.81183209820051,-16.624302631644198,-871.11384486789996,-10.603702718364572,-871.11384486789996,-22.766759019066004,-891.00991994759534,-16.746159105786383,-891.00991994759534
15719589.643380556,-14.486621176207372,-861.73493355147355,-8.4660212629277467,-861.73493355147355,-16.536575642319821,-872.03686644478682,-10.515975729040196,-872.03686644478682,-22.737702288996108,-891.84480174202031,-16.717102375716482,-891.84480174202031
15733268.197361993,-14.357190226201126,-862.68141101235813,-8.3365903129215013,-862.68141101235813,-16.449215724662679,-872.97439862197234,-10.428615811383057,-872.97439862197234,-22.708898610155366,-892.68321851533165,-16.688298696875741,-892.68321851533165
15746946.751343429,-14.227534208552136,-863.65186154856485,-8.2069342952725108,-863.65186154856485,-16.36229924404395,-873.92653589947417,-10.341699330764326,-873.92653589947417,-22.680360375438966,-893.52511793858514,-16.65976046215934,-893.52511793858514
15760625.305324866,-14.097775302710097,-864.64687100829826,-8.0771753894304741,-864.64687100829826,-16.275905089744537,-874.8933533427271,-10.255305176464912,-874.8933533427271,-22.652099767707025,-894.37044496367469,-16.6314998544274,-894.37044496367469
15774303.859306302,-13.968044901015714,-865.66700962127084,-7.947444987736092,-865.66700962127084,-16.190114591264077,-875.87490493090195,-10.16951467798445,-875.87490493090195,-22.624128742076991,-895.21914185086689,-16.603528828797366,-895.21914185086689
15787982.413287738,-13.838483950740565,-866.71282709844195,-7.8178840374609413,-866.71282709844195,-16.105011412496808,-876.8712218758144,-10.084411499217181,-876.8712218758144,-22.59645900818375,-896.0711482022565,-16.575859094904125,-896.0711482022565
15801660.967269175,-13.709243255619795,-867.78484721062898,-7.6886433423401694,-867.78484721062898,-16.020681422264211,-877.88231092312947,-10.000081508984586,-877.88231092312947,-22.56910201245865,-896.92640100124561,-16.548502099179025,-896.92640100124561
15815339.521250611,-13.580483725342605,-868.88356183255405,-7.5598838120629805,-868.88356183255405,-15.937212539797823,-878.90815264931416,-9.916612626518198,-878.90815264931416,-22.542068920480535,-897.78483465811314,-16.52146900720091,-897.78483465811314
15829018.075232048,-13.452376560147757,-870.00942444723944,-7.4317766468681326,-870.00942444723944,-15.854694553908953,-879.94869976954567,-9.8340946406293277,-879.94869976954567,-22.515370599453256,-898.64638106173925,-16.494770686173631,-898.64638106173925
15842696.629213484,-13.32510335640367,-871.16284311617051,-7.3045034431240454,-871.16284311617051,-15.773218914767426,-881.00387547354183,-9.7526190014878029,-881.00387547354183,-22.489017600865637,-899.51096963750706,-16.468417687586015,-899.51096963750706
15856375.183194919,-13.198856117898192,-872.34417293348577,-7.1782562046185685,-872.34417293348577,-15.692878497443303,-882.07357180798238,-9.6722785841636778,-882.07357180798238,-22.463020143390882,-900.37852741138965,-16.44242023011126,-900.37852741138965
15870053.737176355,-13.073837156592997,-873.55370799777177,-7.053237243313375,-873.55370799777177,-15.613767336643605,-883.15764812579835,-9.5931674233639797,-883.15764812579835,-22.437388096083065,-901.24897908020648,-16.41678818280344,-901.24897908020648
15883732.291157791,-12.950258865904395,-874.79167295290119,-6.9296589526247718,-874.79167295290119,-15.535980332403987,-884.25592962405722,-9.5153804191243641,-884.25592962405722,-22.412130961929229,-902.12224708799056,-16.391531048649604,-902.12224708799056
15897410.845139228,-12.828343349251712,-876.05821416968354,-6.8077434359720881,-876.05821416968354,-15.459612926868642,-885.36820599342843,-9.4390130135890189,-885.36820599342843,-22.387257861815254,-902.99825170841098,-16.366657948535629,-902.99825170841098
15911089.399120664,-12.708321886782839,-877.35339066269103,-6.6877219735032156,-877.35339066269103,-15.38476075271403,-886.49423020318648,-9.3641608394344047,-886.49423020318648,-22.362777518964183,-903.87691113313315,-16.342177605684562,-903.87691113313315
15924767.953102101,-12.590434223953347,-878.67716486113397,-6.5698343106737225,-878.67716486113397,-15.311519254234236,-887.63371744635242,-9.2909193409546109,-887.63371744635242,-22.338698243904652,-904.75814156599733,-16.318098330625027,-904.75814156599733
15938446.507083537,-12.474927667125113,-880.02939337843941,-6.4543277538454902,-880.02939337843941,-15.239983282605344,-888.78634426984604,-9.219383369325719,-888.78634426984604,-22.31502792002658,-905.64185732285853,-16.294428006746955,-905.64185732285853
15952125.061064973,-12.362055973667015,-881.40981795144216,-6.341456060387392,-881.40981795144216,-15.170246667376473,-889.95174791429361,-9.1496467540968478,-889.95174791429361,-22.291773989780275,-906.52797093689969,-16.27117407650065,-906.52797093689969
15965803.61504641,-12.252078027277113,-882.81805674576322,-6.231478113997488,-882.81805674576322,-15.102401766782382,-891.1295258874552,-9.0818018535027587,-891.1295258874552,-22.26894344157315,-907.41639326921347,-16.248343528293525,-907.41639326921347
15979482.169027846,-12.145256293468879,-884.25359624761518,-6.1246563801892577,-884.25359624761518,-15.036539000031087,-892.31923579395345,-9.0159390867514659,-892.31923579395345,-22.246542797417046,-908.30703362440556,-16.225942884137421,-908.30703362440556
15993160.723009283,-12.04185505538776,-885.71578398251108,-6.0212551421081359,-885.71578398251108,-14.972746365270213,-893.52039544215017,-8.9521464519905898,-893.52039544215017,-22.224578101376387,-909.19979987096826,-16.203978188096762,-909.19979987096826
16006839.276990717,-11.942138436322294,-887.20382231628616,-5.9215385230426696,-887.20382231628616,-14.911108947468341,-894.73248324654946,-8.8905090341887156,-894.73248324654946,-22.203054908865418,-910.09459856612239,-16.182454995585793,-910.09459856612239
16020517.830972154,-11.84636822233754,-888.71676360177878,-5.8257683090579162,-888.71676360177878,-14.851708420941643,-895.95493894105016,-8.8311085076620177,-895.95493894105016,-22.181978276839594,-910.99133508482441,-16.161378363559969,-910.99133508482441
16034196.38495359,-11.754801506211521,-890.25350693358155,-5.734201592931897,-890.25350693358155,-14.794622551698172,-897.18716461470524,-8.7740226384185469,-897.18716461470524,-22.16135275492331,-911.88991375260025,-16.140752841643685,-911.88991375260025
16047874.938935027,-11.667688182036109,-891.81279676186966,-5.6470882687564838,-891.81279676186966,-14.739924705142649,-898.42852607743987,-8.7193247918630252,-898.42852607743987,-22.141182377512607,-912.79023798184642,-16.120582464232982,-912.79023798184642
16061553.492916463,-11.585268328107707,-893.39322359315554,-5.5646684148280832,-893.39322359315554,-14.687683364968525,-899.67835455848797,-8.6670834516889013,-899.67835455848797,-22.121470656887851,-913.6922104112324,-16.100870743608226,-913.6922104112324
16075232.046897899,-11.507769523667104,-894.99322697010268,-5.4871696103874799,-894.99322697010268,-14.637961669246023,-900.93594873519623,-8.6173617559663995,-900.93594873519623,-22.102220577367628,-914.59573304779917,-16.081620664088003,-914.59573304779917
16088910.600879336,-11.43540415218002,-896.61110087421469,-5.4148042389003956,-896.61110087421469,-14.590816969780544,-902.20057708446313,-8.570217056500919,-902.20057708446313,-22.083434590530537,-915.50070741135949,-16.062834677250912,-915.50070741135949
