frequency_hz,ideal_R0G0_HV_mag_dB,ideal_R0G0_HV_phase_deg,ideal_R0G0_Hport_mag_dB,ideal_R0G0_Hport_phase_deg,lossy_kG1_HV_mag_dB,lossy_kG1_HV_phase_deg,lossy_kG1_Hport_mag_dB,lossy_kG1_Hport_phase_deg,lossy_kG5_HV_mag_dB,lossy_kG5_HV_phase_deg,lossy_kG5_Hport_mag_dB,lossy_kG5_Hport_phase_deg
6937957.9872984858,-11.934451846248852,-432.51209076563282,-5.9138519329692283,-432.51209076563282,-12.647511405648897,-429.02895792950551,-6.6269114923692731,-429.02895792950551,-15.204785969385048,-422.62349313811939,-9.1841860561054247,-422.62349313811939
6951636.5412799222,-12.021318638938862,-433.1531120242422,-6.0007187256592376,-433.1531120242422,-12.724505759926332,-429.7558868325811,-6.7039058466467081,-429.7558868325811,-15.258230361816612,-423.48974369448439,-9.2376304485369882,-423.48974369448439
6965315.0952613577,-12.105926981112592,-433.78348955093003,-6.0853270678329672,-433.78348955093003,-12.799762535562117,-430.472443039658,-6.7791626222824917,-430.472443039658,-15.310992346760518,-424.34886578861978,-9.2903924334808945,-424.34886578861978
6978993.6492427941,-12.188285895568736,-434.40377433776558,-6.1676859822891119,-434.40377433776558,-12.873273732612546,-431.17911563221179,-6.8526738193329217,-431.17911563221179,-15.363050029971392,-425.20111296645263,-9.3424501166917668,-425.20111296645263
6992672.2032242306,-12.26840526664378,-435.0144956198547,-6.2478053533641562,-435.0144956198547,-12.945033016038781,-431.87637902500001,-6.9244331027591564,-431.87637902500001,-15.414383043455715,-426.04673783748768,-9.3937831301760895,-426.04673783748768
7006350.757205667,-12.346295691335929,-435.616162077578,-6.3256957780563061,-435.616162077578,-13.015035556956603,-432.56469350966478,-6.9944356436769786,-432.56469350966478,-15.464972486980916,-426.88599183900408,-9.4443725737012905,-426.88599183900408
7020029.3111871034,-12.421968346636723,-436.20926299262078,-6.4013684333570984,-436.20926299262078,-13.083277887153201,-433.24450580698095,-7.0626779738735781,-433.24450580698095,-15.514800871246237,-427.71912502883106,-9.494200957966612,-427.71912502883106
7033707.8651685389,-12.49543487146058,-436.79426935787797,-6.4748349581809572,-436.79426935787797,-13.149757765933344,-433.91624962357332,-7.1291578526537203,-433.91624962357332,-15.563852062849023,-428.54638590455545,-9.5432521495693976,-428.54638590455545
7047386.4191499753,-12.566707261718948,-437.37163494177929,-6.5461073484393228,-437.37163494177929,-13.214474058410566,-434.58034620959978,-7.1938741451309429,-434.58034620959978,-15.612111231154202,-429.36802124709897,-9.5915113178745788,-429.36802124709897
7061064.9731314117,-12.635797777228515,-437.94179730795577,-6.6151978639488895,-437.94179730795577,-13.277426624413399,-435.23720491449586,-7.256826711133777,-435.23720491449586,-15.659564797151706,-430.18427598670013,-9.6389648838720827,-430.18427598670013
7074743.5271128481,-12.702718859273428,-438.50517879144451,-6.6821189459938051,-438.50517879144451,-13.338616217229994,-435.88722373838334,-7.3180163039503698,-435.88722373838334,-15.706200384365914,-430.99539308942548,-9.6856004710862891,-430.99539308942548
7088422.0810942845,-12.767483057760314,-439.06218743285706,-6.7468831444806909,-439.06218743285706,-13.398044391467099,-436.53078987720278,-7.377444478187476,-436.53078987720278,-15.752006771863538,-431.80161346243739,-9.7314068585839149,-431.80161346243739
7102100.635075721,-12.830102967012099,-439.61321787208431,-6.8095030537324757,-439.61321787208431,-13.455713419350381,-437.16828026000343,-7.4351135060707563,-437.16828026000343,-15.796973849390209,-432.60317587633438,-9.7763739361105859,-432.60317587633438
7115779.1890571564,-12.890591169345297,-440.15865220323559,-6.8699912560656742,-440.15865220323559,-13.511626214842236,-437.80006207716741,-7.4910263015626128,-437.80006207716741,-15.841092574652285,-433.40031690297445,-9.8204926613726613,-433.40031690297445
7129457.7430385929,-12.948960185663431,-440.69886079257981,-6.9283602723838067,-440.69886079257981,-13.565786265000213,-438.42649329862331,-7.5451863517205897,-438.42649329862331,-15.884354932748581,-434.19327086728578,-9.8637550194689574,-434.19327086728578
7143136.2970200293,-13.005222432380084,-441.23420306130191,-6.9846225191004594,-441.23420306130191,-13.618197568043971,-439.04792318134872,-7.5975976547643453,-439.04792318134872,-15.926753897746064,-434.98226981165124,-9.9061539844664388,-434.98226981165124
7156814.8510014657,-13.059390184057646,-441.76502823491182,-7.0387902707780228,-441.76502823491182,-13.668864577641656,-439.66469276567352,-7.6482646643620322,-439.66469276567352,-15.968283396385129,-435.76754347154571,-9.9476834831055037,-435.76754347154571
7170493.4049829021,-13.111475541213986,-442.29167606114089,-7.0908756279343628,-442.29167606114089,-13.717792152966116,-440.2771353600632,-7.6971922396864914,-440.2771353600632,-16.008938273892085,-436.5493192611757,-9.9883383606124614,-436.5493192611757
7184171.9589643376,-13.16149040280882,-442.814477498146,-7.1408904895291947,-442.814477498146,-13.764985514110057,-440.88557701421678,-7.7443856008304337,-440.88557701421678,-16.048714261870629,-437.32782226796019,-10.028114348591002,-437.32782226796019
7197850.512945774,-13.209446442975816,-443.33375537481845,-7.1888465296961934,-443.33375537481845,-13.810450202484416,-441.49033698043246,-7.7898502892047912,-441.49033698043246,-16.087607948238389,-438.10327525475066,-10.067008034958764,-438.10327525475066
7211529.0669272104,-13.255355091615675,-443.84982502495257,-7.2347551783360498,-443.84982502495257,-13.854192045858102,-442.09172816329641,-7.8335921325784774,-442.09172816329641,-16.125616749170515,-438.87589866876743,-10.10501683589089,-438.87589866876743
7225207.6209086468,-13.299227518509761,-444.36299489699138,-7.2786276052301364,-444.36299489699138,-13.896217127728514,-442.69005755783832,-7.875617214448889,-442.69005755783832,-16.162738883008693,-439.64591065629094,-10.142138969729068,-439.64591065629094
7238886.1748900833,-13.341074620654762,-444.87356714101549,-7.3204747073751388,-444.87356714101549,-13.93653176074201,-443.28562667635629,-7.915931847462387,-443.28562667635629,-16.198973346091055,-440.41352708219932,-10.17837343281143,-440.41352708219932
7252564.7288715197,-13.380907012555685,-445.38183817459151,-7.3603070992760609,-445.38183817459151,-13.97514246391083,-443.87873196417826,-7.9545425506312073,-443.87873196417826,-16.234319890456199,-441.17896155351315,-10.213719977176574,-441.17896155351315
7266243.2828529552,-13.418735019248061,-445.88809922903886,-7.3981351059684357,-445.88809922903886,-14.012055943399165,-444.46966520465486,-7.9914560301195419,-444.46966520465486,-16.268779003372963,-441.94242544614514,-10.248179090093338,-441.94242544614514
7279921.8368343916,-13.45456867185159,-446.39263687762525,-7.4339687585719663,-446.39263687762525,-14.047279076675245,-445.05871391372347,-8.0266791633956203,-445.05871391372347,-16.30235188864598,-442.7041279341102,-10.281751975366355,-442.7041279341102
7293600.390815828,-13.48841770548537,-446.89573354713718,-7.4678177922057465,-446.89573354713718,-14.080818899848943,-445.64616172439008,-8.0602189865693212,-445.64616172439008,-16.335040449646424,-443.46427602049175,-10.314440536366797,-443.46427602049175
7307278.9447972644,-13.520291559401507,-447.3976680142236,-7.4996916461218834,-447.3976680142236,-14.112682598036157,-446.23228876150006,-8.0920826847565337,-446.23228876150006,-16.366847274016418,-444.2230745694979,-10.346247360736795,-444.2230745694979
7320957.4987787008,-13.550199379217773,-447.89871588785041,-7.5295994659381478,-447.89871588785041,-14.142877498610812,-446.81737200716515,-8.1222775853311866,-446.81737200716515,-16.39777561999534,-444.98072633898124,-10.377175706715715,-444.98072633898124
7334636.0527601372,-13.578150021152883,-448.39915007915221,-7.5575501078732588,-448.39915007915221,-14.171411067224668,-447.40168565721882,-8.1508111539450425,-447.40168565721882,-16.427829404315762,-445.7374320128265,-10.407229491036137,-445.7374320128265
7348314.6067415727,-13.604152058188919,-448.89924125991206,-7.5835521449092935,-448.89924125991206,-14.198290906492673,-447.98550146906086,-8.1776909932130479,-447.98550146906086,-16.457013191616849,-446.49339023263917,-10.436413278337223,-446.49339023263917
7361993.1607230091,-13.628213788105384,-449.39925831084906,-7.6076138748257582,-449.39925831084906,-14.223524757258561,-448.56908910124196,-8.202924843978936,-448.56908910124196,-16.485332185322761,-447.2487976282008,-10.464732272043138,-447.2487976282008
7375671.7147044456,-13.650343243348399,-449.89946876084076,-7.6297433300687771,-449.89946876084076,-14.247120502371349,-449.15271644511967,-8.2265205890917237,-449.15271644511967,-16.512792219933537,-448.00384884616898,-10.492192306653912,-448.00384884616898
7389350.268685882,-13.670548202716288,-450.40013921815716,-7.6499482894366642,-450.40013921815716,-14.269086172918348,-449.73664994889509,-8.2484862596387227,-449.73664994889509,-16.539399754676026,-448.75873657653545,-10.518799841396401,-448.75873657653545
7403028.8226673184,-13.688836204860468,-450.90153579473372,-7.6682362915808442,-450.90153579473372,-14.289429956874965,-450.32115493431496,-8.2688300435953419,-450.32115493431496,-16.565161868462063,-449.51365157636246,-10.544561955182441,-449.51365157636246
7416707.3766487539,-13.705214563617179,-451.40392452445906,-7.6846146503375534,-451.40392452445906,-14.308160210145033,-450.90649590628738,-8.2875602968654078,-450.90649590628738,-16.590086256101156,-450.26878269034091,-10.569486342821531,-450.26878269034091
7430385.9306301903,-13.719690385202135,-451.9075717764054,-7.6990904719225117,-451.9075717764054,-14.325285469978667,-451.49293685563202,-8.3046855566990416,-451.49293685563202,-16.614181225714187,-451.02431686772519,-10.593581312434566,-451.02431686772519
7444064.4846116267,-13.732270587316373,-452.41274466387921,-7.7116706740367489,-452.41274466387921,-14.34081447076716,-452.08074155513634,-8.3202145574875352,-452.08074155513634,-16.637455697294751,-451.78043917521398,-10.616855784015129,-451.78043917521398
7457743.0385930631,-13.742961920227618,-452.91971145011911,-7.7223620069479937,-452.91971145011911,-14.354756162226433,-452.67017384905375,-8.3341562489468117,-452.67017384905375,-16.659919202363515,-452.53733280535624,-10.63931928908389,-452.53733280535624
7471421.5925744995,-13.751770989907691,-453.4287419514161,-7.7311710766280664,-453.4287419514161,-14.367119729992288,-453.26149793612512,-8.3465198167126644,-453.26149793612512,-16.681581884660677,-453.29517908007,-10.660981971381052,-453.29517908007
7485100.146555936,-13.758704283322672,-453.94010793837725,-7.7381043700430476,-453.94010793837725,-14.377914618661611,-453.85497864615439,-8.3573147053819881,-453.85497864615439,-16.702454501820142,-454.0541574488729,-10.681854588540515,-454.0541574488729
7498778.7005373714,-13.763768195988993,-454.45408353599936,-7.7431682827093677,-454.45408353599936,-14.387150557324716,-454.450881710109,-8.366550644045093,-454.450881710109,-16.72254842796811,-454.8144454814269,-10.701948514688489,-454.8144454814269
7512457.2545188079,-13.766969061925419,-454.97094562315721,-7.7463691486457957,-454.97094562315721,-14.394837587644069,-455.04947402365264,-8.374237674364446,-455.04947402365264,-16.741875657187006,-455.57621885401016,-10.721275743907384,-455.57621885401016
7526135.8085002443,-13.768313186148253,-455.49097423205097,-7.7477132728686282,-455.49097423205097,-14.400986094544718,-455.65102390394804,-8.380386181265095,-455.65102390394804,-16.760448807784108,-456.33965132953165,-10.739848894504485,-456.33965132953165
7539814.3624816807,-13.767806879874609,-456.01445294808548,-7.7472069665949839,-456.01445294808548,-14.405606839591258,-456.25580133948995,-8.385006926311636,-456.25580133948995,-16.778281127302016,-457.10491473070999,-10.757681214022391,-457.10491473070999
7553492.9164631171,-13.765456498617237,-456.54166931058211,-7.7448565853376117,-456.54166931058211,-14.408710997135145,-456.86407823264784,-8.3881110838555202,-456.86407823264784,-16.795386498205865,-457.87217890604717,-10.774786584926241,-457.87217890604717
7567171.4704445526,-13.761268483373183,-457.07291521464168,-7.7406685700935611,-457.07291521464168,-14.410310193324996,-457.47612863450649,-8.3897102800453709,-457.47612863450649,-16.811779444179592,-458.64161168822801,-10.791179530899967,-458.64161168822801
7580850.024425989,-13.755249405128509,-457.60848731438614,-7.7346494918488844,-457.60848731438614,-14.410416548080329,-458.09222897149436,-8.3898166348007059,-458.09222897149436,-16.827475136960427,-459.41337884458886,-10.806875223680802,-459.41337884458886
7594528.5784074254,-13.747406012921715,-458.14868742770722,-7.72680609964209,-458.14868742770722,-14.409042720136958,-458.71265826318614,-8.3884428068573342,-458.71265826318614,-16.842489403637767,-460.18764401929849,-10.821889490358146,-460.18764401929849
7608207.1323888618,-13.737745285730139,-458.69382294253745,-7.7171453724505135,-458.69382294253745,-14.406201955279005,-459.33769833054356,-8.3856020419993804,-459.33769833054356,-16.856838734338947,-460.96456866690897,-10.836238821059323,-460.96456866690897
7621885.6863702983,-13.726274488465569,-459.24420722453704,-7.7056745751859443,-459.24420722453704,-14.401908137878497,-459.96763399374373,-8.3813082245988717,-459.96763399374373,-16.870540290220323,-461.74431197694071,-10.849940376940699,-461.74431197694071
7635564.2403517347,-13.713001232388731,-459.80016002594306,-7.6924013191091056,-459.80016002594306,-14.396175845868807,-460.60275325859868,-8.3755759325891823,-460.60275325859868,-16.883611911678408,-462.52703078917483,-10.863011998398783,-462.52703078917483
7649242.7943331702,-13.6979335402761,-460.36200789517926,-7.6773336269964743,-460.36200789517926,-14.38902040928226,-461.24334749042833,-8.3684204960026367,-461.24334749042833,-16.89607212669064,-463.31287949934358,-10.875472213411017,-463.31287949934358
7662921.3483146066,-13.68107991669741,-460.93008458663536,-7.6604800034177867,-460.93008458663536,-14.380457972485083,-461.88971157408821,-8.3598580592054592,-461.88971157408821,-16.907940159191277,-464.10200995492005,-10.887340245911652,-464.10200995492005
7676599.902296043,-13.662449423787663,-461.5047314698337,-7.6418495105080382,-461.5047314698337,-14.370505560244347,-462.54214405868407,-8.3499056469647233,-462.54214405868407,-16.919235937382229,-464.89457134072865,-10.898636024102604,-464.89457134072865
7690278.4562774794,-13.642051762923689,-462.086297936969,-7.6214518496440631,-462.086297936969,-14.359181147761344,-463.20094728531757,-8.3385812344817207,-463.20094728531757,-16.929980101873848,-465.69071005411797,-10.909380188594223,-465.69071005411797
7703957.0102589158,-13.619897362741808,-462.67514180755427,-7.5992974494621857,-462.67514180755427,-14.346503734803647,-463.86642749600941,-8.3259038215240224,-463.86642749600941,-16.940194013544826,-466.49056956946322,-10.919594100265201,-466.49056956946322
7717635.5642403513,-13.59599747396005,-463.27162972861657,-7.5753975606804271,-463.27162972861657,-14.332493424063546,-464.53889492173926,-8.3118935107839231,-464.53889492173926,-16.949899761004772,-467.29429029178891,-10.929299847725149,-467.29429029178891
7731314.1182217877,-13.570364271495066,-463.87613756856535,-7.5497643582154428,-463.87613756856535,-14.317171503863552,-465.21866384730248,-8.2965715905839286,-465.21866384730248,-16.959120167537115,-468.10200939934055,-10.93852025425749,-468.10200939934055
7744992.6722032242,-13.543010964390321,-464.48905080248824,-7.5224110511106979,-464.48905080248824,-14.300560535319548,-465.90605265045269,-8.2799606220399227,-465.90605265045269,-16.967878797394022,-468.91386067496342,-10.947278884114397,-468.91386067496342
7758671.2261846606,-13.51395191409739,-465.11076488622348,-7.493352000817767,-465.11076488622348,-14.282684444058367,-466.60138381253472,-8.2620845307787434,-466.60138381253472,-16.976199961308946,-469.72997432619371,-10.955600048029321,-469.72997432619371
7772349.780166097,-13.483202761676319,-465.74168561609667,-7.4626028483966946,-465.74168561609667,-14.263568616569184,-467.30498389754212,-8.2429687032895593,-467.30498389754212,-16.984108721086361,-470.55047679401042,-10.96350880780674,-470.55047679401042
7786028.3341475334,-13.450780564502489,-466.3822294707017,-7.430180651222865,-466.3822294707017,-14.243240001245747,-468.01718349624815,-8.2226400879661234,-468.01718349624815,-16.99163089312237,-471.37549055024681,-10.971030979842746,-471.37549055024681
7799706.8881289689,-13.416703943086283,-467.0328239305241,-7.3961040298066578,-467.0328239305241,-14.221727214149226,-468.73831713175394,-8.2011273008696026,-468.73831713175394,-16.998793050703931,-472.2051338837212,-10.978193137424306,-472.2051338837212
7813385.4421104053,-13.380993238626168,-467.69390777057873,-7.3603933253465463,-467.69390777057873,-14.199060649488313,-469.46872312249462,-8.1784607362086899,-469.46872312249462,-17.005622524929048,-473.03952067520657,-10.985022611649423,-473.03952067520657
7827063.9960918417,-13.343670681925017,-468.36593132051388,-7.323070768645394,-468.36593132051388,-14.175272594773404,-470.20874339841305,-8.1546726814937784,-470.20874339841305,-17.012147404084892,-473.87876016143133,-10.991547490805269,-473.87876016143133
7840742.5500732781,-13.304760574301564,-469.04935668585864,-7.2841606610219403,-469.04935668585864,-14.150397350554725,-470.95872326568946,-8.1297974372751014,-470.95872326568946,-17.01839653131627,-474.72295668837825,-10.997796618036649,-474.72295668837825
7854421.1040547146,-13.264289481122564,-469.74465792322155,-7.2436895678429414,-469.74465792322155,-14.124471354599093,-471.71901111507935,-8.1038714413194697,-471.71901111507935,-17.02439950041245,-475.57220945422989,-11.003799587132825,-475.57220945422989
7868099.65803615,-13.222286438563831,-470.45232116129586,-7.2016865252842068,-470.45232116129586,-14.097533310295736,-472.48995806858017,-8.076933397016111,-472.48995806858017,-17.030186649537018,-476.42661224240283,-11.009586736257395,-476.42661224240283
7881778.2120175865,-13.178783174178061,-471.17284465849087,-7.1581832608984373,-471.17284465849087,-14.069624319007666,-473.27191755882501,-8.0490244057280407,-473.27191755882501,-17.035789052722809,-477.28625314520406,-11.015189139443184,-477.28625314520406
7895456.7659990229,-13.133814341800976,-471.90673878687335,-7.1132144285213519,-471.90673878687335,-14.040788016000231,-474.06524483528676,-8.0201881027206081,-474.06524483528676,-17.041238508952127,-478.1512142787488,-11.020638595672503,-478.1512142787488
7909135.3199804593,-13.087417771261677,-472.6545259308777,-7.0668178579820555,-472.6545259308777,-14.011070709481899,-474.87029639108488,-7.9904707962022741,-474.87029639108488,-17.046567528642171,-479.02157148988721,-11.025967615362546,-479.02157148988721
7922813.8739618957,-13.039634733274962,-473.41674028792551,-7.0190348199953405,-473.41674028792551,-13.980521522183444,-475.68742930393194,-7.9599216089038212,-475.68742930393194,-17.051809317356117,-479.89739405600284,-11.031209404076492,-479.89739405600284
7936492.4279433321,-12.990510219777766,-474.19392755668792,-6.9699103064981429,-474.19392755668792,-13.949192534779623,-476.51700048453142,-7.9285926214999991,-476.51700048453142,-17.056997756562712,-480.77874437866518,-11.036397843283087,-480.77874437866518
7950170.9819247676,-12.940093239825238,-474.98664449723304,-6.9194933265456164,-474.98664449723304,-13.917138930320679,-477.35936582558429,-7.8965390170410554,-477.35936582558429,-17.062167381270971,-481.66567767224592,-11.041567467991346,-481.66567767224592
7963849.535906204,-12.888437130978192,-475.79545834574407,-6.8678372176985665,-475.79545834574407,-13.884419138691101,-478.21487924446421,-7.8638192254114774,-478.21487924446421,-17.067353354372194,-482.55824164873673,-11.046753441092569,-482.55824164873673
7977528.0898876404,-12.835599885887719,-476.62094606488046,-6.8149999726080939,-476.62094606488046,-13.851094979947188,-479.08389161262124,-7.8304950666675621,-479.08389161262124,-17.072591437529169,-483.45647620013875,-11.051991524249543,-483.45647620013875
7991206.6438690769,-12.781644493508557,-477.46369340921598,-6.7610445802289334,-477.46369340921598,-13.817231805205058,-479.96674956487993,-7.7966318919254327,-479.96674956487993,-17.077917958461985,-484.3604130799323,-11.05731804518236,-484.3604130799323
8004885.1978505133,-12.726639294043729,-478.32429378354925,-6.7060393807641034,-478.32429378354925,-13.782898633556449,-480.86379418202779,-7.7622987202768243,-480.86379418202779,-17.083369774492027,-485.27007558526913,-11.062769861212406,-485.27007558526913
8018563.7518319488,-12.670658346332591,-479.20334687029327,-6.6500584330529673,-479.20334687029327,-13.748168283281741,-481.7753595404788,-7.7275683700021158,-481.7753595404788,-17.08898423221968,-486.18547824165967,-11.068384318940057,-486.18547824165967
8032242.3058133852,-12.613781805935742,-480.10145700066613,-6.5931818926561174,-480.10145700066613,-13.713117495409694,-482.70177112336302,-7.6925175821300709,-482.70177112336302,-17.094799123228469,-487.10662649207404,-11.074199209948844,-487.10662649207404
8045920.8597948216,-12.556096311637504,-481.0192312430782,-6.5354963983578793,-481.0192312430782,-13.677827047443641,-483.64334408816416,-7.6572271341640166,-483.64334408816416,-17.100852635727577,-488.03351639248854,-11.080252722447952,-488.03351639248854
8059599.413776258,-12.497695377472933,-481.95727718104172,-6.4770954641933089,-481.95727718104172,-13.642381854836845,-484.60038138702993,-7.621781941557221,-484.60038138702993,-17.107183302066694,-488.96613431604379,-11.086583388787069,-488.96613431604379
8073277.9677576944,-12.438679786687386,-482.91620035221314,-6.4180798734077618,-482.91620035221314,-13.606871057559594,-485.57317173715222,-7.5862711442799728,-485.57317173715222,-17.113829942082063,-489.90445666809046,-11.093230028802438,-489.90445666809046
8086956.5217391308,-12.379157983248945,-483.89660131992031,-6.3585580699693214,-483.89660131992031,-13.571388088861848,-486.56198744016388,-7.5507881755822233,-486.56198744016388,-17.120831602259877,-490.8484496145021,-11.100231688980255,-490.8484496145021
8100635.0757205663,-12.319246455656396,-484.8990723488767,-6.2986465423767726,-484.8990723488767,-13.536030723104053,-487.56708205138295,-7.51543080982443,-487.56708205138295,-17.128227490733479,-491.79806882572683,-11.107627577453856,-491.79806882572683
8114313.6297020027,-12.259070106819379,-485.92419365790539,-6.2384701935397535,-485.92419365790539,-13.500901099312227,-488.58868790194254,-7.4803011860326016,-488.58868790194254,-17.136056908163045,-492.7532592391259,-11.11545699488342,-492.7532592391259
8127992.1836834392,-12.198762602740183,-486.97252922453697,-6.1781626894605592,-486.97252922453697,-13.466105716919753,-489.62701347941686,-7.4455058036401276,-489.62701347941686,-17.144359174581968,-493.71395484220062,-11.123759261302343,-493.71395484220062
8141670.7376648756,-12.138466691607936,-488.04462211952705,-6.1178667783283123,-488.04462211952705,-13.43175539999779,-490.68224067550045,-7.411155486718167,-490.68224067550045,-17.153173552330916,-494.68007847934905,-11.132573639051291,-494.68007847934905
8155349.291646312,-12.078334483744426,-489.14098935385522,-6.0577345704648007,-489.14098935385522,-13.397965226159251,-491.75452191260831,-7.3773653128796273,-491.75452191260831,-17.162539165239966,-495.65154168480956,-11.141939251960345,-495.65154168480956
8169027.8456277475,-12.018527681641817,-490.26211622682422,-5.9979277683621923,-490.26211622682422,-13.364854416260268,-492.84397716494118,-7.344254502980645,-492.84397716494118,-17.172494914259872,-496.62824454442989,-11.151895000980247,-496.62824454442989
8182706.3996091839,-11.959217748139642,-491.40845017169795,-5.9386178348600174,-491.40845017169795,-13.332546181031461,-493.95069089358111,-7.3119462677518365,-493.95069089358111,-17.183079389785526,-497.61007558886467,-11.162479476505903,-497.61007558886467
8196384.9535906203,-11.900585999647253,-492.58039410508297,-5.8799860863676292,-492.58039410508297,-13.301167520861878,-495.07470891949936,-7.2805676075822543,-495.07470891949936,-17.194330780957575,-498.59691172073792,-11.173730867677953,-498.59691172073792
8210063.5075720567,-11.842823610283414,-493.77829929814777,-5.8222236970037926,-493.77829929814777,-13.270848975146778,-496.21603526291074,-7.2502490618671542,-496.21603526291074,-17.206286782271139,-499.58861817819809,-11.185686868991516,-499.58861817819809
8223742.0615534931,-11.786131511944792,-495.00245780189027,-5.7655315986651665,-495.00245780189027,-13.241724317908162,-497.37462898214119,-7.2211244046285366,-497.37462898214119,-17.218984497863516,-500.58504853716738,-11.198384584583893,-500.58504853716738
8237420.6155349296,-11.730720174708953,-496.2530944750485,-5.7101202614293287,-496.2530944750485,-13.213930196819287,-498.55040104993174,-7.1933302835396651,-498.55040104993174,-17.232460343894719,-501.58604475441359,-11.211860430615095,-501.58604475441359
8251099.169516365,-11.676809251714705,-497.53035868185555,-5.6562093384350796,-497.53035868185555,-13.187605713319805,-499.74321130981997,-7.1670058000401813,-499.74321130981997,-17.246749949475216,-502.59143725337509,-11.226150036195593,-502.59143725337509
8264777.7234978015,-11.624627072841527,-498.83431574746032,-5.6040271595619027,-498.83431574746032,-13.162891942207109,-500.95286555970551,-7.1422920289274838,-500.95286555970551,-17.261888056633683,-503.60104505443093,-11.24128814335406,-503.60104505443093
8278456.2774792379,-11.574409972234815,-500.164938281128,-5.5538100589551913,-500.164938281128,-13.139931389935327,-502.17911281378696,-7.1193314766557041,-502.17911281378696,-17.277908419852924,-504.61467595103898,-11.257308506573301,-504.61467595103898
8292134.8314606743,-11.526401436096949,-501.52209750077674,-5.5058015228173254,-501.52209750077674,-13.118867391846452,-503.4216427975349,-7.0982674785668278,-503.4216427975349,-17.294843705734294,-505.63212673286694,-11.274243792454669,-505.63212673286694
8305813.3854421107,-11.480851059283541,-502.90555471623355,-5.460251146003916,-502.90555471623355,-13.099843449692672,-504.68008373304087,-7.079243536413049,-504.68008373304087,-17.312725393378415,-506.65318345670266,-11.292125480098791,-506.65318345670266
8319491.9394235462,-11.438013302190059,-504.31495315185765,-5.4174133889104361,-504.31495315185765,-13.083002512072802,-505.95400047373573,-7.0624025987931791,-505.95400047373573,-17.331583676093139,-507.67762176558,-11.310983762813516,-507.67762176558
8333170.4934049826,-11.398146043242424,-505.74981031070558,-5.3775461299627993,-505.74981031070558,-13.068486201778244,-507.24289304788078,-7.0478862884986206,-507.24289304788078,-17.351447365056668,-508.70520725616853,-11.330847451777046,-508.70520725616853
8346849.047386419,-11.361508927034066,-507.20951110079454,-5.3409090137544428,-507.20951110079454,-13.056433995498416,-508.54619566921116,-7.0358340822187913,-508.54619566921116,-17.372343795575215,-509.73569589407288,-11.351743882295594,-509.73569589407288
8360527.6013678554,-11.328361513752871,-508.69330195776939,-5.3077616004732491,-508.69330195776939,-13.046982362835319,-509.86327627046188,-7.0263824495556957,-509.86327627046188,-17.39429873657895,-510.76883447627148,-11.373698823299328,-510.76883447627148
8374206.1553492919,-11.298961241924523,-510.20028620574288,-5.2783613286448992,-510.20028620574288,-13.040263873079503,-511.19343661110224,-7.0196639597998791,-511.19343661110224,-17.417336303997768,-511.80436113949725,-11.396736390718143,-511.80436113949725
8387884.7093307283,-11.273561223509033,-511.7294208976935,-5.2529613102294084,-511.7294208976935,-13.036406279653871,-512.53591300434721,-7.0158063663742478,-512.53591300434721,-17.441478878648514,-512.84200591292858,-11.420878965368889,-512.84200591292858
8401563.2633121647,-11.252407897796548,-513.27951536709281,-5.231807984516923,-513.27951536709281,-13.035531593483626,-513.88987770040012,-7.0149316802040005,-513.88987770040012,-17.466747029248118,-513.88149131312809,-11.446147115968493,-513.88149131312809
8415241.8172935992,-11.235738578056374,-514.84923170225807,-5.2151386647767497,-514.84923170225807,-13.037755157739925,-515.25444095293824,-7.0171552444603016,-515.25444095293824,-17.493159441142353,-514.9225329787464,-11.472559527862728,-514.9225329787464
8428920.3712750375,-11.22377893213736,-516.43708732352184,-5.2031790188577354,-516.43708732352184,-13.043184737374061,-516.62865378425499,-7.0225848240944355,-516.62865378425499,-17.52073285130739,-515.96484034209948,-11.500132938027768,-515.96484034209948
8442598.9252564721,-11.216740444785444,-518.04145980055955,-5.1961405315058204,-518.04145980055955,-13.051919637550288,-518.01151145141216,-7.0313197242706647,-518.01151145141216,-17.549481990141878,-517.0081173343367,-11.528882076862255,-517.0081173343367
8456277.4792379104,-11.214817914897111,-519.66059399369499,-5.1942180016174868,-519.66059399369499,-13.064049865448844,-519.40195760160361,-7.0434499521692189,-519.40195760160361,-17.579419530520738,-518.05206312056544,-11.558819617241117,-518.05206312056544
8469956.0332193449,-11.218187044833968,-521.29261154001517,-5.1975871315543447,-521.29261154001517,-13.079655349904248,-520.79888909000863,-7.0590554366246252,-520.79888909000863,-17.610556044528629,-519.09637286095926,-11.589956131249002,-519.09637286095926
8483634.5872007813,-11.227002180889629,-522.93552263493757,-5.206402267610005,-522.93552263493757,-13.09880523293905,-522.20116141830044,-7.0782053196594248,-522.20116141830044,-17.642899968232435,-520.14073849360409,-11.622300054952808,-520.14073849360409
8497313.1411822177,-11.24139426371215,-524.58723998530036,-5.2207943504325263,-524.58723998530036,-13.121557246435746,-523.60759473706753,-7.1009573331561215,-523.60759473706753,-17.676457574788028,-521.18484953457403,-11.655857661508406,-521.18484953457403
8510991.6951636542,-11.261469044742206,-526.24559473474073,-5.2408691314625848,-526.24559473474073,-13.147957185963504,-525.01698034136393,-7.1273572726838799,-525.01698034136393,-17.711232956108404,-522.22839389055105,-11.690633042828779,-522.22839389055105
