stage,status,mode,canonical_output_dir,r2_archive_dir,experiment_hash,source_tree_hash,configuration_hash,runtime_environment_hash,windows_native_tested,final_reserved_status,stage4b_started
Stage 4A Freeze-R.1,canonical_formal_completed,formal,results/data/stage4a_freeze_r1/stage4a7_3/formal,results/data/stage4a_freeze_r1/r2_1_2,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,0,manifest_only_not_materialized,0
