stage,status,mode,canonical_output_dir,r2_archive_dir,experiment_hash,source_tree_hash,configuration_hash,runtime_environment_hash,windows_native_tested,final_reserved_status,stage4b_started
Stage 4A Freeze-R.1,smoke_completed,smoke,results/data/stage4a_freeze_r1/stage4a7_3/smoke,results/data/stage4a_freeze_r1/r2_1_2,2f64ea9c31f531221c10c19088a0c0f6d293a66f4391acb10bfac41ca1a014d5,3e0fa27a0f28e9c54bb6d0fd53abfdc3e8dd919792d8c7cd998c0207ce1e9689,8c862ed3c0ec412bf713d8c031f549be82ec82cc5ca2bb281aff77f43804d3aa,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,0,manifest_only_not_materialized,0
