mode,engineering_candidate_count,forward_compatible_candidate_count,scored_candidate_count,development_count,calibration_count,pilot_count,theta_grid_count,templates_per_candidate,total_template_count,profile_cache_runtime_s,total_runtime_s,use_parallel,num_workers,scientific_hash,final_reserved_status
formal,131,53,53,265,2120,106,243,243,12879,4.825828,82.634804,0,1,7a1cc7631a6c2f570ca503d29dbdb04c2769b173807ee9ef6fcc27007d9bb1a8,manifest_only_not_materialized
