theta_grid_count,templates_per_candidate,candidate_count,total_template_count,cache_hash,feature,scientific_hash,cache_contains_truth
243,243,53,12879,a1acc602f22deb6f91181aaa47680201c5c1ca49edc92ca19fc8e45c70136818,complex_raw,7a1cc7631a6c2f570ca503d29dbdb04c2769b173807ee9ef6fcc27007d9bb1a8,0
