stage_name,mode,engineering_candidate_count,forward_compatible_candidate_count,scored_candidate_count,reference_rank_by_prior,truth_in_engineering_space,truth_forward_model_compatible,truth_in_scored_library,calibration_per_candidate,calibration_p_min,alpha,selected_for_execution,scientifically_unique_winner,scenario_equivalent_pair_count,pilot_count,status,source_tree_hash,stage4b_started,final_status
Stage 4A.7.2-R.2,formal,131,53,53,1,1,1,1,40,0.024390243902439,0.05,absolute,0,0,106,controlled_audit_completed,7a1cc7631a6c2f570ca503d29dbdb04c2769b173807ee9ef6fcc27007d9bb1a8,0,not_run
