library,candidate_count,candidate_order,topology_id,pattern,physical_signature,is_in_candidate_library,selected_for_final_holdout,node_count,branch_count,grammar_family
scale_small,3,"G001,G002,G003",G002,"[0,0,1]","M=20,20,20,20,|T=0,0,0,0,|B=3,15,1,50;",0,0,6,1,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G003,"[0,0,2]","M=20,20,20,20,|T=0,0,0,0,|B=3,15,1,50;3,15,1,50;",0,0,7,2,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G004,"[0,0,3]","M=20,20,20,20,|T=0,0,0,0,|B=3,15,1,50;3,15,1,50;3,15,1,50;",0,0,8,3,three_or_more_at_one_node
scale_small,3,"G001,G002,G003",G006,"[0,1,1]","M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;3,15,1,50;",0,0,7,2,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G007,"[0,1,2]","M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;3,15,1,50;3,15,1,50;",0,0,8,3,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G008,"[0,1,3]","M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;3,15,1,50;3,15,1,50;3,15,1,50;",0,0,9,4,three_or_more_at_one_node
scale_small,3,"G001,G002,G003",G009,"[0,2,0]","M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;2,15,1,50;",0,0,7,2,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G010,"[0,2,1]","M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;2,15,1,50;3,15,1,50;",0,0,8,3,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G011,"[0,2,2]","M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;2,15,1,50;3,15,1,50;3,15,1,50;",0,0,9,4,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G012,"[0,2,3]","M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;2,15,1,50;3,15,1,50;3,15,1,50;3,15,1,50;",0,0,10,5,five_branch_total
scale_small,3,"G001,G002,G003",G013,"[0,3,0]","M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;2,15,1,50;2,15,1,50;",0,1,8,3,three_or_more_at_one_node
scale_small,3,"G001,G002,G003",G014,"[0,3,1]","M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;2,15,1,50;2,15,1,50;3,15,1,50;",0,1,9,4,three_or_more_at_one_node
scale_small,3,"G001,G002,G003",G015,"[0,3,2]","M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;2,15,1,50;2,15,1,50;3,15,1,50;3,15,1,50;",0,0,10,5,five_branch_total
scale_small,3,"G001,G002,G003",G017,"[1,0,1]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;3,15,1,50;",0,0,7,2,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G018,"[1,0,2]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;3,15,1,50;3,15,1,50;",0,0,8,3,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G019,"[1,0,3]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;3,15,1,50;3,15,1,50;3,15,1,50;",0,0,9,4,three_or_more_at_one_node
scale_small,3,"G001,G002,G003",G020,"[1,1,0]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;2,15,1,50;",0,0,7,2,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G021,"[1,1,1]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;2,15,1,50;3,15,1,50;",0,0,8,3,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G022,"[1,1,2]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;2,15,1,50;3,15,1,50;3,15,1,50;",0,0,9,4,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G023,"[1,1,3]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;2,15,1,50;3,15,1,50;3,15,1,50;3,15,1,50;",0,0,10,5,five_branch_total
scale_small,3,"G001,G002,G003",G024,"[1,2,0]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;2,15,1,50;2,15,1,50;",0,0,8,3,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G025,"[1,2,1]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;2,15,1,50;2,15,1,50;3,15,1,50;",0,0,9,4,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G026,"[1,2,2]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;2,15,1,50;2,15,1,50;3,15,1,50;3,15,1,50;",0,0,10,5,five_branch_total
scale_small,3,"G001,G002,G003",G027,"[1,3,0]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;2,15,1,50;2,15,1,50;2,15,1,50;",0,1,9,4,three_or_more_at_one_node
scale_small,3,"G001,G002,G003",G028,"[1,3,1]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;2,15,1,50;2,15,1,50;2,15,1,50;3,15,1,50;",0,0,10,5,five_branch_total
scale_small,3,"G001,G002,G003",G029,"[2,0,0]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;1,15,1,50;",0,0,7,2,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G030,"[2,0,1]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;1,15,1,50;3,15,1,50;",0,0,8,3,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G031,"[2,0,2]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;1,15,1,50;3,15,1,50;3,15,1,50;",0,0,9,4,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G032,"[2,0,3]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;1,15,1,50;3,15,1,50;3,15,1,50;3,15,1,50;",0,0,10,5,five_branch_total
scale_small,3,"G001,G002,G003",G033,"[2,1,0]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;1,15,1,50;2,15,1,50;",0,0,8,3,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G034,"[2,1,1]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;1,15,1,50;2,15,1,50;3,15,1,50;",0,0,9,4,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G035,"[2,1,2]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;1,15,1,50;2,15,1,50;3,15,1,50;3,15,1,50;",0,1,10,5,five_branch_total
scale_small,3,"G001,G002,G003",G036,"[2,2,0]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;1,15,1,50;2,15,1,50;2,15,1,50;",0,0,9,4,other_radial_count_pattern
scale_small,3,"G001,G002,G003",G037,"[2,2,1]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;1,15,1,50;2,15,1,50;2,15,1,50;3,15,1,50;",0,1,10,5,five_branch_total
scale_small,3,"G001,G002,G003",G038,"[2,3,0]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;1,15,1,50;2,15,1,50;2,15,1,50;2,15,1,50;",0,0,10,5,five_branch_total
scale_small,3,"G001,G002,G003",G039,"[3,0,0]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;1,15,1,50;1,15,1,50;",0,1,8,3,three_or_more_at_one_node
scale_small,3,"G001,G002,G003",G040,"[3,0,1]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;1,15,1,50;1,15,1,50;3,15,1,50;",0,1,9,4,three_or_more_at_one_node
scale_small,3,"G001,G002,G003",G041,"[3,0,2]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;1,15,1,50;1,15,1,50;3,15,1,50;3,15,1,50;",0,0,10,5,five_branch_total
scale_small,3,"G001,G002,G003",G042,"[3,1,0]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;1,15,1,50;1,15,1,50;2,15,1,50;",0,1,9,4,three_or_more_at_one_node
scale_small,3,"G001,G002,G003",G043,"[3,1,1]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;1,15,1,50;1,15,1,50;2,15,1,50;3,15,1,50;",0,0,10,5,five_branch_total
scale_small,3,"G001,G002,G003",G044,"[3,2,0]","M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;1,15,1,50;1,15,1,50;2,15,1,50;2,15,1,50;",0,0,10,5,five_branch_total
scale_medium,7,"G001,G002,G003,G004,G005,G006,G007",G003,"[0,0,2]","M=20,20,20,20,|T=0,0,0,0,|B=3,15,1,50;3,15,1,50;",0,0,7,2,other_radial_count_pattern
scale_medium,7,"G001,G002,G003,G004,G005,G006,G007",G004,"[0,0,3]","M=20,20,20,20,|T=0,0,0,0,|B=3,15,1,50;3,15,1,50;3,15,1,50;",0,0,8,3,three_or_more_at_one_node
scale_medium,7,"G001,G002,G003,G004,G005,G006,G007",G007,"[0,1,2]","M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;3,15,1,50;3,15,1,50;",0,0,8,3,other_radial_count_pattern
