stage_name,mode,status,candidate_count,pilot_sample_count,nonunique_sample_count,baseline_unique_count,baseline_ambiguous_count,baseline_rejected_count,enhanced_unique_confident_count,enhanced_multiple_ambiguous_count,enhanced_low_confidence_count,enhanced_rejected_count,baseline_false_unique_count,enhanced_false_unique_count,beta,margin_threshold,top1_confidence_threshold,normalized_entropy_threshold,evidence_calibration_hash,use_parallel,worker_count,runtime_s
Stage 5B.1,formal,formal_completed,87,783,120,177,442,284,161,424,34,284,77,68,1234.96039657356,0.000494626468155172,0.474848734540424,0.341676935875114,2543850db72814ac88a04e798cf6cce980ccccea706a8ba3e630236cf4e478ac,0,1,42.711753
