definition_version,calibration_sample_count,reference_sample_count,reference_definition,margin_quantile,margin_threshold,temperature_target_odds,reference_median_margin,beta,confidence_quantile,top1_confidence_threshold,entropy_quantile,normalized_entropy_threshold,pilot_used_for_calibration,evidence_calibration_hash,frozen_topology_calibration_hash,frozen_rule_a_calibration_hash
stage5b1_evidence_calibration_v1,3480,834,truth_is_stable_top1_and_frozen_stage4a_set_is_singleton,0.05,0.000494626468155172,9,0.0017791862665657,1234.96039657356,0.05,0.474848734540424,0.95,0.341676935875114,0,2543850db72814ac88a04e798cf6cce980ccccea706a8ba3e630236cf4e478ac,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c
