stage_name,mode,status,candidate_count,development_count,calibration_count,pilot_count,nonunique_row_count,worker_count,use_parallel,runtime_s,experiment_hash,frozen_candidate_experiment_hash,domain_calibration_hash,final_reserved_status,stage4b_started
Stage 4A.7.3,formal,formal_completed,87,783,3480,783,120,1,0,356.936521,10087c4b0de4d7ea3af1f4801745fc7db4d164e7d94cb0c980e24206ab9ff219,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,manifest_only_not_materialized,0
