calibration_status,total_evidence_count,reliable_evidence_count,excluded_evidence_count,parameter_calibration_hash,parameter_calibration_split_id,parameter_calibration_seed,parameter_calibration_sample_count,parameter_calibration_reliable_count,compatibility_hash,source_tree_hash
calibrated,17,13,4,ed371b94bcae331c1fe84abdc22c7ebda20749dc59d75964016e83209b03cbaf,stage4a6_3_1_r1_calibration,20266031,17,13,55f691362f90dee8dc3a7d00b73fd6ec79b4ccfb93e52b785f580e0d83c1f0ae,d607e3ed652a8590efa42d22f73214bd9b9cc6ac2c7f491d2f3d358a54dc2d6f
