method_id,in_domain_acceptance,medium_far_ood_false_acceptance,threshold,near_boundary_threshold,gate_pass,selected_for_execution,scientifically_unique_winner,selection_status,tied_methods,domain_calibration_hash,selection_rule_id,selection_rule_version,acceptance_floor,eligible_method_count,primary_objective,tie_break_rule,selection_split,pilot_used_for_selection,canonical_rule_a_selected_method,strict_lexicographic_rule_b_selected_method,stage,mode,git_head_at_run,git_branch_at_run,git_dirty_at_run,source_tree_hash,configuration_hash,matlab_version,platform,computer_arch,use_parallel,worker_count,run_command,start_time_utc,runtime_environment_hash,experiment_hash,end_time_utc,runtime_s,selected_method,frozen_topology_experiment_hash,frozen_topology_calibration_hash
profile_min_distance,0.954022988505747,0.840996168582375,0.0564853173821596,0.0380882072379534,1,0,0,deterministic_execution_fallback_no_statistical_comparison,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,domain_gate_then_ood_v1,1.0,0.9,2,development_medium_far_ood_false_acceptance_after_acceptance_gate,stable_predeclared_method_order,development,0,profile_relative_distance,profile_min_distance,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
profile_relative_distance,0.950191570881226,0.517241379310345,0.110340450651554,0.104446064804368,1,1,0,deterministic_execution_fallback_no_statistical_comparison,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,domain_gate_then_ood_v1,1.0,0.9,2,development_medium_far_ood_false_acceptance_after_acceptance_gate,stable_predeclared_method_order,development,0,profile_relative_distance,profile_min_distance,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
