cache_status,cache_file,compatibility_hash,source_tree_hash,topology_calibration_hash,parameter_calibration_hash,initial_compute_runtime_s,resume_check_runtime_s,total_compute_runtime_s,calibration_case_count,pilot_case_count,profile_case_count,worker_count,use_parallel,parallel_available,final_reserved_executed
validated,/home/chidan/文档/PLC/Code_08_19_Matlab/第一版工作集/matlab_plc_cfr_publish/results/data/stage4a6_3_1_r2/cache/A_stage4a1_quick61_P0_no_prior_R2.mat,ad648a46371d1f9da2f9f015c22f260838596fa6808f01e216e31941a0634a9f,26f32697acb1700bb9b9d975f1bcdc198ab7a87439fbc245eac5ec96536b651d,61ad8acc808a0ee375b47eacc2b701b9589e76c6a1f54a5c6c37937b519a3ea0,186abce651c3a6583f19e7a90513e4805c001873b84c18403e264aa5397ad48a,60.401846,0,60.401848,14,35,26,1,0,0,0
