stage,version,grid_id,candidate_count_before_prior,candidate_count_after_prior,parameter_template_count,composite_template_count,compatibility_hash,source_tree_hash,cache_hash,equivalence_configuration_hash,topology_calibration_hash,parameter_calibration_hash,topology_calibration_split_id,parameter_calibration_split_id,topology_calibration_seed,parameter_calibration_seed,calibration_seed,pilot_seed,final_reserved_seed,use_parallel,parallel_available,num_workers,final_reserved_executed,metric_definition_version,equivalence_definition_version,parallel_execution_version
Stage 4A.6.3.1-R.2,4a6_3_1_r2_equivalence_parallel_v1,A_stage4a1_quick61,7,7,243,1701,ad648a46371d1f9da2f9f015c22f260838596fa6808f01e216e31941a0634a9f,26f32697acb1700bb9b9d975f1bcdc198ab7a87439fbc245eac5ec96536b651d,43f529ef2d17c7602362a86fe3ba695aec63e8e9f153aa2d2b22f3c7777d9927,63bd640a77017cc0f550e7b88dde5de11a17141eaee5637d018168c55e20ef59,61ad8acc808a0ee375b47eacc2b701b9589e76c6a1f54a5c6c37937b519a3ea0,186abce651c3a6583f19e7a90513e4805c001873b84c18403e264aa5397ad48a,stage4a6_3_1_r2_calibration,stage4a6_3_1_r2_calibration,20266031,20266031,20266031,20266032,20266033,0,0,1,0,stage4a6_3_1_r2_metrics_v2,stage4a6_3_1_r2_scenario_equivalence_v1,stage4a6_3_1_r2_outer_tasks_v1
