stage,version,grid_id,candidate_count_before_prior,candidate_count_after_prior,parameter_template_count,composite_template_count,compatibility_hash,source_tree_hash,cache_hash,canonical_configuration_text,calibration_seed,pilot_seed,final_reserved_seed,use_parallel,num_workers,final_reserved_executed
Stage 4A.6.3.1-R,4a6_3_1_r_independent_pilot_v1,A_stage4a1_quick61,7,7,243,1701,b545eaa513256bdd4faa8b4fd61e26b8ccebf14ecedab0897e40acefc839628b,090d9d3bca7a7cb37d582d6f393863f11be8931c76550c52205ea09ca3d51aa7,1078b63f6f2619e8e6e776f35e37d5f7b642167c562cd9fde8dde12129c9f1c0,"struct{confirmation=struct{K=double[1 1][3]|M=double[1 1][8]|block_count=double[1 1][2]|block_fraction=double[1 1][0.25]|family=char(M3)|method_id=char(Stage4A5_1_M3_frozen)|q=double[1 1][0.75]|stability_repetitions=double[1 1][6]|stability_threshold=double[1 1][0.69999999999999996]}|extended_domain_eta=double[1 1][0.5]|generator=struct{allowed_branch_main_nodes=double[1 3][1,2,3]|branch_cable_type=double[1 1][1]|branch_edge_length_m=double[1 1][15]|branch_load_ohm=double[1 1][50]|fixed_siso_endpoint_protocol=logical[1 1][1]|main_cable_type=double[1 1][0]|main_edge_length_m=double[1 1][20]|main_path_segments=double[1 1][4]|max_branch_depth=double[1 1][1]|max_branches=double[1 1][2]|max_candidates=double[1 1][16]|max_nodes=double[1 1][8]|max_side_branches_per_node=double[1 1][1]|radial_only=logical[1 1][1]|receiver_node_id=char(RX)|source_node_id=char(TX)}|grid_id=char(A_stage4a1_quick61)|identity=struct{cache_hash=char(1078b63f6f2619e8e6e776f35e37d5f7b642167c562cd9fde8dde12129c9f1c0)|candidate_grammar_hash=char(58f1e11e08ff38a290de587f7006efa5a7904124bea85bc85665837006dd2712)|candidate_library_hash=char(645324dac982171f54730ae1b88fcc59bf8d2aa9c12b144e7034c35e50e53828)|confirmation_config_hash=char(808886095083ee25565881c01f2bc01e629a85d0c1491ceb2c612c7581cb1a86)|feature_hash=char(691a36585ac4cafdc50ceb156af0e072c47d8fdbb34a678216bb8f14bcc49aad)|observation_hash=char(5e0fd5a74cadd5a846c7b856992a571e9cb7e113b7ada4cf9afdfffd764bbf61)|parameter_domain_hash=char(7b3d75d59ce201ce3c26a058f24c8b7658325a71b780476375c3cbd13d24399e)|prior_hash=char(c0e95215762e16190a8448a2cce202c367bf3863bb7ffd1a0cfcb4148c3987ed)|random_seed_identity=char(stable_seed(master_seed,sample_id,split-specific master))|source_tree_hash=char(090d9d3bca7a7cb37d582d6f393863f11be8931c76550c52205ea09ca3d51aa7)}|logic_version=char(stage4a6_3_1_r_compatibility_v1)|parameter_search=struct{branch_length_scale=double[1 3][0.94999999999999996,1,1.05]|branch_load_scale=double[1 3][0.80000000000000004,1,1.2]|couple_line_scales=logical[1 1][0]|main_length_scale=double[1 3][0.94999999999999996,1,1.05]|nominal_receiver_impedance_ohm=double[1 1][50]|nominal_source_impedance_ohm=double[1 1][50]|receiver_impedance_ohm=double[1 3][45,50,55]|source_impedance_ohm=double[1 3][45,50,55]}|profile=struct{absolute_flatness_threshold=double[1 1][1.0000000000000001e-09]|critical_points_required=logical[1 1][1]|enabled=logical[1 1][1]|flatness_threshold=double[1 1][0.050000000000000003]|grid_strategy=char(fixed_grid_with_midpoints)|initial_grid_points=double[1 1][3]|max_refinement_rounds=double[1 1][0]|minimum_absolute_dynamic_range=double[1 1][1.0000000000000001e-09]|minimum_valid_fraction=double[1 1][0.80000000000000004]|multistart_single_start_policy=char(not_applicable)|profile_max_function_evaluations=double[1 1][60]|profile_max_iterations=double[1 1][20]|profile_multi_start_count=double[1 1][1]|refinement_points=double[1 1][0]|require_all_scan_points=logical[1 1][0]|use_adaptive_refinement=logical[1 1][0]|warm_start=logical[1 1][1]}|protocol=struct{candidate_generation_tag=char(synthetic_demo_prior_not_field_data)|final_reserved_is_manifest_only=logical[1 1][1]|parameter_profile_name=char(constrained_residual_profile_not_likelihood)|profile_all_accepted_members=logical[1 1][1]|scenario_design_version=char(independent_physical_scenarios_v1)|truth_free_confirmation_adapter=char(stage4a6_3_1_r_confirm_with_frozen_stage4a5_1)}|stage=char(Stage 4A.6.3.1-R)|version=char(4a6_3_1_r_independent_pilot_v1)}",20266031,20266032,20266033,0,1,0
