stage,status,mode,canonical_output_dir,r2_archive_dir,experiment_hash,source_tree_hash,configuration_hash,runtime_environment_hash,git_head_at_run,git_branch_at_run,git_dirty_at_run,canonical_eligible,source_inventory_count,source_manifest_missing_count,source_manifest_untracked_count,source_manifest_hash_mismatch_count,windows_native_tested,final_reserved_status,stage4b_started
Stage 4A Freeze-R.1.1,smoke_completed,smoke,results/data/stage4a_freeze_r1_1/stage4a7_3/smoke,results/data/stage4a_freeze_r1_1/r2_1_2,79b856697d99774cc632b8f2af5925a27f64512e1f81289a72e04d79309ae656,5d45c12526dc205642d9cf9cb3e8be34605f529179904872fda52e75396dc353,8c862ed3c0ec412bf713d8c031f549be82ec82cc5ca2bb281aff77f43804d3aa,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,54868370cc6c426f417681146caace79de782e91,(detached),0,0,411,0,0,0,0,manifest_only_not_materialized,0
