stage,status,mode,canonical_output_dir,r2_archive_dir,experiment_hash,source_tree_hash,configuration_hash,runtime_environment_hash,git_head_at_run,git_branch_at_run,git_dirty_at_run,canonical_eligible,source_inventory_count,source_manifest_missing_count,source_manifest_untracked_count,source_manifest_hash_mismatch_count,windows_native_tested,final_reserved_status,stage4b_started
Stage 4A Freeze-R.1.1,formal_completed,formal,results/data/stage4a_freeze_r1_1/stage4a7_3/formal,results/data/stage4a_freeze_r1_1/r2_1_2,c2d0af7d0e3c27645cb195528b00ed9cf9844838d9e6eb543da1588eb888cc96,5d45c12526dc205642d9cf9cb3e8be34605f529179904872fda52e75396dc353,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,54868370cc6c426f417681146caace79de782e91,(detached),0,1,411,0,0,0,0,manifest_only_not_materialized,0
