stage_name,mode,status,selected_method,scientifically_unique_winner,source_tree_hash,data_provenance_hash,candidate_library_hash,configuration_hash,template_cache_hash,experiment_hash,runtime_environment_hash,parameter_calibration_hash,parameter_calibration_sample_count,parameter_calibration_status,final_reserved_status,stage4b_started
Stage 4A.7.2-R.2.1.1-v3,formal,formal_completed,margin,0,b9e51a09f4cc1cf8d560ee58ae23b966c32aecff139d1d48f5d306777bd58f3b,27f59375b489154db5f46e51842ccf996be83ebf5aeaa584c4bf02b78a40f95c,13c62d03d47b73a54513ffac92365f6afa059d3d871bb59d3daa2a93f6957d5d,04221ecee6a6bbc3cfce0351e798bec2636cc52fb0773b429d66514c4fc4c10d,f556acfbed460e19c51cb60e3d3a62796656aa0560f0cda6cce501ac1b32a9f0,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,fb08c862e1ceea61e9961453a3bea1c2d432e111a074b96e30609422c7f8dee7,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,3480,calibrated,manifest_only_not_materialized,0
