method_a,method_b,sample_count,bootstrap_replicates,bootstrap_seed,coverage_difference,coverage_ci_low,coverage_ci_high,mean_set_size_difference,mean_set_size_ci_low,mean_set_size_ci_high,selective_risk_difference,selective_risk_ci_low,selective_risk_ci_high,statistically_distinguishable,definition_version
margin,ratio,261,2000,20262941,0.00383141762452111,0,0.0114942528735633,-0.0689655172413799,-0.149425287356322,0.0153256704980844,-0.00384615384615385,-0.0115830115830116,0,0,paired_bootstrap_percentile_ci_v1
