metric_id,numerator,denominator,rate,ci_low,ci_high,evaluable_count,mean_set_size,median_set_size,experiment_hash,calibration_hash,definition_version
truth_set_coverage,159,174,0.913793103448276,0.86264748210989,0.947062475033375,174,4.41954022988506,3.5,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,stage4a7_2_r2_1_pilot_metrics_v1
topology_acceptance_coverage,174,174,1,0.978399531548112,1,174,4.41954022988506,3.5,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,stage4a7_2_r2_1_pilot_metrics_v1
singleton_rate,42,174,0.241379310344828,0.183826235785148,0.310105041000311,174,4.41954022988506,3.5,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,stage4a7_2_r2_1_pilot_metrics_v1
empty_set_rate,0,174,0,0,0.0216004684518879,174,4.41954022988506,3.5,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,stage4a7_2_r2_1_pilot_metrics_v1
singleton_correct_rate,37,174,0.21264367816092,0.158393991717342,0.279307426933169,174,4.41954022988506,3.5,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,stage4a7_2_r2_1_pilot_metrics_v1
topology_selective_risk,15,174,0.0862068965517241,0.0529375249666251,0.13735251789011,174,4.41954022988506,3.5,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,stage4a7_2_r2_1_pilot_metrics_v1
mean_set_size,769,174,4.41954022988506,NaN,NaN,174,4.41954022988506,3.5,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,stage4a7_2_r2_1_pilot_metrics_v1
