calibration_status,total_evidence_count,reliable_evidence_count,excluded_evidence_count,compatibility_hash,source_tree_hash
calibrated,17,13,4,b545eaa513256bdd4faa8b4fd61e26b8ccebf14ecedab0897e40acefc839628b,090d9d3bca7a7cb37d582d6f393863f11be8931c76550c52205ea09ca3d51aa7
