branch_length_m,branch_load_ohm,fixed_rms_difference_ohm,profile_min_difference_ohm,min_single_frequency_difference_ohm,max_single_frequency_difference_ohm,candidate_1,candidate_2,signature_1,signature_2,bank_identity
0.0001,1000000000,0.0165960714530399,0.0141570716534918,0.000219663746349343,0.0315115474527092,WEAK_M1,WEAK_M3,"M=20,20,20,20,|T=0,0,0,0,|B=1,0.0001,1,1000000000;","M=20,20,20,20,|T=0,0,0,0,|B=3,0.0001,1,1000000000;",15cf30f1df2b60ba5353ca5bd64a12be83b87ec8be4ac0a723805be4633fcb4e
0.00025,1000000000,0.0414859694311724,0.0353898991369139,0.000549012781931011,0.0787682898435175,WEAK_M1,WEAK_M3,"M=20,20,20,20,|T=0,0,0,0,|B=1,0.00025,1,1000000000;","M=20,20,20,20,|T=0,0,0,0,|B=3,0.00025,1,1000000000;",088bdd5cff6f7813792cb0601229caa32e7a61c028036f6b86b0edf0cdbf898a
0.0005,1000000000,0.0829697852914885,0.0707780080325529,0.0010979466817499,0.157523321450006,WEAK_M1,WEAK_M3,"M=20,20,20,20,|T=0,0,0,0,|B=1,0.0005,1,1000000000;","M=20,20,20,20,|T=0,0,0,0,|B=3,0.0005,1,1000000000;",fddbd221ef1093894c1ca144ff352f1b65f433aaf38bea19411461b8dd3ffa91
0.001,1000000000,0.165938406629716,0.141553657366578,0.00219581815574159,0.315008053832974,WEAK_M1,WEAK_M3,"M=20,20,20,20,|T=0,0,0,0,|B=1,0.001,1,1000000000;","M=20,20,20,20,|T=0,0,0,0,|B=3,0.001,1,1000000000;",6c0ba57bf0a2e7e705717e395b8753867a218b9d9f5d59fdc7ad3d435d74fbf9
0.002,1000000000,0.331879075992818,0.283102420366441,0.0043915521291355,0.629875289678811,WEAK_M1,WEAK_M3,"M=20,20,20,20,|T=0,0,0,0,|B=1,0.002,1,1000000000;","M=20,20,20,20,|T=0,0,0,0,|B=3,0.002,1,1000000000;",3cc36382e74f53101479941231d3cec407dc2d8e993dd0d3f87f0cecfcb429db
0.005,1000000000,0.829728641154485,0.707729268060476,0.0109786573645328,1.57365551738868,WEAK_M1,WEAK_M3,"M=20,20,20,20,|T=0,0,0,0,|B=1,0.005,1,1000000000;","M=20,20,20,20,|T=0,0,0,0,|B=3,0.005,1,1000000000;",c2f55775c4ed7deea5fea9a28f354051b92be9e203dfa5c8ad87094a7f9ae60c
0.01,1000000000,1.65957440309405,1.41538355268425,0.021956839985616,3.14386526539891,WEAK_M1,WEAK_M3,"M=20,20,20,20,|T=0,0,0,0,|B=1,0.01,1,1000000000;","M=20,20,20,20,|T=0,0,0,0,|B=3,0.01,1,1000000000;",f1bc286c68e6ed8891db613ecf402b3d013afe2e3265797645051f5272da211f
