domain,branch_length_m,fixed_rms_difference_ohm,repeat_count,method,truth_group,n,correct_unique_k,correct_unique_rate,correct_unique_low95,correct_unique_high95,false_unique_k,false_unique_rate,false_unique_low95,false_unique_high95,truth_covered_k,best_is_truth_k,mean_candidate_set_size,unique_k,ambiguous_k,low_confidence_k,rejected_k
on_grid,0.002,0.331879075992818,1,pair_likelihood_gap,WEAK_M3,100,90,0.9,0.825634338495087,0.944770862939325,3,0.03,0.0102545240240389,0.0845193642905274,97,97,1.07,93,7,0,0
on_grid,0.002,0.331879075992818,4,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,194,200,1.105,0,27,153,20
on_grid,0.002,0.331879075992818,4,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,96,100,1.1,0,14,80,6
on_grid,0.002,0.331879075992818,4,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,98,100,1.11,0,13,73,14
on_grid,0.002,0.331879075992818,4,pair_likelihood_gap,ALL,200,200,1,0.981154673622734,1,0,0,0,0.0188453263772665,200,200,1,200,0,0,0
on_grid,0.002,0.331879075992818,4,pair_likelihood_gap,WEAK_M1,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.002,0.331879075992818,4,pair_likelihood_gap,WEAK_M3,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.002,0.331879075992818,16,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,189,200,0.945,0,0,189,11
on_grid,0.002,0.331879075992818,16,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,95,100,0.95,0,0,95,5
on_grid,0.002,0.331879075992818,16,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,94,100,0.94,0,0,94,6
on_grid,0.002,0.331879075992818,16,pair_likelihood_gap,ALL,200,200,1,0.981154673622734,1,0,0,0,0.0188453263772665,200,200,1,200,0,0,0
on_grid,0.002,0.331879075992818,16,pair_likelihood_gap,WEAK_M1,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.002,0.331879075992818,16,pair_likelihood_gap,WEAK_M3,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.002,0.331879075992818,64,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,195,200,0.975,0,0,193,7
on_grid,0.002,0.331879075992818,64,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,96,100,0.96,0,0,94,6
on_grid,0.002,0.331879075992818,64,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,99,100,0.99,0,0,99,1
on_grid,0.002,0.331879075992818,64,pair_likelihood_gap,ALL,200,200,1,0.981154673622734,1,0,0,0,0.0188453263772665,200,200,1,200,0,0,0
on_grid,0.002,0.331879075992818,64,pair_likelihood_gap,WEAK_M1,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.002,0.331879075992818,64,pair_likelihood_gap,WEAK_M3,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.002,0.331879075992818,256,stage7a4_four_state,ALL,200,185,0.925,0.879956389763706,0.954025082815618,0,0,0,0.0188453263772665,185,200,0.925,185,0,0,15
on_grid,0.002,0.331879075992818,256,stage7a4_four_state,WEAK_M1,100,90,0.9,0.825634338495087,0.944770862939325,0,0,0,0.0369934982069855,90,100,0.9,90,0,0,10
on_grid,0.002,0.331879075992818,256,stage7a4_four_state,WEAK_M3,100,95,0.95,0.888249530768081,0.978456320845632,0,0,0,0.0369934982069855,95,100,0.95,95,0,0,5
on_grid,0.002,0.331879075992818,256,pair_likelihood_gap,ALL,200,200,1,0.981154673622734,1,0,0,0,0.0188453263772665,200,200,1,200,0,0,0
on_grid,0.002,0.331879075992818,256,pair_likelihood_gap,WEAK_M1,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.002,0.331879075992818,256,pair_likelihood_gap,WEAK_M3,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.002,0.331879075992818,1024,stage7a4_four_state,ALL,200,188,0.94,0.898068307042337,0.965347805745668,0,0,0,0.0188453263772665,190,200,0.95,188,0,0,12
on_grid,0.002,0.331879075992818,1024,stage7a4_four_state,WEAK_M1,100,93,0.93,0.862504852609265,0.965680738932727,0,0,0,0.0369934982069855,93,100,0.93,93,0,0,7
on_grid,0.002,0.331879075992818,1024,stage7a4_four_state,WEAK_M3,100,95,0.95,0.888249530768081,0.978456320845632,0,0,0,0.0369934982069855,97,100,0.97,95,0,0,5
on_grid,0.002,0.331879075992818,1024,pair_likelihood_gap,ALL,200,200,1,0.981154673622734,1,0,0,0,0.0188453263772665,200,200,1,200,0,0,0
on_grid,0.002,0.331879075992818,1024,pair_likelihood_gap,WEAK_M1,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.002,0.331879075992818,1024,pair_likelihood_gap,WEAK_M3,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.005,0.829728641154485,1,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,193,200,0.97,0,1,191,8
on_grid,0.005,0.829728641154485,1,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,98,100,0.98,0,0,97,3
on_grid,0.005,0.829728641154485,1,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,95,100,0.96,0,1,94,5
on_grid,0.005,0.829728641154485,1,pair_likelihood_gap,ALL,200,200,1,0.981154673622734,1,0,0,0,0.0188453263772665,200,200,1,200,0,0,0
on_grid,0.005,0.829728641154485,1,pair_likelihood_gap,WEAK_M1,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.005,0.829728641154485,1,pair_likelihood_gap,WEAK_M3,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.005,0.829728641154485,4,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,186,200,0.93,0,0,182,18
on_grid,0.005,0.829728641154485,4,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,88,100,0.88,0,0,88,12
on_grid,0.005,0.829728641154485,4,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,98,100,0.98,0,0,94,6
on_grid,0.005,0.829728641154485,4,pair_likelihood_gap,ALL,200,200,1,0.981154673622734,1,0,0,0,0.0188453263772665,200,200,1,200,0,0,0
on_grid,0.005,0.829728641154485,4,pair_likelihood_gap,WEAK_M1,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.005,0.829728641154485,4,pair_likelihood_gap,WEAK_M3,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.005,0.829728641154485,16,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,193,200,0.965,0,0,191,9
on_grid,0.005,0.829728641154485,16,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,96,100,0.96,0,0,94,6
on_grid,0.005,0.829728641154485,16,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,97,100,0.97,0,0,97,3
on_grid,0.005,0.829728641154485,16,pair_likelihood_gap,ALL,200,200,1,0.981154673622734,1,0,0,0,0.0188453263772665,200,200,1,200,0,0,0
on_grid,0.005,0.829728641154485,16,pair_likelihood_gap,WEAK_M1,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.005,0.829728641154485,16,pair_likelihood_gap,WEAK_M3,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.005,0.829728641154485,64,stage7a4_four_state,ALL,200,182,0.91,0.862234281232835,0.942312551137807,0,0,0,0.0188453263772665,183,200,0.915,182,0,0,18
on_grid,0.005,0.829728641154485,64,stage7a4_four_state,WEAK_M1,100,93,0.93,0.862504852609265,0.965680738932727,0,0,0,0.0369934982069855,93,100,0.93,93,0,0,7
on_grid,0.005,0.829728641154485,64,stage7a4_four_state,WEAK_M3,100,89,0.89,0.813687034969197,0.937458036429354,0,0,0,0.0369934982069855,90,100,0.9,89,0,0,11
on_grid,0.005,0.829728641154485,64,pair_likelihood_gap,ALL,200,200,1,0.981154673622734,1,0,0,0,0.0188453263772665,200,200,1,200,0,0,0
on_grid,0.005,0.829728641154485,64,pair_likelihood_gap,WEAK_M1,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.005,0.829728641154485,64,pair_likelihood_gap,WEAK_M3,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.005,0.829728641154485,256,stage7a4_four_state,ALL,200,193,0.965,0.929529388477709,0.982944457991433,0,0,0,0.0188453263772665,193,200,0.965,193,0,0,7
on_grid,0.005,0.829728641154485,256,stage7a4_four_state,WEAK_M1,100,96,0.96,0.901629285641121,0.984336696008452,0,0,0,0.0369934982069855,96,100,0.96,96,0,0,4
on_grid,0.005,0.829728641154485,256,stage7a4_four_state,WEAK_M3,100,97,0.97,0.915480635709472,0.989745475975961,0,0,0,0.0369934982069855,97,100,0.97,97,0,0,3
on_grid,0.005,0.829728641154485,256,pair_likelihood_gap,ALL,200,200,1,0.981154673622734,1,0,0,0,0.0188453263772665,200,200,1,200,0,0,0
on_grid,0.005,0.829728641154485,256,pair_likelihood_gap,WEAK_M1,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.005,0.829728641154485,256,pair_likelihood_gap,WEAK_M3,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.005,0.829728641154485,1024,stage7a4_four_state,ALL,200,185,0.925,0.879956389763706,0.954025082815618,0,0,0,0.0188453263772665,185,200,0.925,185,0,0,15
on_grid,0.005,0.829728641154485,1024,stage7a4_four_state,WEAK_M1,100,98,0.98,0.929988209271456,0.994498032449838,0,0,0,0.0369934982069855,98,100,0.98,98,0,0,2
on_grid,0.005,0.829728641154485,1024,stage7a4_four_state,WEAK_M3,100,87,0.87,0.790196485599236,0.922428325727595,0,0,0,0.0369934982069855,87,100,0.87,87,0,0,13
on_grid,0.005,0.829728641154485,1024,pair_likelihood_gap,ALL,200,200,1,0.981154673622734,1,0,0,0,0.0188453263772665,200,200,1,200,0,0,0
on_grid,0.005,0.829728641154485,1024,pair_likelihood_gap,WEAK_M1,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.005,0.829728641154485,1024,pair_likelihood_gap,WEAK_M3,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.01,1.65957440309405,1,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,192,200,0.96,0,0,186,14
on_grid,0.01,1.65957440309405,1,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,100,100,1,0,0,94,6
on_grid,0.01,1.65957440309405,1,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,92,100,0.92,0,0,92,8
on_grid,0.01,1.65957440309405,1,pair_likelihood_gap,ALL,200,200,1,0.981154673622734,1,0,0,0,0.0188453263772665,200,200,1,200,0,0,0
on_grid,0.01,1.65957440309405,1,pair_likelihood_gap,WEAK_M1,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.01,1.65957440309405,1,pair_likelihood_gap,WEAK_M3,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.01,1.65957440309405,4,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,190,200,0.95,0,0,187,13
on_grid,0.01,1.65957440309405,4,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,97,100,0.97,0,0,94,6
on_grid,0.01,1.65957440309405,4,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,93,100,0.93,0,0,93,7
on_grid,0.01,1.65957440309405,4,pair_likelihood_gap,ALL,200,200,1,0.981154673622734,1,0,0,0,0.0188453263772665,200,200,1,200,0,0,0
on_grid,0.01,1.65957440309405,4,pair_likelihood_gap,WEAK_M1,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.01,1.65957440309405,4,pair_likelihood_gap,WEAK_M3,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.01,1.65957440309405,16,stage7a4_four_state,ALL,200,194,0.97,0.936105707545481,0.986179685659889,0,0,0,0.0188453263772665,194,200,0.97,194,0,0,6
on_grid,0.01,1.65957440309405,16,stage7a4_four_state,WEAK_M1,100,99,0.99,0.945513803821295,0.998232567935859,0,0,0,0.0369934982069855,99,100,0.99,99,0,0,1
on_grid,0.01,1.65957440309405,16,stage7a4_four_state,WEAK_M3,100,95,0.95,0.888249530768081,0.978456320845632,0,0,0,0.0369934982069855,95,100,0.95,95,0,0,5
on_grid,0.01,1.65957440309405,16,pair_likelihood_gap,ALL,200,200,1,0.981154673622734,1,0,0,0,0.0188453263772665,200,200,1,200,0,0,0
on_grid,0.01,1.65957440309405,16,pair_likelihood_gap,WEAK_M1,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.01,1.65957440309405,16,pair_likelihood_gap,WEAK_M3,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.01,1.65957440309405,64,stage7a4_four_state,ALL,200,184,0.92,0.874010511732856,0.95015941411024,0,0,0,0.0188453263772665,192,200,0.96,184,0,0,16
on_grid,0.01,1.65957440309405,64,stage7a4_four_state,WEAK_M1,100,91,0.91,0.837737871472837,0.951927459997435,0,0,0,0.0369934982069855,99,100,0.99,91,0,0,9
on_grid,0.01,1.65957440309405,64,stage7a4_four_state,WEAK_M3,100,93,0.93,0.862504852609265,0.965680738932727,0,0,0,0.0369934982069855,93,100,0.93,93,0,0,7
on_grid,0.01,1.65957440309405,64,pair_likelihood_gap,ALL,200,200,1,0.981154673622734,1,0,0,0,0.0188453263772665,200,200,1,200,0,0,0
on_grid,0.01,1.65957440309405,64,pair_likelihood_gap,WEAK_M1,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.01,1.65957440309405,64,pair_likelihood_gap,WEAK_M3,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.01,1.65957440309405,256,stage7a4_four_state,ALL,200,188,0.94,0.898068307042337,0.965347805745668,0,0,0,0.0188453263772665,188,200,0.94,188,0,0,12
on_grid,0.01,1.65957440309405,256,stage7a4_four_state,WEAK_M1,100,94,0.94,0.875231845541041,0.972213876036812,0,0,0,0.0369934982069855,94,100,0.94,94,0,0,6
on_grid,0.01,1.65957440309405,256,stage7a4_four_state,WEAK_M3,100,94,0.94,0.875231845541041,0.972213876036812,0,0,0,0.0369934982069855,94,100,0.94,94,0,0,6
on_grid,0.01,1.65957440309405,256,pair_likelihood_gap,ALL,200,200,1,0.981154673622734,1,0,0,0,0.0188453263772665,200,200,1,200,0,0,0
on_grid,0.01,1.65957440309405,256,pair_likelihood_gap,WEAK_M1,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.01,1.65957440309405,256,pair_likelihood_gap,WEAK_M3,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.01,1.65957440309405,1024,stage7a4_four_state,ALL,200,187,0.935,0.891980920700931,0.961623645350847,0,0,0,0.0188453263772665,187,200,0.935,187,0,0,13
on_grid,0.01,1.65957440309405,1024,stage7a4_four_state,WEAK_M1,100,94,0.94,0.875231845541041,0.972213876036812,0,0,0,0.0369934982069855,94,100,0.94,94,0,0,6
on_grid,0.01,1.65957440309405,1024,stage7a4_four_state,WEAK_M3,100,93,0.93,0.862504852609265,0.965680738932727,0,0,0,0.0369934982069855,93,100,0.93,93,0,0,7
on_grid,0.01,1.65957440309405,1024,pair_likelihood_gap,ALL,200,200,1,0.981154673622734,1,0,0,0,0.0188453263772665,200,200,1,200,0,0,0
on_grid,0.01,1.65957440309405,1024,pair_likelihood_gap,WEAK_M1,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
on_grid,0.01,1.65957440309405,1024,pair_likelihood_gap,WEAK_M3,100,100,1,0.963006501793014,1,0,0,0,0.0369934982069855,100,100,1,100,0,0,0
off_grid,0.0001,0.0165960714530399,1,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,190,96,1.915,0,187,0,13
off_grid,0.0001,0.0165960714530399,1,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,98,39,1.93,0,95,0,5
off_grid,0.0001,0.0165960714530399,1,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,92,57,1.9,0,92,0,8
off_grid,0.0001,0.0165960714530399,1,pair_likelihood_gap,ALL,200,6,0.03,0.0138203143401114,0.0638942924545191,7,0.035,0.0170555420085672,0.0704706115222906,193,96,1.935,13,187,0,0
off_grid,0.0001,0.0165960714530399,1,pair_likelihood_gap,WEAK_M1,100,5,0.05,0.021543679154368,0.111750469231919,3,0.03,0.0102545240240389,0.0845193642905274,97,39,1.92,8,92,0,0
off_grid,0.0001,0.0165960714530399,1,pair_likelihood_gap,WEAK_M3,100,1,0.01,0.00176743206414065,0.0544861961787052,4,0.04,0.0156633039915476,0.098370714358879,96,57,1.95,5,95,0,0
off_grid,0.0001,0.0165960714530399,4,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,190,97,1.91,0,186,1,13
off_grid,0.0001,0.0165960714530399,4,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,98,40,1.92,0,94,1,5
off_grid,0.0001,0.0165960714530399,4,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,92,57,1.9,0,92,0,8
off_grid,0.0001,0.0165960714530399,4,pair_likelihood_gap,ALL,200,3,0.015,0.00511423779325832,0.0431657287926902,6,0.03,0.0138203143401114,0.0638942924545191,194,97,1.955,9,191,0,0
off_grid,0.0001,0.0165960714530399,4,pair_likelihood_gap,WEAK_M1,100,2,0.02,0.00550196755016236,0.0700117907285438,3,0.03,0.0102545240240389,0.0845193642905274,97,40,1.95,5,95,0,0
off_grid,0.0001,0.0165960714530399,4,pair_likelihood_gap,WEAK_M3,100,1,0.01,0.00176743206414065,0.0544861961787052,3,0.03,0.0102545240240389,0.0845193642905274,97,57,1.96,4,96,0,0
off_grid,0.0001,0.0165960714530399,16,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,190,97,1.91,0,186,1,13
off_grid,0.0001,0.0165960714530399,16,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,98,40,1.92,0,94,1,5
off_grid,0.0001,0.0165960714530399,16,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,92,57,1.9,0,92,0,8
off_grid,0.0001,0.0165960714530399,16,pair_likelihood_gap,ALL,200,3,0.015,0.00511423779325832,0.0431657287926902,6,0.03,0.0138203143401114,0.0638942924545191,194,97,1.955,9,191,0,0
off_grid,0.0001,0.0165960714530399,16,pair_likelihood_gap,WEAK_M1,100,2,0.02,0.00550196755016236,0.0700117907285438,3,0.03,0.0102545240240389,0.0845193642905274,97,40,1.95,5,95,0,0
off_grid,0.0001,0.0165960714530399,16,pair_likelihood_gap,WEAK_M3,100,1,0.01,0.00176743206414065,0.0544861961787052,3,0.03,0.0102545240240389,0.0845193642905274,97,57,1.96,4,96,0,0
off_grid,0.0001,0.0165960714530399,64,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,190,97,1.915,0,187,0,13
off_grid,0.0001,0.0165960714530399,64,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,98,40,1.93,0,95,0,5
off_grid,0.0001,0.0165960714530399,64,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,92,57,1.9,0,92,0,8
off_grid,0.0001,0.0165960714530399,64,pair_likelihood_gap,ALL,200,3,0.015,0.00511423779325832,0.0431657287926902,6,0.03,0.0138203143401114,0.0638942924545191,194,97,1.955,9,191,0,0
off_grid,0.0001,0.0165960714530399,64,pair_likelihood_gap,WEAK_M1,100,2,0.02,0.00550196755016236,0.0700117907285438,3,0.03,0.0102545240240389,0.0845193642905274,97,40,1.95,5,95,0,0
off_grid,0.0001,0.0165960714530399,64,pair_likelihood_gap,WEAK_M3,100,1,0.01,0.00176743206414065,0.0544861961787052,3,0.03,0.0102545240240389,0.0845193642905274,97,57,1.96,4,96,0,0
off_grid,0.0001,0.0165960714530399,256,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,190,97,1.91,0,186,1,13
off_grid,0.0001,0.0165960714530399,256,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,98,40,1.92,0,94,1,5
off_grid,0.0001,0.0165960714530399,256,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,92,57,1.9,0,92,0,8
off_grid,0.0001,0.0165960714530399,256,pair_likelihood_gap,ALL,200,3,0.015,0.00511423779325832,0.0431657287926902,7,0.035,0.0170555420085672,0.0704706115222906,193,97,1.95,10,190,0,0
off_grid,0.0001,0.0165960714530399,256,pair_likelihood_gap,WEAK_M1,100,2,0.02,0.00550196755016236,0.0700117907285438,3,0.03,0.0102545240240389,0.0845193642905274,97,40,1.95,5,95,0,0
off_grid,0.0001,0.0165960714530399,256,pair_likelihood_gap,WEAK_M3,100,1,0.01,0.00176743206414065,0.0544861961787052,4,0.04,0.0156633039915476,0.098370714358879,96,57,1.95,5,95,0,0
off_grid,0.0001,0.0165960714530399,1024,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,190,97,1.91,0,186,1,13
off_grid,0.0001,0.0165960714530399,1024,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,98,40,1.92,0,94,1,5
off_grid,0.0001,0.0165960714530399,1024,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,92,57,1.9,0,92,0,8
off_grid,0.0001,0.0165960714530399,1024,pair_likelihood_gap,ALL,200,3,0.015,0.00511423779325832,0.0431657287926902,6,0.03,0.0138203143401114,0.0638942924545191,194,97,1.955,9,191,0,0
off_grid,0.0001,0.0165960714530399,1024,pair_likelihood_gap,WEAK_M1,100,2,0.02,0.00550196755016236,0.0700117907285438,3,0.03,0.0102545240240389,0.0845193642905274,97,40,1.95,5,95,0,0
off_grid,0.0001,0.0165960714530399,1024,pair_likelihood_gap,WEAK_M3,100,1,0.01,0.00176743206414065,0.0544861961787052,3,0.03,0.0102545240240389,0.0845193642905274,97,57,1.96,4,96,0,0
off_grid,0.00025,0.0414859694311724,1,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,196,100,1.95,0,189,0,11
off_grid,0.00025,0.0414859694311724,1,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,99,33,1.95,0,92,0,8
off_grid,0.00025,0.0414859694311724,1,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,97,67,1.95,0,97,0,3
off_grid,0.00025,0.0414859694311724,1,pair_likelihood_gap,ALL,200,10,0.05,0.027382645600764,0.0895781481387759,10,0.05,0.027382645600764,0.0895781481387759,190,100,1.9,20,180,0,0
off_grid,0.00025,0.0414859694311724,1,pair_likelihood_gap,WEAK_M1,100,9,0.09,0.0480725400025652,0.162262128527163,6,0.06,0.0277861239631882,0.124768154458959,94,33,1.85,15,85,0,0
off_grid,0.00025,0.0414859694311724,1,pair_likelihood_gap,WEAK_M3,100,1,0.01,0.00176743206414065,0.0544861961787052,4,0.04,0.0156633039915476,0.098370714358879,96,67,1.95,5,95,0,0
off_grid,0.00025,0.0414859694311724,4,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,196,99,1.95,0,189,0,11
off_grid,0.00025,0.0414859694311724,4,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,99,33,1.95,0,92,0,8
off_grid,0.00025,0.0414859694311724,4,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,97,66,1.95,0,97,0,3
off_grid,0.00025,0.0414859694311724,4,pair_likelihood_gap,ALL,200,10,0.05,0.027382645600764,0.0895781481387759,10,0.05,0.027382645600764,0.0895781481387759,190,99,1.9,20,180,0,0
off_grid,0.00025,0.0414859694311724,4,pair_likelihood_gap,WEAK_M1,100,9,0.09,0.0480725400025652,0.162262128527163,6,0.06,0.0277861239631882,0.124768154458959,94,33,1.85,15,85,0,0
off_grid,0.00025,0.0414859694311724,4,pair_likelihood_gap,WEAK_M3,100,1,0.01,0.00176743206414065,0.0544861961787052,4,0.04,0.0156633039915476,0.098370714358879,96,66,1.95,5,95,0,0
off_grid,0.00025,0.0414859694311724,16,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,196,99,1.95,0,189,0,11
off_grid,0.00025,0.0414859694311724,16,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,99,32,1.95,0,92,0,8
off_grid,0.00025,0.0414859694311724,16,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,97,67,1.95,0,97,0,3
off_grid,0.00025,0.0414859694311724,16,pair_likelihood_gap,ALL,200,7,0.035,0.0170555420085672,0.0704706115222906,10,0.05,0.027382645600764,0.0895781481387759,190,99,1.915,17,183,0,0
off_grid,0.00025,0.0414859694311724,16,pair_likelihood_gap,WEAK_M1,100,6,0.06,0.0277861239631882,0.124768154458959,6,0.06,0.0277861239631882,0.124768154458959,94,32,1.88,12,88,0,0
