method_id,threshold_name,value,calibration_count,calibration_hash,status
M3_frozen,residual_threshold,0.228339799546852,700,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1,calibrated
M3_frozen,margin_threshold,0.00516487836051274,700,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1,calibrated
W_GLRT_compatible,weighted_residual_threshold,2891360.34032022,700,443d32718afabef1e2ec14d3a87dd7bcc9205bb54979d13946adf4dd190daeb8,calibrated_explicit_noise_scale
C_set,alpha,0.05,700,aebc22fea851a881664e4192070369e2535c0ef2e4db1c33e21533705a8fcb20,calibrated
