candidate_id,sample_count,minimum_attainable_p,status,calibration_hash
G001,100,0.0099009900990099,calibrated,aebc22fea851a881664e4192070369e2535c0ef2e4db1c33e21533705a8fcb20
G002,100,0.0099009900990099,calibrated,aebc22fea851a881664e4192070369e2535c0ef2e4db1c33e21533705a8fcb20
G003,100,0.0099009900990099,calibrated,aebc22fea851a881664e4192070369e2535c0ef2e4db1c33e21533705a8fcb20
G004,100,0.0099009900990099,calibrated,aebc22fea851a881664e4192070369e2535c0ef2e4db1c33e21533705a8fcb20
G005,100,0.0099009900990099,calibrated,aebc22fea851a881664e4192070369e2535c0ef2e4db1c33e21533705a8fcb20
G006,100,0.0099009900990099,calibrated,aebc22fea851a881664e4192070369e2535c0ef2e4db1c33e21533705a8fcb20
G007,100,0.0099009900990099,calibrated,aebc22fea851a881664e4192070369e2535c0ef2e4db1c33e21533705a8fcb20
