stage_name,mode,status,engineering_candidate_count,forward_compatible_candidate_count,profile_scored_candidate_count,development_count,calibration_count,pilot_count,selected_method,scientifically_unique_winner,experiment_hash,source_tree_hash,final_reserved_status,stage4b_started,elapsed_s
Stage 4A.7.2-R.2.1.1,formal,formal_completed,204,87,87,261,3480,174,margin,0,3b9ed00d84a04030715fa8f9f9faaec8d752fd24d920e803e11545fd433dbd71,d4b8f2f2b470b5e72f89aabe8590f6d768851a7348d3ab7a481d62b0ce48b289,manifest_only_not_materialized,0,437.365465
