metric_id,numerator,denominator,rate,ci_low,ci_high,scientific_hash
truth_set_coverage,6,6,1,0.609665712097835,1,291bc432a3363a3c39d7b58362e891ed0fe4b68e98257d70f61a781ac722c002
singleton_rate,0,6,0,2.77555756156289e-17,0.390334287902165,291bc432a3363a3c39d7b58362e891ed0fe4b68e98257d70f61a781ac722c002
empty_set_rate,0,6,0,2.77555756156289e-17,0.390334287902165,291bc432a3363a3c39d7b58362e891ed0fe4b68e98257d70f61a781ac722c002
