mode,development_count,calibration_count,pilot_count,engineering_candidate_count,forward_compatible_candidate_count,scored_candidate_count,profile_template_count,profile_cache_runtime_s,topk_runtime_s,nonunique_count,total_runtime_s,use_parallel,num_workers,scientific_hash,source_tree_hash,final_reserved_status
pilot,12,12,6,131,53,6,243,1.401943,0.088821,100,10.732911,0,1,291bc432a3363a3c39d7b58362e891ed0fe4b68e98257d70f61a781ac722c002,969d8b016ac82f8ff581601b984073620297d51b20e602c805b5b0fbda7876e9,manifest_only_not_materialized
