stage_name,mode,status,engineering_candidate_count,forward_compatible_candidate_count,scored_candidate_count,development_count,calibration_count,pilot_count,selected_method,nonunique_count,nonunique_false_unique_denominator,source_tree_hash,scientific_hash,final_reserved_status,stage4b_started
Stage 4A.7.2-R.1,pilot,completed_controlled_pilot,131,53,6,12,12,6,absolute,100,100,969d8b016ac82f8ff581601b984073620297d51b20e602c805b5b0fbda7876e9,291bc432a3363a3c39d7b58362e891ed0fe4b68e98257d70f61a781ac722c002,manifest_only_not_materialized,0
