cluster_id,truth_set,generation_mechanism,parameter_hash,observation_hash,same_theta_distance,profile_distance,profile_equivalent,tau_exact,tau_profile,independent
stage4a7_2_nonunique_0072,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,3df27c4f874ddf502f6360a0f6b9639cb37adac4a25d00b88bf80b14f7ca1a5a,1882d667661a9a3381d8331098e25a0ea5003221e565acf9ba99484920bb8b78,8.44299751386024e-17,8.44299751386024e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0073,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,d48abae8e924359cf8a043b61d6214af8fed4133cef35bcee950cec29d0635a1,34892cc713123d947c8721bb4f5ffea544df6bea7432b4dcf722fd591b1859b9,8.27050140126361e-17,8.22558194921815e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0074,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,33d3d27e3613ba5ca24554e9bdf78b44d9b4b1950f17b48cbef7da0b1a044322,4f7090378abfc9f2c48a9013b348ceb49ae112e2420f6b9d3bfb39d4ad5eac42,9.807785713419e-17,7.97777263125043e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0075,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,972b344b95bb42ebd16b3f51e44f31d0bf3ed8fefe610bce2817c90c3742389b,ab862cd31cb7bcddbea5ec5e2b3794e86301c659d2a407483b4731661b11dc97,8.32892604285873e-17,7.25763580647395e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0076,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,4817df1ba83e2c62356f0b156789581344f9d14cbb846352718bdc283617a772,1834680f72a34b0efda8c378654e107b512d5638d2b3020e4aa54f9c6ef36835,8.86340045570476e-17,8.86340045570476e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0077,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,f31d46663c84a791877850b9197edc22d2dc20ece20e7f5fbe75fe5189c80e01,b1c9f7fceac33e55610cca5dea98faca223804c1af25230d2853a3b84103f6ce,1.2469453491923e-16,1.07345336045221e-16,1,1e-10,1e-08,1
stage4a7_2_nonunique_0078,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,e2831480b5f4c561f7ce2c5749619b32802c388a94f64d990dfff316e6e6b15b,889f93bfb253ecab46b29f94b6f47596e97f2ed795ac33374053426fbacd8cf6,8.88229382978073e-17,7.85243769679033e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0079,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,1fd52da9e56ffb72ff5916758b159d6e8ec7d9e5789ea4213c3020cacf3fe8f7,110cd37365cb857e2d57fe6812e7bd172a041c128b127ff77bf345199615afd0,1.08997389871708e-16,8.62985674195724e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0080,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,ca6d368599f45b7b31043550656f49f18180e3953476e8bb0611810d28ba2464,bea8be9be124fc7ea02b0ab8c7d3695e6c674de0c7693e00cfe13e8c90c02690,1.04540792268574e-16,8.25254439666678e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0081,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,547214b103cb843b37bc5863b6083083279176162fdec0e711b8dd182a30151c,056cc51fff4934150edd011c98370e19918dab9c24f043ac87db1a25af0bd0db,9.07942350308373e-17,9.07942350308373e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0082,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,ea0bfbf682e62aa5c7a0af321ddfa15c1e7407cfb9cd0b0bed776532afd9e17c,4bf3d800b3daecb14dddd0632136383053ecc25130b4a51017b90ec9787185c7,1.33768408213955e-16,8.31580134887731e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0083,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,f9ba3c5f36a541ae882c0c94dc84c490dbf2a384e06bdd29a7afc266da36e380,1bc40c91a9456f9804607b2d70c643aaa84749170b404d6c7414638c1a94f349,7.81793774512636e-17,7.81793774512636e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0084,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,45617c56578a021b40f52ffeaa3bd0ca717d6f24c4fd5cf8e2a253457faaa64c,c09d2db4811bf52cc028d93fb56bebb4c10849ae8f57c642bca239d1f8c9d8aa,8.54185106153505e-17,8.46987566667848e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0085,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,c9de75e1d516204472149a3e36a17ac18d2122fc0ba361ded09fefacab82fcfc,20a6e8b3c2584114077973933bd0cd5f5bd95530f24b31bc035500583b5317bb,8.28054082167534e-17,8.28054082167534e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0086,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,f13e3254727d6c303e1ba1bbb012e6f6f2fcf48e6fc57af842a78f6ecb99ccb1,54183214f82be28e8288f460418e5dbff7646259b14e2d2e06b41cb5e3d3bd3c,1.02532798690632e-16,8.74999815070095e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0087,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,b071d1f9b50ee3dca1a43a3a4b84aaca38e3198032ec39fc377389103f856ebe,acd3a4db501f91aa6d4d7a99443556451913f1323357d09fccc53f69c6504bd2,1.01553763727696e-16,9.50679256670095e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0088,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,c8665c7ed37391351051bbb3205a9322dde80d975b24f1f6527a2dceebc15a5f,2949d9f5dccfc49bfebf44db2aa154f3ef81b97b54ee9432ec9523dad7442611,1.12602985886566e-16,1.05710283312019e-16,1,1e-10,1e-08,1
stage4a7_2_nonunique_0089,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,782224680fcbac7a152e11b0ff96b037d670b4c6c99ffb30b5fa6e0316a6c03e,50b68c835429079372fda1d61bc75ec5e8a0e020353dff397165b06ce0bd3ac9,8.86105031829128e-17,8.55637095761638e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0090,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,579f18e5a056a615745b42ee6836c3dc1fc48cc20eaf679e160324848472d7e6,cc5f80fbb50a906b24bc69b2f4050d754f28c124d90cab1dc8e8ddbd1168b5d6,1.25756838031721e-16,8.22166395496674e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0091,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,aea00a21e36cdb2a4b933431822ce696ceee63de5dbafa031e771839a64f4d5e,f65b764fd6b4505ce4f83d20976559c32778a32e4a2de898ba500b679b4c3314,1.13135527311154e-16,9.98409438218013e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0092,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,06ef2d2ac6546f1ed433fcf8612443c56d21ca654adc35706827c55c608e3877,508ef62274bc379755d537d091062ee3c86a806e5f1e7bd4f09b169962340560,8.81487453446709e-17,8.81487453446709e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0093,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,e86d24f62aa9056b93e638f79a5dc3180c0940d8be5cc7bea5ecde17f72a22f6,5d2df8aef74af03fce8bc819ad66f4cd599aeb917369158a5bc9b8eae03b5974,7.96787835898923e-17,7.96787835898923e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0094,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,3fdde61921a18542bedde54446863cebb2942729d11645fec2ab97bb274ec42a,37b7d8bd59c5b59df5d335aea7e36d04fc186ef30173274b2f742a6a98bcdbfc,1.36311462819534e-16,1.03100138344684e-16,1,1e-10,1e-08,1
stage4a7_2_nonunique_0095,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,73abfc71126f9539f11ff191a587f251f0c824be8833afa310d5297417c8b77a,3ac3efb76b1e846c5ecc4a90e55d5f9d44a0aefc86a2c4a784f24ba10cf7e01e,8.61320936238717e-17,8.61320936238717e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0096,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,d8b8ffbf48c4266f83ac4663c41bde17e6897b4904e1eac9c80c048c7146cc85,4b1222375674b8226159c8978b94e544da76ff9f089a84a084bcea850ea9e597,8.9090501496358e-17,6.98236797046112e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0097,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,6a7d8fde440ef74e22eaaa343a8b551a34304c3d187787bd20aaebebdefb25b0,9a8b51902d110058b01ea52ab4e41883ddbf52dd18b568eb19990acdc03fed78,9.4103982490949e-17,8.56188576444417e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0098,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,0bbf72a4d04e30083982ffadfe8347b015254cd098fb18ca2d9250f9f2b5f0ec,6b31c6abc5939692e8abc9804c039d180c3a0a02f3779af595c65bb24adda69e,1.06828758498646e-16,9.84018882181185e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0099,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,35c3f24dab32ddfbffb9554d78350f13695f9f7e8d05195b78b835642fa4e805,4baf830569de570f21ddf3a6cae980b89f5d3b709fd674d46e0006ec486b79d1,9.95639228902671e-17,8.80859637708444e-17,1,1e-10,1e-08,1
stage4a7_2_nonunique_0100,"G004,G007",same_theta_symmetry_preserving_Zs_equals_Zr,9056bb90934184b364bc6dced8dcc9d91ff20cf879429d3f7866e1d4b693f271,1af87d0e93bcf762b526dddc90e668c322a56c215900b5617221fe6834b38e4f,1.25422135461861e-16,9.96613766998972e-17,1,1e-10,1e-08,1
