stage_name,mode,status,engineering_candidate_count,forward_compatible_candidate_count,scored_candidate_count,development_count,calibration_count,pilot_count,nonunique_cluster_count,profile_equivalent_cluster_count,near_symmetry_row_count,candidate_set_calibration_status,minimum_attainable_p_value,scientific_hash,source_tree_hash,final_reserved_status,stage4b_started
Stage 4A.7.2,tier2_v3,completed_controlled_pilot,7,7,7,70,140,49,100,100,50,calibrated,0.0476190476190476,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d,214831f3fdcee34805e2630b6bac9b61b00d627295297f5938c3a9ffc2156033,manifest_only_not_materialized,0
