mode,development_count,calibration_count,pilot_count,nonunique_requested,nonunique_generated,nonunique_runtime_s,total_runtime_s,use_parallel,num_workers,scientific_hash,source_tree_hash,final_reserved_status
tier2_v3,70,140,49,100,100,0.743003,2.515631,0,1,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d,214831f3fdcee34805e2630b6bac9b61b00d627295297f5938c3a9ffc2156033,manifest_only_not_materialized
