method_id,sample_count,mean_score,calibration_hash,scientific_hash
absolute,70,0.113656449679379,,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d
scaled,70,0.917554469270091,,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d
ratio,70,113547468904644,,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d
margin,70,0.102676403288061,,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d
