stage,version,grid_id,candidate_count_before_prior,candidate_count_after_prior,parameter_template_count,composite_template_count,compatibility_hash,source_tree_hash,cache_hash,equivalence_configuration_hash,calibration_seed,pilot_seed,final_reserved_seed,use_parallel,num_workers,final_reserved_executed,metric_definition_version,topology_calibration_hash,parameter_calibration_hash
Stage 4A.6.3.1-R.1,4a6_3_1_r1_metric_calibration_closure_v1,A_stage4a1_quick61,7,7,243,1701,55f691362f90dee8dc3a7d00b73fd6ec79b4ccfb93e52b785f580e0d83c1f0ae,d607e3ed652a8590efa42d22f73214bd9b9cc6ac2c7f491d2f3d358a54dc2d6f,c2cc28dd6937fadbd5139e76034451753c2e2c2922993411543a583e5f1e5681,63bd640a77017cc0f550e7b88dde5de11a17141eaee5637d018168c55e20ef59,20266031,20266032,20266033,0,1,0,stage4a6_3_1_r1_metrics_v1,,
