parameter_name,reliable_sample_count,absolute_improvement_threshold,relative_improvement_threshold,sensitivity_floor,status,parameter_calibration_hash,parameter_calibration_split_id,parameter_calibration_seed,parameter_calibration_sample_count,parameter_calibration_reliable_count,compatibility_hash,source_tree_hash
main_length_scale,13,4.32733862757445e-08,0.974529854840884,5.50461168369357,calibrated,ed371b94bcae331c1fe84abdc22c7ebda20749dc59d75964016e83209b03cbaf,stage4a6_3_1_r1_calibration,20266031,17,13,55f691362f90dee8dc3a7d00b73fd6ec79b4ccfb93e52b785f580e0d83c1f0ae,d607e3ed652a8590efa42d22f73214bd9b9cc6ac2c7f491d2f3d358a54dc2d6f
branch_length_scale,13,4.32733862757445e-08,0.974529854840884,5.50461168369357,calibrated,ed371b94bcae331c1fe84abdc22c7ebda20749dc59d75964016e83209b03cbaf,stage4a6_3_1_r1_calibration,20266031,17,13,55f691362f90dee8dc3a7d00b73fd6ec79b4ccfb93e52b785f580e0d83c1f0ae,d607e3ed652a8590efa42d22f73214bd9b9cc6ac2c7f491d2f3d358a54dc2d6f
branch_load_scale,13,4.32733862757445e-08,0.974529854840884,5.50461168369357,calibrated,ed371b94bcae331c1fe84abdc22c7ebda20749dc59d75964016e83209b03cbaf,stage4a6_3_1_r1_calibration,20266031,17,13,55f691362f90dee8dc3a7d00b73fd6ec79b4ccfb93e52b785f580e0d83c1f0ae,d607e3ed652a8590efa42d22f73214bd9b9cc6ac2c7f491d2f3d358a54dc2d6f
source_impedance_ohm,13,4.32733862757445e-08,0.974529854840884,5.50461168369357,calibrated,ed371b94bcae331c1fe84abdc22c7ebda20749dc59d75964016e83209b03cbaf,stage4a6_3_1_r1_calibration,20266031,17,13,55f691362f90dee8dc3a7d00b73fd6ec79b4ccfb93e52b785f580e0d83c1f0ae,d607e3ed652a8590efa42d22f73214bd9b9cc6ac2c7f491d2f3d358a54dc2d6f
receiver_impedance_ohm,13,4.32733862757445e-08,0.974529854840884,5.50461168369357,calibrated,ed371b94bcae331c1fe84abdc22c7ebda20749dc59d75964016e83209b03cbaf,stage4a6_3_1_r1_calibration,20266031,17,13,55f691362f90dee8dc3a7d00b73fd6ec79b4ccfb93e52b785f580e0d83c1f0ae,d607e3ed652a8590efa42d22f73214bd9b9cc6ac2c7f491d2f3d358a54dc2d6f
