stage_name,mode,status,engineering_candidate_count,forward_compatible_candidate_count,profile_scored_candidate_count,development_count,calibration_count,pilot_count,selected_method,scientifically_unique_winner,experiment_hash,source_tree_hash,final_reserved_status,stage4b_started,elapsed_s
Stage 4A.7.2-R.2.1.1,formal,formal_completed,204,87,87,261,3480,174,margin,0,f3ded2ebab251035aa5853fa60951f5cb86da2c4de60ac73c55ef5d2fbbcedd0,62e69e4f1f42429ef07b292e005f942c9ec874e2a30ca638c2ff8eff7120fc84,manifest_only_not_materialized,0,427.286875
