allowed_edge_count,theoretical_edge_subset_count,feasible_radial_candidate_count,candidate_count,duplicate_count,search_node_count,cycle_pruned_branch_count,degree_pruned_branch_count,connectivity_pruned_branch_count,required_edge_pruned_count,remaining_edge_pruned_count,maximum_candidate_count,prior_source,prior_config_hash
13,1716,204,204,0,1035,78,34,36,0,222,2000,ENWL_LVNS_processed_OpenDSS_derived_controlled_uncertain_prior,e81ea11834df6a423d50ba1d11899c95434f0e4c8bb52c7b5be431bd4d46e1f7
