method_id,sample_count,threshold,near_boundary_threshold,quantile,domain_calibration_hash,experiment_hash,status
profile_relative_distance,3480,0.110340450651554,0.104446064804368,0.95,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,10087c4b0de4d7ea3af1f4801745fc7db4d164e7d94cb0c980e24206ab9ff219,calibrated
