stage_name,mode,frozen_topology_experiment_hash,frozen_topology_calibration_hash,domain_calibration_hash,experiment_hash,source_formal_dir,noise_snr_db,worker_count,use_parallel,final_reserved_status,stage4b_started
Stage 4A.7.3,formal,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,10087c4b0de4d7ea3af1f4801745fc7db4d164e7d94cb0c980e24206ab9ff219,stage4a7_2_r2_1_1/final_source_v3/formal,20,1,0,manifest_only_not_materialized,0
