scenario,scheme,stage,library,truth_group,n,truth_in_library_n,truth_set_covered_k,truth_set_coverage,coverage_low95,coverage_high95,mean_set_size,correct_unique_k,correct_unique_rate,correct_unique_low95,correct_unique_high95,false_unique_k,false_unique_rate,false_unique_low95,false_unique_high95,unique_k,ambiguous_k,low_confidence_k,rejected_k,nonempty_set_k,nonempty_set_rate,measurement_count,receiver_port_count,changes_termination
T20,B_H50_repeat,B,diagnostic_pair,G003,100,100,97,0.97,0.915480635709472,0.989745475975961,1.92,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,95,2,3,97,0.97,2,1,0
T20,B_H50_repeat,B,diagnostic_pair,MIRROR_M3,100,100,86,0.86,0.778628117890362,0.914736563400609,1.77,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,86,5,9,91,0.91,2,1,0
T20,B_H50_repeat,B,original_three,ALL,400,300,286,0.953333333333333,0.923202639772079,0.972001066317666,0.9575,64,0.16,0.127332755599438,0.199135604547883,8,0.02,0.0101683867916647,0.0389634157692599,72,6,287,35,377,0.9425,2,1,0
T20,B_H50_repeat,B,original_three,G001,100,100,92,0.92,0.850018922990513,0.958906538515619,0.92,50,0.5,0.403831530365996,0.596168469634004,0,0,0,0.0369934982069855,50,0,30,20,92,0.92,2,1,0
T20,B_H50_repeat,B,original_three,G002,100,100,97,0.97,0.915480635709472,0.989745475975961,0.97,7,0.07,0.0343192610672727,0.137495147390735,0,0,0,0.0369934982069855,7,0,90,3,97,0.97,2,1,0
T20,B_H50_repeat,B,original_three,G003,100,100,97,0.97,0.915480635709472,0.989745475975961,1,7,0.07,0.0343192610672727,0.137495147390735,0,0,0,0.0369934982069855,7,3,87,3,97,0.97,2,1,0
T20,B_H50_repeat,B,original_three,MIRROR_M3,100,0,0,NaN,NaN,NaN,0.94,0,0,0,0.0369934982069855,8,0.08,0.0410934614843807,0.149981077009487,8,3,80,9,91,0.91,2,1,0
T20,B_H50_Hsecond,B,diagnostic_pair,ALL,200,200,183,0.915,0.868104129284345,0.946254249822524,1.735,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,0,164,19,17,183,0.915,2,1,1
T20,B_H50_Hsecond,B,diagnostic_pair,G003,100,100,95,0.95,0.888249530768081,0.978456320845632,1.81,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,86,9,5,95,0.95,2,1,1
T20,B_H50_Hsecond,B,diagnostic_pair,MIRROR_M3,100,100,88,0.88,0.801879005732886,0.930005935629805,1.66,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,78,10,12,88,0.88,2,1,1
T20,B_H50_Hsecond,B,original_three,ALL,400,300,283,0.943333333333333,0.911134041977525,0.96432252353671,1.0625,48,0.12,0.0917153907538256,0.15551395294024,0,0,0,0.00951229433429647,48,64,240,48,361,0.9025,2,1,1
T20,B_H50_Hsecond,B,original_three,G001,100,100,92,0.92,0.850018922990513,0.958906538515619,0.92,48,0.48,0.384645517580519,0.57683422234776,0,0,0,0.0369934982069855,48,0,35,17,92,0.92,2,1,1
T20,B_H50_Hsecond,B,original_three,G002,100,100,96,0.96,0.901629285641121,0.984336696008452,0.97,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,1,95,4,96,0.96,2,1,1
T20,B_H50_Hsecond,B,original_three,G003,100,100,95,0.95,0.888249530768081,0.978456320845632,1.27,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,32,63,5,95,0.95,2,1,1
T20,B_H50_Hsecond,B,original_three,MIRROR_M3,100,0,0,NaN,NaN,NaN,1.09,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,31,47,22,78,0.78,2,1,1
T20,C_Hendpoint_loaded,C,diagnostic_pair,ALL,200,200,182,0.91,0.862234281232835,0.942312551137807,1.86,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,0,178,10,12,194,0.97,1,2,0
T20,C_Hendpoint_loaded,C,diagnostic_pair,G003,100,100,98,0.98,0.929988209271456,0.994498032449838,1.92,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,94,3,3,98,0.98,1,2,0
T20,C_Hendpoint_loaded,C,diagnostic_pair,MIRROR_M3,100,100,84,0.84,0.755797306107298,0.899047115111952,1.8,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,84,7,9,96,0.96,1,2,0
T20,C_Hendpoint_loaded,C,original_three,ALL,400,300,279,0.93,0.895363989574067,0.953763055172824,0.9375,60,0.15,0.118344995303375,0.188313610730632,13,0.0325,0.0190898423788005,0.0548041528237667,73,0,297,30,375,0.9375,1,2,0
T20,C_Hendpoint_loaded,C,original_three,G001,100,100,87,0.87,0.790196485599236,0.922428325727595,0.87,47,0.47,0.375108179593413,0.567111430299006,0,0,0,0.0369934982069855,47,0,35,18,87,0.87,1,2,0
T20,C_Hendpoint_loaded,C,original_three,G002,100,100,94,0.94,0.875231845541041,0.972213876036812,0.94,4,0.04,0.0156633039915476,0.098370714358879,0,0,0,0.0369934982069855,4,0,90,6,94,0.94,1,2,0
T20,C_Hendpoint_loaded,C,original_three,G003,100,100,98,0.98,0.929988209271456,0.994498032449838,0.98,9,0.09,0.0480725400025652,0.162262128527163,0,0,0,0.0369934982069855,9,0,89,2,98,0.98,1,2,0
T20,C_Hendpoint_loaded,C,original_three,MIRROR_M3,100,0,0,NaN,NaN,NaN,0.96,0,0,0,0.0369934982069855,13,0.13,0.0775716742724052,0.209803514400764,13,0,83,4,96,0.96,1,2,0
T20,C_Hnode,C,diagnostic_pair,ALL,200,200,187,0.935,0.891980920700931,0.961623645350847,0.935,185,0.925,0.879956389763706,0.954025082815618,0,0,0,0.0188453263772665,185,0,0,15,187,0.935,1,2,0
T20,C_Hnode,C,diagnostic_pair,G003,100,100,99,0.99,0.945513803821295,0.998232567935859,0.99,99,0.99,0.945513803821295,0.998232567935859,0,0,0,0.0369934982069855,99,0,0,1,99,0.99,1,2,0
T20,C_Hnode,C,diagnostic_pair,MIRROR_M3,100,100,88,0.88,0.801879005732886,0.930005935629805,0.88,86,0.86,0.778628117890362,0.914736563400609,0,0,0,0.0369934982069855,86,0,0,14,88,0.88,1,2,0
T20,C_Hnode,C,original_three,ALL,400,300,282,0.94,0.907160554847092,0.961713630475308,0.705,53,0.1325,0.102745216639027,0.169246319696681,0,0,0,0.00951229433429647,53,0,221,126,282,0.705,1,2,0
T20,C_Hnode,C,original_three,G001,100,100,90,0.9,0.825634338495087,0.944770862939325,0.9,53,0.53,0.432888569700994,0.624891820406587,0,0,0,0.0369934982069855,53,0,29,18,90,0.9,1,2,0
T20,C_Hnode,C,original_three,G002,100,100,93,0.93,0.862504852609265,0.965680738932727,0.93,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,93,7,93,0.93,1,2,0
T20,C_Hnode,C,original_three,G003,100,100,99,0.99,0.945513803821295,0.998232567935859,0.99,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,99,1,99,0.99,1,2,0
T20,C_Hnode,C,original_three,MIRROR_M3,100,0,0,NaN,NaN,NaN,0,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,0,100,0,0,1,2,0
T20,C_Hendpoint_Hnode,C,diagnostic_pair,ALL,200,200,186,0.93,0.885945191143894,0.957847828171657,0.93,136,0.68,0.612481015658865,0.740734666845319,0,0,0,0.0188453263772665,136,0,48,16,186,0.93,1,2,0
T20,C_Hendpoint_Hnode,C,diagnostic_pair,G003,100,100,99,0.99,0.945513803821295,0.998232567935859,0.99,85,0.85,0.767164404091677,0.906940147163434,0,0,0,0.0369934982069855,85,0,14,1,99,0.99,1,2,0
T20,C_Hendpoint_Hnode,C,diagnostic_pair,MIRROR_M3,100,100,87,0.87,0.790196485599236,0.922428325727595,0.87,51,0.51,0.413480119340272,0.605780010695589,0,0,0,0.0369934982069855,51,0,34,15,87,0.87,1,2,0
T20,C_Hendpoint_Hnode,C,original_three,ALL,400,300,282,0.94,0.907160554847092,0.961713630475308,0.705,49,0.1225,0.0939131552046768,0.158268627017717,0,0,0,0.00951229433429647,49,0,224,127,282,0.705,1,2,0
T20,C_Hendpoint_Hnode,C,original_three,G001,100,100,91,0.91,0.837737871472837,0.951927459997435,0.91,49,0.49,0.394219989304411,0.586519880659728,0,0,0,0.0369934982069855,49,0,33,18,91,0.91,1,2,0
T20,C_Hendpoint_Hnode,C,original_three,G002,100,100,92,0.92,0.850018922990513,0.958906538515619,0.92,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,92,8,92,0.92,1,2,0
T20,C_Hendpoint_Hnode,C,original_three,G003,100,100,99,0.99,0.945513803821295,0.998232567935859,0.99,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,99,1,99,0.99,1,2,0
T20,C_Hendpoint_Hnode,C,original_three,MIRROR_M3,100,0,0,NaN,NaN,NaN,0,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,0,100,0,0,1,2,0
T10,A0_H50,A0,diagnostic_pair,ALL,200,200,85,0.425,0.358536125435139,0.494290673521451,0.865,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,0,81,11,108,92,0.46,1,1,0
T10,A0_H50,A0,diagnostic_pair,G003,100,100,48,0.48,0.384645517580519,0.57683422234776,0.92,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,44,4,52,48,0.48,1,1,0
T10,A0_H50,A0,diagnostic_pair,MIRROR_M3,100,100,37,0.37,0.281823605343246,0.467794704190571,0.81,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,37,7,56,44,0.44,1,1,0
T10,A0_H50,A0,original_three,ALL,400,300,166,0.553333333333333,0.496755238029873,0.608562845039509,0.525,10,0.025,0.013635091745936,0.0454015878716456,0,0,0,0.00951229433429647,10,0,180,210,210,0.525,1,1,0
T10,A0_H50,A0,original_three,G001,100,100,58,0.58,0.48206486703043,0.672016173256452,0.58,10,0.1,0.0552291370606752,0.174365661504913,0,0,0,0.0369934982069855,10,0,28,62,58,0.58,1,1,0
T10,A0_H50,A0,original_three,G002,100,100,60,0.6,0.502002586791062,0.690598713567541,0.6,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,60,40,60,0.6,1,1,0
T10,A0_H50,A0,original_three,G003,100,100,48,0.48,0.384645517580519,0.57683422234776,0.48,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,48,52,48,0.48,1,1,0
T10,A0_H50,A0,original_three,MIRROR_M3,100,0,0,NaN,NaN,NaN,0.44,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,44,56,44,0.44,1,1,0
T10,A0_Zin50,A0,diagnostic_pair,ALL,200,200,183,0.915,0.868104129284345,0.946254249822524,0.915,178,0.89,0.839073090026985,0.926227555398747,0,0,0,0.0188453263772665,178,0,0,22,183,0.915,1,1,0
T10,A0_Zin50,A0,diagnostic_pair,G003,100,100,92,0.92,0.850018922990513,0.958906538515619,0.92,92,0.92,0.850018922990513,0.958906538515619,0,0,0,0.0369934982069855,92,0,0,8,92,0.92,1,1,0
T10,A0_Zin50,A0,diagnostic_pair,MIRROR_M3,100,100,91,0.91,0.837737871472837,0.951927459997435,0.91,86,0.86,0.778628117890362,0.914736563400609,0,0,0,0.0369934982069855,86,0,0,14,91,0.91,1,1,0
T10,A0_Zin50,A0,original_three,ALL,400,300,284,0.946666666666667,0.915130858225169,0.966908087480904,0.71,277,0.6925,0.6456251644126,0.735712602268696,0,0,0,0.00951229433429647,277,0,0,123,284,0.71,1,1,0
T10,A0_Zin50,A0,original_three,G001,100,100,96,0.96,0.901629285641121,0.984336696008452,0.96,89,0.89,0.813687034969197,0.937458036429354,0,0,0,0.0369934982069855,89,0,0,11,96,0.96,1,1,0
T10,A0_Zin50,A0,original_three,G002,100,100,96,0.96,0.901629285641121,0.984336696008452,0.96,96,0.96,0.901629285641121,0.984336696008452,0,0,0,0.0369934982069855,96,0,0,4,96,0.96,1,1,0
T10,A0_Zin50,A0,original_three,G003,100,100,92,0.92,0.850018922990513,0.958906538515619,0.92,92,0.92,0.850018922990513,0.958906538515619,0,0,0,0.0369934982069855,92,0,0,8,92,0.92,1,1,0
T10,A0_Zin50,A0,original_three,MIRROR_M3,100,0,0,NaN,NaN,NaN,0,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,0,100,0,0,1,1,0
T10,A0_H50_Zin50,A0,diagnostic_pair,ALL,200,200,183,0.915,0.868104129284345,0.946254249822524,0.915,178,0.89,0.839073090026985,0.926227555398747,0,0,0,0.0188453263772665,178,0,0,22,183,0.915,1,1,0
T10,A0_H50_Zin50,A0,diagnostic_pair,G003,100,100,92,0.92,0.850018922990513,0.958906538515619,0.92,92,0.92,0.850018922990513,0.958906538515619,0,0,0,0.0369934982069855,92,0,0,8,92,0.92,1,1,0
T10,A0_H50_Zin50,A0,diagnostic_pair,MIRROR_M3,100,100,91,0.91,0.837737871472837,0.951927459997435,0.91,86,0.86,0.778628117890362,0.914736563400609,0,0,0,0.0369934982069855,86,0,0,14,91,0.91,1,1,0
T10,A0_H50_Zin50,A0,original_three,ALL,400,300,284,0.946666666666667,0.915130858225169,0.966908087480904,0.71,277,0.6925,0.6456251644126,0.735712602268696,0,0,0,0.00951229433429647,277,0,0,123,284,0.71,1,1,0
T10,A0_H50_Zin50,A0,original_three,G001,100,100,96,0.96,0.901629285641121,0.984336696008452,0.96,89,0.89,0.813687034969197,0.937458036429354,0,0,0,0.0369934982069855,89,0,0,11,96,0.96,1,1,0
T10,A0_H50_Zin50,A0,original_three,G002,100,100,96,0.96,0.901629285641121,0.984336696008452,0.96,96,0.96,0.901629285641121,0.984336696008452,0,0,0,0.0369934982069855,96,0,0,4,96,0.96,1,1,0
T10,A0_H50_Zin50,A0,original_three,G003,100,100,92,0.92,0.850018922990513,0.958906538515619,0.92,92,0.92,0.850018922990513,0.958906538515619,0,0,0,0.0369934982069855,92,0,0,8,92,0.92,1,1,0
T10,A0_H50_Zin50,A0,original_three,MIRROR_M3,100,0,0,NaN,NaN,NaN,0,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,0,100,0,0,1,1,0
T10,A1_H_12p5,A1,diagnostic_pair,ALL,200,200,103,0.515,0.446108491927457,0.583326148281225,0.98,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,0,88,17,95,108,0.54,1,1,1
T10,A1_H_12p5,A1,diagnostic_pair,G003,100,100,58,0.58,0.48206486703043,0.672016173256452,1.01,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,43,13,44,58,0.58,1,1,1
T10,A1_H_12p5,A1,diagnostic_pair,MIRROR_M3,100,100,45,0.45,0.35614537979512,0.547553970025578,0.95,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,45,4,51,50,0.5,1,1,1
T10,A1_H_12p5,A1,original_three,ALL,400,300,190,0.633333333333333,0.577436714181683,0.685858493491772,0.6,26,0.065,0.0447404818962004,0.0935352141746375,0,0,0,0.00951229433429647,26,0,195,179,240,0.6,1,1,1
T10,A1_H_12p5,A1,original_three,G001,100,100,68,0.68,0.583373813895476,0.763308526750009,0.68,25,0.25,0.175452113622877,0.343044635480616,0,0,0,0.0369934982069855,25,0,24,51,68,0.68,1,1,1
T10,A1_H_12p5,A1,original_three,G002,100,100,64,0.64,0.542354024516087,0.727287795985957,0.64,1,0.01,0.00176743206414065,0.0544861961787052,0,0,0,0.0369934982069855,1,0,63,36,64,0.64,1,1,1
T10,A1_H_12p5,A1,original_three,G003,100,100,58,0.58,0.48206486703043,0.672016173256452,0.58,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,58,42,58,0.58,1,1,1
T10,A1_H_12p5,A1,original_three,MIRROR_M3,100,0,0,NaN,NaN,NaN,0.5,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,50,50,50,0.5,1,1,1
T10,A1_Zin_12p5,A1,diagnostic_pair,ALL,200,200,190,0.95,0.910421851861224,0.972617354399236,0.95,187,0.935,0.891980920700931,0.961623645350847,0,0,0,0.0188453263772665,187,0,0,13,190,0.95,1,1,1
T10,A1_Zin_12p5,A1,diagnostic_pair,G003,100,100,96,0.96,0.901629285641121,0.984336696008452,0.96,93,0.93,0.862504852609265,0.965680738932727,0,0,0,0.0369934982069855,93,0,0,7,96,0.96,1,1,1
T10,A1_Zin_12p5,A1,diagnostic_pair,MIRROR_M3,100,100,94,0.94,0.875231845541041,0.972213876036812,0.94,94,0.94,0.875231845541041,0.972213876036812,0,0,0,0.0369934982069855,94,0,0,6,94,0.94,1,1,1
T10,A1_Zin_12p5,A1,original_three,ALL,400,300,287,0.956666666666667,0.927282534365989,0.974503551915593,0.7175,281,0.7025,0.655945064886061,0.745202455908549,0,0,0,0.00951229433429647,281,0,0,119,287,0.7175,1,1,1
T10,A1_Zin_12p5,A1,original_three,G001,100,100,94,0.94,0.875231845541041,0.972213876036812,0.94,88,0.88,0.801879005732886,0.930005935629805,0,0,0,0.0369934982069855,88,0,0,12,94,0.94,1,1,1
T10,A1_Zin_12p5,A1,original_three,G002,100,100,97,0.97,0.915480635709472,0.989745475975961,0.97,97,0.97,0.915480635709472,0.989745475975961,0,0,0,0.0369934982069855,97,0,0,3,97,0.97,1,1,1
T10,A1_Zin_12p5,A1,original_three,G003,100,100,96,0.96,0.901629285641121,0.984336696008452,0.96,96,0.96,0.901629285641121,0.984336696008452,0,0,0,0.0369934982069855,96,0,0,4,96,0.96,1,1,1
T10,A1_Zin_12p5,A1,original_three,MIRROR_M3,100,0,0,NaN,NaN,NaN,0,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,0,100,0,0,1,1,1
T10,A1_H_Zin_12p5,A1,diagnostic_pair,ALL,200,200,190,0.95,0.910421851861224,0.972617354399236,0.95,187,0.935,0.891980920700931,0.961623645350847,0,0,0,0.0188453263772665,187,0,0,13,190,0.95,1,1,1
T10,A1_H_Zin_12p5,A1,diagnostic_pair,G003,100,100,96,0.96,0.901629285641121,0.984336696008452,0.96,93,0.93,0.862504852609265,0.965680738932727,0,0,0,0.0369934982069855,93,0,0,7,96,0.96,1,1,1
T10,A1_H_Zin_12p5,A1,diagnostic_pair,MIRROR_M3,100,100,94,0.94,0.875231845541041,0.972213876036812,0.94,94,0.94,0.875231845541041,0.972213876036812,0,0,0,0.0369934982069855,94,0,0,6,94,0.94,1,1,1
T10,A1_H_Zin_12p5,A1,original_three,ALL,400,300,287,0.956666666666667,0.927282534365989,0.974503551915593,0.7175,281,0.7025,0.655945064886061,0.745202455908549,0,0,0,0.00951229433429647,281,0,0,119,287,0.7175,1,1,1
T10,A1_H_Zin_12p5,A1,original_three,G001,100,100,94,0.94,0.875231845541041,0.972213876036812,0.94,88,0.88,0.801879005732886,0.930005935629805,0,0,0,0.0369934982069855,88,0,0,12,94,0.94,1,1,1
T10,A1_H_Zin_12p5,A1,original_three,G002,100,100,97,0.97,0.915480635709472,0.989745475975961,0.97,97,0.97,0.915480635709472,0.989745475975961,0,0,0,0.0369934982069855,97,0,0,3,97,0.97,1,1,1
T10,A1_H_Zin_12p5,A1,original_three,G003,100,100,96,0.96,0.901629285641121,0.984336696008452,0.96,96,0.96,0.901629285641121,0.984336696008452,0,0,0,0.0369934982069855,96,0,0,4,96,0.96,1,1,1
T10,A1_H_Zin_12p5,A1,original_three,MIRROR_M3,100,0,0,NaN,NaN,NaN,0,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,0,100,0,0,1,1,1
T10,A1_H_25,A1,diagnostic_pair,ALL,200,200,103,0.515,0.446108491927457,0.583326148281225,0.995,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,0,94,10,96,105,0.525,1,1,1
T10,A1_H_25,A1,diagnostic_pair,G003,100,100,58,0.58,0.48206486703043,0.672016173256452,1.07,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,49,8,43,58,0.58,1,1,1
T10,A1_H_25,A1,diagnostic_pair,MIRROR_M3,100,100,45,0.45,0.35614537979512,0.547553970025578,0.92,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,45,2,53,47,0.47,1,1,1
T10,A1_H_25,A1,original_three,ALL,400,300,183,0.61,0.553748567961591,0.663469978369009,0.575,18,0.045,0.028651458653886,0.0700047291903237,0,0,0,0.00951229433429647,18,0,196,186,230,0.575,1,1,1
T10,A1_H_25,A1,original_three,G001,100,100,62,0.62,0.522097552955111,0.709024007475212,0.62,18,0.18,0.117002254989464,0.266673583863007,0,0,0,0.0369934982069855,18,0,28,54,62,0.62,1,1,1
T10,A1_H_25,A1,original_three,G002,100,100,63,0.63,0.532205295809429,0.718176394656755,0.63,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,63,37,63,0.63,1,1,1
T10,A1_H_25,A1,original_three,G003,100,100,58,0.58,0.48206486703043,0.672016173256452,0.58,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,58,42,58,0.58,1,1,1
T10,A1_H_25,A1,original_three,MIRROR_M3,100,0,0,NaN,NaN,NaN,0.47,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,47,53,47,0.47,1,1,1
T10,A1_Zin_25,A1,diagnostic_pair,ALL,200,200,186,0.93,0.885945191143894,0.957847828171657,0.93,186,0.93,0.885945191143894,0.957847828171657,0,0,0,0.0188453263772665,186,0,0,14,186,0.93,1,1,1
T10,A1_Zin_25,A1,diagnostic_pair,G003,100,100,95,0.95,0.888249530768081,0.978456320845632,0.95,95,0.95,0.888249530768081,0.978456320845632,0,0,0,0.0369934982069855,95,0,0,5,95,0.95,1,1,1
T10,A1_Zin_25,A1,diagnostic_pair,MIRROR_M3,100,100,91,0.91,0.837737871472837,0.951927459997435,0.91,91,0.91,0.837737871472837,0.951927459997435,0,0,0,0.0369934982069855,91,0,0,9,91,0.91,1,1,1
T10,A1_Zin_25,A1,original_three,ALL,400,300,287,0.956666666666667,0.927282534365989,0.974503551915593,0.7175,280,0.7,0.653362754222478,0.742832328043803,0,0,0,0.00951229433429647,280,0,0,120,287,0.7175,1,1,1
T10,A1_Zin_25,A1,original_three,G001,100,100,96,0.96,0.901629285641121,0.984336696008452,0.96,89,0.89,0.813687034969197,0.937458036429354,0,0,0,0.0369934982069855,89,0,0,11,96,0.96,1,1,1
T10,A1_Zin_25,A1,original_three,G002,100,100,96,0.96,0.901629285641121,0.984336696008452,0.96,96,0.96,0.901629285641121,0.984336696008452,0,0,0,0.0369934982069855,96,0,0,4,96,0.96,1,1,1
T10,A1_Zin_25,A1,original_three,G003,100,100,95,0.95,0.888249530768081,0.978456320845632,0.95,95,0.95,0.888249530768081,0.978456320845632,0,0,0,0.0369934982069855,95,0,0,5,95,0.95,1,1,1
T10,A1_Zin_25,A1,original_three,MIRROR_M3,100,0,0,NaN,NaN,NaN,0,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,0,100,0,0,1,1,1
T10,A1_H_Zin_25,A1,diagnostic_pair,ALL,200,200,186,0.93,0.885945191143894,0.957847828171657,0.93,186,0.93,0.885945191143894,0.957847828171657,0,0,0,0.0188453263772665,186,0,0,14,186,0.93,1,1,1
T10,A1_H_Zin_25,A1,diagnostic_pair,G003,100,100,95,0.95,0.888249530768081,0.978456320845632,0.95,95,0.95,0.888249530768081,0.978456320845632,0,0,0,0.0369934982069855,95,0,0,5,95,0.95,1,1,1
T10,A1_H_Zin_25,A1,diagnostic_pair,MIRROR_M3,100,100,91,0.91,0.837737871472837,0.951927459997435,0.91,91,0.91,0.837737871472837,0.951927459997435,0,0,0,0.0369934982069855,91,0,0,9,91,0.91,1,1,1
T10,A1_H_Zin_25,A1,original_three,ALL,400,300,287,0.956666666666667,0.927282534365989,0.974503551915593,0.7175,280,0.7,0.653362754222478,0.742832328043803,0,0,0,0.00951229433429647,280,0,0,120,287,0.7175,1,1,1
T10,A1_H_Zin_25,A1,original_three,G001,100,100,96,0.96,0.901629285641121,0.984336696008452,0.96,89,0.89,0.813687034969197,0.937458036429354,0,0,0,0.0369934982069855,89,0,0,11,96,0.96,1,1,1
T10,A1_H_Zin_25,A1,original_three,G002,100,100,96,0.96,0.901629285641121,0.984336696008452,0.96,96,0.96,0.901629285641121,0.984336696008452,0,0,0,0.0369934982069855,96,0,0,4,96,0.96,1,1,1
T10,A1_H_Zin_25,A1,original_three,G003,100,100,95,0.95,0.888249530768081,0.978456320845632,0.95,95,0.95,0.888249530768081,0.978456320845632,0,0,0,0.0369934982069855,95,0,0,5,95,0.95,1,1,1
T10,A1_H_Zin_25,A1,original_three,MIRROR_M3,100,0,0,NaN,NaN,NaN,0,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,0,100,0,0,1,1,1
T10,A1_H_100,A1,diagnostic_pair,ALL,200,200,66,0.33,0.26857425870604,0.397833152262231,0.63,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,0,57,12,131,69,0.345,1,1,1
T10,A1_H_100,A1,diagnostic_pair,G003,100,100,39,0.39,0.300168740063944,0.487969829541593,0.69,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,30,9,61,39,0.39,1,1,1
T10,A1_H_100,A1,diagnostic_pair,MIRROR_M3,100,100,27,0.27,0.192695841495764,0.36432116767945,0.57,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,27,3,70,30,0.3,1,1,1
T10,A1_H_100,A1,original_three,ALL,400,300,143,0.476666666666667,0.420801661874313,0.533121676782833,0.4325,14,0.035,0.0209612941979778,0.0578851395329179,0,0,0,0.00951229433429647,14,0,147,239,173,0.4325,1,1,1
T10,A1_H_100,A1,original_three,G001,100,100,54,0.54,0.442648603233682,0.634391916909759,0.54,14,0.14,0.0852634365993914,0.221371882109638,0,0,0,0.0369934982069855,14,0,28,58,54,0.54,1,1,1
T10,A1_H_100,A1,original_three,G002,100,100,50,0.5,0.403831530365996,0.596168469634004,0.5,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,50,50,50,0.5,1,1,1
T10,A1_H_100,A1,original_three,G003,100,100,39,0.39,0.300168740063944,0.487969829541593,0.39,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,39,61,39,0.39,1,1,1
T10,A1_H_100,A1,original_three,MIRROR_M3,100,0,0,NaN,NaN,NaN,0.3,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,0,30,70,30,0.3,1,1,1
T10,A1_Zin_100,A1,diagnostic_pair,ALL,200,200,180,0.9,0.850594187567283,0.934329551330904,0.9,173,0.865,0.810708616292475,0.905534295452121,0,0,0,0.0188453263772665,173,0,0,27,180,0.9,1,1,1
T10,A1_Zin_100,A1,diagnostic_pair,G003,100,100,92,0.92,0.850018922990513,0.958906538515619,0.92,92,0.92,0.850018922990513,0.958906538515619,0,0,0,0.0369934982069855,92,0,0,8,92,0.92,1,1,1
T10,A1_Zin_100,A1,diagnostic_pair,MIRROR_M3,100,100,88,0.88,0.801879005732886,0.930005935629805,0.88,81,0.81,0.722211546209356,0.874852484902313,0,0,0,0.0369934982069855,81,0,0,19,88,0.88,1,1,1
T10,A1_Zin_100,A1,original_three,ALL,400,300,286,0.953333333333333,0.923202639772079,0.972001066317666,0.715,279,0.6975,0.650782007821849,0.740460635916104,0,0,0,0.00951229433429647,279,0,0,121,286,0.715,1,1,1
T10,A1_Zin_100,A1,original_three,G001,100,100,96,0.96,0.901629285641121,0.984336696008452,0.96,96,0.96,0.901629285641121,0.984336696008452,0,0,0,0.0369934982069855,96,0,0,4,96,0.96,1,1,1
T10,A1_Zin_100,A1,original_three,G002,100,100,98,0.98,0.929988209271456,0.994498032449838,0.98,91,0.91,0.837737871472837,0.951927459997435,0,0,0,0.0369934982069855,91,0,0,9,98,0.98,1,1,1
