selected_B_termination_ohm,selected_B_state_index,B_selection_rule,selected_C_node_index,selected_C_main_label,C_selection_rule,A1_fine_termination_ohm,A1_fine_interval,pair_ids,original_library_ids,bank_identity,E_seed_base,E_samples_per_topology,cache_bytes,cache_build_time_s,E_generation_time_s,exploration_wall_s
200,5,maximum_H_only_separation_if_none_pass,3,M2,maximum_joint_node_separation_tie_first_M1,NaN,none,"G003,MIRROR_M3","G001,G002,G003",f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,720000000,100,2993632,0.455438,1.162516,1.701563
