candidate_id,signature,in_original_library,in_diagnostic_pair,branch_main_node,main_lengths_m,branch_length_m,branch_load_ohm
G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",1,0,0,[20 20 20 20],NaN,NaN
G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,2,[20 20 20 20],15,50
G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",1,1,1,[20 20 20 20],15,50
MIRROR_M3,"M=20,20,20,20,|T=0,0,0,0,|B=3,15,1,50;",0,1,3,[20 20 20 20],15,50
