verification_baseline_commit,mode,matlab_version,computer_arch,parallel_workers,bank_identity,asym_bank_identity,selected_B_termination_ohm,selected_C_node,main_cache_bytes,asym_cache_bytes,main_cache_build_s,asym_cache_build_s,sample_method_rows,summary_rows,control_decision_rows,calibration_generation_s,main_calibration_s,asymmetry_calibration_s,test_generation_s,scoring_s,summary_s,evaluation_wall_s,exploration_wall_s
e9d61b3a51b2701f02a5ee0de8c958b3acd5d48e,formal,24.1.0.2537033 (R2024a),glnxa64,0,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,200,M2,2993632,8966752,0.455438,1.319778,48000,960,18,2.195893,1.751537,7.53082,4.196664,11.926353,15.579912,43.182502,1.701563
