frequency_hz,load5_HV_mag_dB,load5_HV_phase_deg,load5_Hport_mag_dB,load5_Hport_phase_deg,load50_HV_mag_dB,load50_HV_phase_deg,load50_Hport_mag_dB,load50_Hport_phase_deg,load150_HV_mag_dB,load150_HV_phase_deg,load150_Hport_mag_dB,load150_Hport_phase_deg,load1000_HV_mag_dB,load1000_HV_phase_deg,load1000_Hport_mag_dB,load1000_Hport_phase_deg,loadInf_HV_mag_dB,loadInf_HV_phase_deg,loadInf_Hport_mag_dB,loadInf_Hport_phase_deg
2410356.6194430874,-21.092706968181162,-95.482943533416162,-15.072107054901538,-95.482943533416162,-21.167566195182829,-110.46301475119141,-15.146966281903204,-110.46301475119141,-19.919008915424595,-135.64219763144311,-13.898409002144971,-135.64219763144311,-12.432906151678518,-174.87219832480105,-6.4123062383988936,-174.87219832480105,-7.4760128879336785,-185.50268205893434,-1.4554129746540545,-185.50268205893434
2424035.1734245238,-21.036927806813168,-95.750631206946125,-15.016327893533541,-95.750631206946125,-21.121115322647658,-110.75170212378283,-15.100515409368032,-110.75170212378283,-19.903622946870115,-136.0699156092054,-13.88302303359049,-136.0699156092054,-12.487805855394301,-176.36246247848629,-6.4672059421146768,-176.36246247848629,-7.5815688076309424,-188.07263934998883,-1.5609688943513196,-188.07263934998883
2437713.7274059597,-20.979881737102644,-96.020201033800063,-14.959281823823019,-96.020201033800063,-21.07351922783959,-111.04352824827248,-15.052919314559967,-111.04352824827248,-19.8874710641429,-136.50049988769553,-13.866871150863275,-136.50049988769553,-12.54704042039819,-177.84399211955193,-6.5264405071185649,-177.84399211955193,-7.7012853688680121,-190.59759513575349,-1.6806854555883877,-190.59759513575349
2451392.2813873962,-20.921559387144306,-96.291735294622825,-14.900959473864681,-96.291735294622825,-21.024775004913678,-111.33858267398634,-15.004175091634053,-111.33858267398634,-19.870560221731633,-136.93402328592737,-13.849960308452008,-136.93402328592737,-12.610514876596273,-179.31531163319869,-6.5899149633166489,-179.31531163319869,-7.8342661003462366,-193.07063914491377,-1.8136661870666124,-193.07063914491377
2465070.8353688326,-20.861951097995373,-96.565318470970681,-14.84135118471575,-96.565318470970681,-20.974879665190453,-111.63695726840777,-14.954279751910832,-111.63695726840777,-19.852897547726585,-137.37055880579686,-13.832297634446959,-137.37055880579686,-12.678119525779735,-180.77501001781638,-6.657519612500109,-180.77501001781638,-7.9795242312380141,-195.4858438832504,-1.9589243179583902,-195.4858438832504
2478749.3893502685,-20.80104691870239,-96.841037361249235,-14.780447005422769,-96.841037361249235,-20.923830143056833,-111.93874631018855,-14.903230229777208,-111.93874631018855,-19.834490350959349,-137.81017961982292,-13.813890437679726,-137.81017961982292,-12.749731147987621,-182.22174866934736,-6.7291312347079977,-182.22174866934736,-8.1360110677922943,-197.83830010706464,-2.1154111545126715,-197.83830010706464
2492427.9433317049,-20.738836601257514,-97.118981202096919,-14.718236687977889,-97.118981202096919,-20.871623302286281,-112.24404658521777,-14.851023389006659,-112.24404658521777,-19.815346128267741,-138.25295905692812,-13.794746214988116,-138.25295905692812,-12.825214311603503,-183.65426803520955,-6.8046143983238796,-183.65426803520955,-8.3026431515671657,-200.12411425329393,-2.2820432382875406,-200.12411425329393
2506106.4973131414,-20.675309595494625,-97.399241795555369,-14.654709682215001,-97.399241795555369,-20.818255942814105,-112.55295748586032,-14.797656029534483,-112.55295748586032,-19.795472571882065,-138.69897058616638,-13.77487265860244,-138.69897058616638,-12.904422759997399,-185.07139308394304,-6.8838228467177744,-185.07139308394304,-8.4783270606550136,-202.34037342573589,-2.457727147375389,-202.34037342573589
2519785.0512945773,-20.610455043936881,-97.68191364239037,-14.589855130657256,-97.68191364239037,-20.763724808005783,-112.86558111347856,-14.743124894726156,-112.86558111347856,-19.774877576927835,-139.14828779829892,-13.75427766364821,-139.14828779829892,-12.987200847449278,-186.47203756751148,-6.9666009341696542,-186.47203756751148,-8.6619810664635093,-204.48508469041278,-2.641381153183886,-204.48508469041278
2533463.6052760137,-20.544261776609297,-97.967094081949682,-14.523661863329673,-97.967094081949682,-20.708026592459433,-113.18202238434972,-14.687426679179808,-113.18202238434972,-19.753569249039373,-139.60098438512014,-13.732969335759746,-139.60098438512014,-13.07338499785102,-187.85520708235688,-7.0527850845713971,-187.85520708235688,-8.8525532048741606,-206.55709578515547,-2.831953291594536,-206.55709578515547
2547142.1592574501,-20.476718305831845,-98.254883438967667,-14.456118392552222,-98.254883438967667,-20.651157950386185,-113.50238913909028,-14.63055803710656,-113.50238913909028,-19.731555912077617,-140.05713411642765,-13.710955998797992,-140.05713411642765,-13.162805161177499,-189.22000096189291,-7.1422052478978726,-189.22000096189291,-9.049035627035817,-208.55600404857341,-3.0284357137561937,-208.55600404857341
2560820.7132388861,-20.407812821011063,-98.54538517775417,-14.387212907731442,-98.54538517775417,-20.59311550461554,-113.82679225569814,-14.572515591335913,-113.82679225569814,-19.708846115944809,-140.51681081453205,-13.688246202665184,-140.51681081453205,-13.255286244817512,-190.56561305636311,-7.2346863315378895,-190.56561305636311,-9.2504753408993761,-210.48205961363743,-3.2298754276197523,-210.48205961363743
2574499.2672203225,-20.337533183450311,-98.838706064231218,-14.316933270170688,-98.838706064231218,-20.533895856276008,-114.15534576631995,-14.513295942996384,-114.15534576631995,-19.685448644487231,-140.9800883261959,-13.664848731207606,-140.9800883261959,-13.35064949941941,-191.89133147536336,-7.3300495861397845,-191.89133147536336,-9.4559816321450629,-212.33606788486409,-3.4353817188654396,-212.33606788486409
2588177.8212017585,-20.265866921202097,-99.134956336312513,-14.245267007922473,-99.134956336312513,-20.473495595205264,-114.48816697784821,-14.452895681925641,-114.48816697784821,-19.661372523476579,-141.44704049188954,-13.640772610196956,-141.44704049188954,-13.448713841789235,-193.19653738354694,-7.4281139285096112,-193.19653738354694,-9.6647305648075523,-214.11929519333088,-3.6441306515279286,-214.11929519333088
