frequency_hz,load5_HV_mag_dB,load5_HV_phase_deg,load5_Hport_mag_dB,load5_Hport_phase_deg,load50_HV_mag_dB,load50_HV_phase_deg,load50_Hport_mag_dB,load50_Hport_phase_deg,load150_HV_mag_dB,load150_HV_phase_deg,load150_Hport_mag_dB,load150_Hport_phase_deg,load1000_HV_mag_dB,load1000_HV_phase_deg,load1000_Hport_mag_dB,load1000_Hport_phase_deg,loadInf_HV_mag_dB,loadInf_HV_phase_deg,loadInf_Hport_mag_dB,loadInf_Hport_phase_deg
6144601.856375183,-8.0523258067415995,-351.26025483601393,-2.0317258934619762,-351.26025483601393,-8.2649087675891728,-351.04349074015556,-2.2443088543095486,-351.04349074015556,-8.7137844898585044,-350.58243431386006,-2.6931845765788802,-350.58243431386006,-11.599644681342308,-347.42794497110521,-5.5790447680626869,-347.42794497110521,-24.103778357862993,-318.9305146743846,-18.083178444583371,-318.9305146743846
6158280.4103566194,-8.0235663403520441,-353.09855565399943,-2.0029664270724208,-353.09855565399943,-8.2361504766001659,-352.9195550944159,-2.2155505633205426,-352.9195550944159,-8.684838739551699,-352.52909333179559,-2.6642388262720749,-352.52909333179559,-11.562315086045656,-349.54215646852344,-5.5417151727660325,-349.54215646852344,-23.379007708051098,-316.67948683202172,-17.358407794771473,-316.67948683202172
6171958.9643380558,-8.0015038582258757,-354.94774665714249,-1.9809039449462518,-354.94774665714249,-8.2141410213029609,-354.8064876218088,-2.1935411080233367,-354.8064876218088,-8.6628138113406408,-354.48657130455109,-2.6422138980610175,-354.48657130455109,-11.53358878428774,-351.66824298548727,-5.5129888710081172,-351.66824298548727,-22.635488090574178,-315.47003527247131,-16.614888177294556,-315.47003527247131
6185637.5183194913,-7.9862642493073679,-356.80497269901809,-1.9656643360277439,-356.80497269901809,-8.1990063058773615,-356.7014401311709,-2.1784063925977386,-356.7014401311709,-8.64783552825077,-356.45202165287549,-2.6272356149711444,-356.45202165287549,-11.513593520474226,-353.80281692453656,-5.4929936071946024,-353.80281692453656,-21.907804288071823,-315.16161030510261,-15.887204374792198,-315.16161030510261
6199316.0723009286,-7.9779347604020812,-358.66729584247429,-1.957334847122457,-358.66729584247429,-8.1908336232760206,-358.60148162848816,-2.1702337099963964,-358.60148162848816,-8.6399911699426362,-358.42251497177921,-2.6193912566630124,-358.42251497177921,-11.502413283289963,-355.9424098703368,-5.4818133700103377,-355.9424098703368,-21.217366142171215,-315.59614326951311,-15.19676622889159,-315.59614326951311
6212994.6262823641,-7.9765624794942074,-360.53172563997316,-1.955962566214583,-360.53172563997316,-8.1896701385649262,-360.50362859961137,-2.1690702252853025,-360.50362859961137,-8.6393279559578389,-360.39506930646115,-2.6187280426782151,-360.39506930646115,-11.500086856636734,-358.08350568622888,-5.4794869433571129,-358.08350568622888,-20.575976021254103,-316.62497203548452,-14.555376107974478,-316.62497203548452
6226673.1802638005,-7.9821535079962747,-362.39525078944763,-1.9615535947166505,-362.39525078944763,-8.1955220612311344,-362.40487666846997,-2.1749221479515115,-362.40487666846997,-8.6458522179690149,-362.36668180371066,-2.6252523046893899,-362.36668180371066,-11.506607101703153,-360.22257490909152,-5.48600718842353,-360.22257490909152,-19.989061895347987,-318.11918897138042,-13.968461982068362,-318.11918897138042
6240351.734245237,-7.9946728523243271,-364.25487134208663,-1.9740729390447025,-364.25487134208663,-8.2083545368508162,-364.30223280719633,-2.187754623571192,-364.30223280719633,-8.6595292914269901,-364.33436091518473,-2.6389293781473655,-364.33436091518473,-11.521920998540661,-362.35610958745673,-5.5013210852610399,-362.35610958745673,-19.458056683638731,-319.97144712083264,-13.437456770359105,-319.97144712083264
6254030.2882266734,-8.0140450388033351,-366.10763061146304,-1.99344512552371,-366.10763061146304,-8.2280922621225621,-366.19274724757298,-2.2074923488429392,-366.19274724757298,-8.6802841306096941,-366.29515830195777,-2.6596842173300708,-366.29515830195777,-11.545930448530143,-364.48065768323897,-5.5253305352505189,-364.48065768323897,-18.981992592761955,-322.09416533049477,-12.961392679482328,-322.09416533049477
6267708.8422081098,-8.0401554292678377,-367.95064594804654,-2.0195555159882121,-367.95064594804654,-8.2546208006311268,-368.07354425784615,-2.2340208873515026,-368.07354425784615,-8.7080026244377926,-368.24619960437474,-2.6874027111581671,-368.24619960437474,-11.578493811952438,-366.59285617501973,-5.5578938986728135,-366.59285617501973,-18.558521436105675,-324.41661668440827,-12.537921522826052,-324.41661668440827
6281387.3961895453,-8.0728521895000185,-369.78113759833587,-2.0522522762203961,-369.78113759833587,-8.2877885514839704,-369.94185100413938,-2.2671886382043462,-369.94185100413938,-8.7425335651993237,-370.18471329642682,-2.7219336519197004,-370.18471329642682,-11.619428129204664,-368.68946205942427,-5.5988282159250407,-368.68946205942427,-18.184553076552149,-326.88197739056818,-12.163953163272526,-326.88197739056818
6295065.9501709817,-8.1119488403766393,-371.59645495928993,-2.091348927097016,-371.59645495928993,-8.3274093006924215,-371.79502380714428,-2.3068093874127986,-371.79502380714428,-8.7836912000548253,-372.1080569353125,-2.7630912867752015,-372.1080569353125,-11.668511951575095,-370.76738054231043,-5.6479120382954733,-370.76738054231043,-17.856650454337487,-329.44472426307226,-11.836050541057865,-329.44472426307226
6308744.5041524181,-8.157227303537395,-373.39409965952802,-2.1366273902577713,-373.39409965952802,-8.373265267110293,-373.63057122555961,-2.3526653538306692,-373.63057122555961,-8.8312582771357064,-374.01374023764316,-2.8106583638560831,-374.01374023764316,-11.725488689168287,-372.82368983625992,-5.7048887758886622,-372.82368983625992,-17.57127208659529,-332.0684677686819,-11.550672173315666,-332.0684677686819
6322423.0581338545,-8.2084413404206327,-375.17174504009444,-2.1878414271410089,-375.17174504009444,-8.4251105417763945,-375.44617353907313,-2.4045106284967708,-375.44617353907313,-8.8849894850819862,-375.899444555071,-2.864389571802362,-375.899444555071,-11.790070370441327,-374.85566212626804,-5.7694704571617041,-374.85566212626804,-17.324919268734099,-334.72419202213217,-11.304319355454474,-334.72419202213217
6336101.6121152909,-8.2653202760825568,-376.92725175967661,-2.244720362802934,-376.92725175967661,-8.4826748120775051,-377.2396983557723,-2.4620748987978809,-377.2396983557723,-8.9446151774358746,-377.76303847421212,-2.9240152641562518,-377.76303847421212,-11.861941700314683,-376.8607804217138,-5.8413417870350584,-376.8607804217138,-17.114223447893053,-337.38883880094056,-11.09362353461343,-337.38883880094056
6349780.1660967274,-8.3275728973242256,-378.65867940221358,-2.3069729840446018,-378.65867940221358,-8.5456672602566304,-379.00921222192278,-2.5250673469770071,-379.00921222192278,-9.0098452714157435,-379.60258941878908,-2.9892453581361207,-379.60258941878908,-11.940764301954324,-378.83675116974194,-5.9201643886747002,-378.83675116974194,-16.935995734097599,-340.04417055631615,-10.915395820817977,-340.04417055631615
6363458.7200781628,-8.3948914178981848,-380.36429410990542,-2.3742915046185615,-380.36429410990542,-8.6137805290391629,-380.75298825712093,-2.5931806157595383,-380.75298825712093,-9.0803732138428739,-381.41637127698465,-3.0597733005632493,-381.41637127698465,-12.026181030680355,-380.78151265405438,-6.0055811174007339,-380.78151265405438,-16.787252270323517,-342.67585603027339,-10.766652357043895,-342.67585603027339
6377137.2740595993,-8.4669554112325951,-382.04257239431342,-2.4463554979529705,-382.04257239431342,-8.6866946548152519,-382.46950996751048,-2.6660947415356273,-382.46950996751048,-9.1558799146591614,-383.20286820668048,-3.1352800013795381,-383.20286820668048,-12.117820256310925,-382.69323933632535,-6.0972203430313021,-382.69323933632535,-16.665224157387652,-345.27273275918293,-10.644624244108027,-345.27273275918293
6390815.8280410357,-8.543435622253714,-383.69220138708732,-2.5228357089740898,-383.69220138708732,-8.7640808799602095,-384.15747149859828,-2.7434809666805848,-384.15747149859828,-9.2360375596172819,-384.96077488010116,-3.2154376463376577,-384.96077488010116,-12.215300021647851,-384.57034240949139,-6.1947001083682256,-384.57034240949139,-16.567357539159921,-347.82621037612552,-10.546757625880298,-347.82621037612552
6404494.3820224721,-8.6239975834556581,-385.31207587658827,-2.6033976701760349,-385.31207587658827,-8.8456052694426131,-385.81577467393487,-2.8250053561629898,-385.81577467393487,-9.3205132272927376,-386.68899351411358,-3.2999133140131125,-386.68899351411358,-12.318231998687416,-386.4114669197017,-6.2976320854077912,-386.4114669197017,-16.491307521529027,-350.32978644838704,-10.470707608249402,-350.32978644838704
6418172.9360039085,-8.7083049752988195,-386.90129253609012,-2.6877050620191953,-386.90129253609012,-8.9309320718023493,-387.44352322534075,-2.9103321585227242,-387.44352322534075,-9.4089722504998523,-388.38662809184564,-3.3883723372202272,-388.38662809184564,-12.426225179424431,-388.21548587551666,-6.4056252661448063,-388.21548587551666,-16.434928364626625,-352.77865267906878,-10.414328451347002,-352.77865267906878
6431851.489985344,-8.7960226863323872,-388.45914178399033,-2.7754227730527639,-388.45914178399033,-9.0197267798951035,-389.04001465510908,-2.9991268666154802,-389.04001465510908,-9.5010812775078488,-390.05297621603876,-3.4804813642282251,-390.05297621603876,-12.538889253814423,-389.98149179963292,-6.5182893405347988,-389.98149179963292,-16.396261581256255,-355.16937398114521,-10.37566166797663,-355.16937398114521
6445530.0439667804,-8.8868195432903434,-389.98509772865901,-2.8662196300107192,-389.98509772865901,-9.1116588616536554,-390.60473018280874,-3.0910589483740307,-390.60473018280874,-9.5965110033071266,-391.68751904674133,-3.5759110900275033,-391.68751904674133,-12.655837642714188,-391.70878619210737,-6.6352377294345635,-391.70878619210737,-16.373523035545098,-357.49962652876468,-10.352923122265477,-357.49962652876468
6459208.5979482168,-8.9803706951398983,-391.4788066433299,-2.9597707818602741,-391.4788066433299,-9.2064041448460809,-392.13732322209029,-3.1858042315664576,-392.13732322209029,-9.6949385549055265,-393.28990976872819,-3.674338641625901,-393.28990976872819,-12.776690167759796,-393.39686736790236,-6.7560902544801715,-393.39686736790236,-16.365089769144237,-359.76798367641658,-10.344489855864614,-359.76798367641658
6472887.1519296532,-9.0763596471957779,-392.94007439354175,-3.0557597339161537,-392.94007439354175,-9.3036468519455013,-393.63760680999974,-3.283046938665878,-393.63760680999974,-9.7960495267688046,-394.85996101113142,-3.7754496134891804,-394.85996101113142,-12.901075352682216,-395.04541710932449,-6.8804754394025922,-395.04541710932449,-16.369487029638073,-361.9737408169629,-10.348887116358449,-361.9737408169629
6486565.7059110897,-9.1744799516677951,-394.36885320498999,-3.1538800383881704,-394.36885320498999,-9.4030812914800812,-395.10554037665742,-3.3824813782004575,-395.10554037665742,-9.8995396727737912,-396.39763160712386,-3.878939759494167,-396.39763160712386,-13.028632361210605,-396.65428653955615,-7.0080324479309795,-396.65428653955615,-16.385375800649182,-364.11677197335189,-10.364775887369557,-364.11677197335189
6500244.2598925261,-9.2744365692639761,-395.76522811706872,-3.2538366559843523,-395.76522811706872,-9.5044132204869509,-396.54121620057839,-3.4838133072073276,-396.54121620057839,-10.005116269297307,-397.90301303891101,-3.9845163560176844,-397.90301303891101,-13.159012585344696,-398.22348158081729,-7.1384126720650718,-398.22348158081729,-16.411541011707136,-366.19741229321687,-10.390941098427513,-366.19741229321687
6513922.8138739616,-9.3759469227458325,-397.12940342032408,-3.3553470094662079,-397.12940342032408,-9.6073608989680963,-397.94484584785033,-3.5867609856884712,-397.94484584785033,-10.112499170338612,-399.37631586622689,-4.0918992570589863,-399.37631586622689,-13.291880904404298,-399.75314831325369,-7.2712809911246756,-399.75314831325369,-16.446880522375274,-368.21636171822865,-10.426280609095649,-368.21636171822865
6527601.367855398,-9.4787416677492935,-398.46168932746025,-3.4581417544696702,-398.46168932746025,-9.7116558616632815,-399.31674684480788,-3.6910559483836574,-399.31674684480788,-10.221421579989816,-400.81785638795463,-4.2008216667101914,-400.81785638795463,-13.426916640003469,-401.24355850142354,-7.4063167267238459,-401.24355850142354,-16.490394918387345,-370.17460598845037,-10.469795005107718,-370.17460598845037
6541279.9218368344,-9.5825652089364652,-399.76248907979874,-3.5619652956568402,-399.76248907979874,-9.8170434352068607,-400.6573297860989,-3.7964435219272357,-400.6573297860989,-10.331630570320698,-402.22804373874402,-4.3110306570410737,-402.22804373874402,-13.563814235138469,-402.69509550664895,-7.5432143218588461,-402.69509550664895,-16.541178119864067,-372.07335185949086,-10.520578206584442,-372.07335185949086
6554958.4758182708,-9.6871759908687736,-401.03228664602221,-3.6665760775891481,-401.03228664602221,-9.9232830300607517,-401.96708603496711,-3.9026831167811289,-401.96708603496711,-10.442887374069528,-403.60736757742973,-4.422287460789903,-403.60736757742973,-13.702283687159545,-404.10824075739441,-7.6816837738799215,-404.10824075739441,-16.598408777485041,-373.91397399067563,-10.577808864205418,-373.91397399067563
6568637.0297997072,-9.7923465931401044,-402.27163512882021,-3.7717466798604802,-402.27163512882021,-10.030148236764093,-403.24657613136606,-4.0095483234844691,-403.24657613136606,-10.554967481679762,-404.95638648284302,-4.5343675684001381,-404.95638648284302,-13.842050764764373,-405.4835609074612,-7.8214508514847498,-405.4835609074612,-16.661342417753929,-375.69797143224588,-10.640742504474305,-375.69797143224588
6582315.5837811427,-9.897863658532513,-403.48114595851524,-3.8772637452528889,-403.48114595851524,-10.137426755264043,-404.49641898697428,-4.1168268419844187,-404.49641898697428,-10.667660571446449,-406.2757171360621,-4.6470606581668248,-406.2757171360621,-13.982857038559601,-406.82169577398986,-7.9622571252799768,-406.82169577398986,-16.729304290311404,-377.42693202004915,-10.708704377031779,-377.42693202004915
6595994.1377625791,-10.003527681489095,-404.66147892120182,-3.9829277682094717,-404.66147892120182,-10.244920184624526,-405.71728191463899,-4.2243202713449026,-405.71728191463899,-10.780770300068252,-407.56602433660612,-4.7601703867886282,-407.56602433660612,-14.124459753419314,-408.12334711441275,-8.1038598401396893,-408.12334711441275,-16.801682866520679,-379.10250329440407,-10.781082953241057,-379.10250329440407
6609672.6917440156,-10.109152682247711,-405.81333304242645,-4.0885527689680874,-405.81333304242645,-10.352443698458647,-406.90987151326902,-4.3318437851790224,-406.90987151326902,-10.894113978950008,-408.82801187356648,-4.8735140656703848,-408.82801187356648,-14.266631569035656,-409.38926827367197,-8.2460316557560311,-409.38926827367197,-16.877923937779798,-380.72636880967229,-10.857324024500173,-380.72636880967229
6623351.245725452,-10.214565789724999,-406.93743832579594,-4.1939658764453744,-406.93743832579594,-10.459825629176663,-408.07492540755629,-4.4392257158970372,-408.07492540755629,-11.007522159346788,-410.0624142510307,-4.9869222460671629,-410.0624142510307,-14.40916019289036,-410.62025471005336,-8.3885602796107364,-410.62025471005336,-16.957525263143431,-382.30022890382651,-10.936925349863806,-382.30022890382651
6637029.7997068884,-10.319606753828968,-408.0345483287403,-4.2990068405493433,-408.0345483287403,-10.56690698173016,-409.21320482474408,-4.5463070684505347,-409.21320482474408,-11.12083814702898,-411.26998924998873,-5.1002382337493559,-411.26998924998873,-14.551847927523626,-411.81713538954415,-8.531248014244003,-411.81713538954415,-17.040031718124119,-383.8257851620308,-11.019431804844498,-383.8257851620308
6650708.3536883248,-10.424127405428189,-409.10543354454171,-4.4035274921485659,-409.10543354454171,-10.673540895083082,-410.32548797754458,-4.6529409818034582,-410.32548797754458,-11.233917464697981,-412.45151129579682,-5.2133175514183598,-412.45151129579682,-14.694511151561183,-412.98076502427045,-8.6739112382815602,-412.98076502427045,-17.125030899481104,-385.30472794234311,-11.104430986201479,-385.30472794234311
6664386.9076697603,-10.527991079805364,-410.15087555015481,-4.5073911665257391,-410.15087555015481,-10.779592067240024,-411.41256421272078,-4.758992153960401,-411.41256421272078,-11.346627277981636,-413.60776559068512,-5.3260273647020115,-413.60776559068512,-14.836979751572192,-414.11201711981192,-8.8163798382925673,-414.11201711981192,-17.212149144052585,-386.7387264410217,-11.19154923077296,-386.7387264410217
6678065.4616511967,-10.631072017136741,-411.17166187277394,-4.6104721038571181,-411.17166187277394,-10.88493615737621,-412.47522887827716,-4.8643362440965863,-412.47522887827716,-11.458845798552385,-414.73954296422312,-5.4382458852727638,-414.73954296422312,-14.979096519537617,-415.21177778853075,-8.9584966062579916,-415.21177778853075,-17.3010479230187,-388.12942086435618,-11.280448009739077,-388.12942086435618
6691744.0156326331,-10.733254751411021,-412.16858152404075,-4.7126548381313969,-412.16858152404075,-10.989459176485665,-413.51427885814218,-4.9688592632060411,-413.51427885814218,-11.570461675783283,-415.84763539059475,-5.5498617625036601,-415.84763539059475,-15.120716528557345,-416.28094028098297,-9.1001166152777202,-416.28094028098297,-17.391420576255744,-389.4784163472716,-11.370820662976119,-389.4784163472716
6705422.5696140695,-10.834433497257672,-413.14242114877953,-4.8138335839780479,-413.14242114877953,-11.093056876020801,-414.53050872121599,-5.0724569627411773,-414.53050872121599,-11.681373386413254,-416.93283211952433,-5.6607734731336299,-416.93283211952433,-15.261706497444514,-417.32040018455194,-9.2411065841648892,-417.32040018455194,-17.482989354571554,-390.78727831926091,-11.462389441291931,-390.78727831926091
6719101.123595506,-10.934511542409366,-414.09396173475875,-4.9139116291297427,-414.09396173475875,-11.195634142251318,-415.52470743126963,-5.1750342289716951,-415.52470743126963,-11.791488629947814,-417.99591636730469,-5.7708887166681899,-417.99591636730469,-15.401944153062381,-418.33105123723533,-9.3813442397827558,-418.33105123723533,-17.575502740550299,-392.05752906793555,-11.554902827270674,-392.05752906793555
6732779.6775769414,-11.033400651976965,-415.02397583084235,-5.0128007386973419,-415.02397583084235,-11.297104402524344,-416.49765556504184,-5.2765044892447204,-416.49765556504184,-11.900723735975207,-419.03766251524144,-5.8801238226955839,-419.03766251524144,-15.541317597657134,-419.31378170463887,-9.5207176843775088,-419.31378170463887,-17.668733021457086,-393.29064529163071,-11.648133108177463,-393.29064529163071
6746458.2315583779,-11.131020489366994,-415.93322522270472,-5.1104205760873702,-415.93322522270472,-11.397389048259486,-417.45012298769586,-5.3767891349798616,-417.45012298769586,-12.009003088229314,-420.05883376463572,-5.9884031749496893,-420.05883376463572,-15.679724687029331,-420.26947126940757,-9.6591247737497081,-420.26947126940757,-17.76247409015815,-394.48805646664607,-11.741874176878525,-394.48805646664607
6760136.7855398143,-11.227298057506374,-416.82245901775337,-5.206698144226749,-416.82245901775337,-11.496416878347265,-418.38286693725672,-5.4758169650676392,-418.38286693725672,-12.116258569065611,-421.06018019989097,-6.0956586557859858,-421.06018019989097,-15.817072424154958,-421.19898838422444,-9.7964725108753328,-421.19898838422444,-17.856539452298431,-395.65114388310928,-11.83593953901881,-395.65114388310928
6773815.3395212507,-11.322167163048157,-417.69241209382676,-5.3015672497685333,-417.69241209382676,-11.594123565628822,-419.2966304725843,-5.5735236523491984,-419.2966304725843,-12.222429027025361,-422.04243721425843,-6.2018291137457373,-422.04243721425843,-15.953276371807007,-422.10318804196692,-9.9326764585273857,-422.10318804196692,-17.950760420061449,-396.78124022716071,-11.930160506781828,-396.78124022716071
6787493.8935026871,-11.415567905396413,-418.54380386943075,-5.3949679921167899,-418.54380386943075,-11.690451148299154,-420.19214124261947,-5.6698512350195323,-420.19214124261947,-12.32745976932754,-423.00632425591908,-6.3068598560479163,-423.00632425591908,-16.088260086822569,-422.98290991939854,-10.067660173542945,-422.98290991939854,-18.044984474724565,-397.87962960697507,-12.02438456144494,-397.87962960697507
6801172.4474841235,-11.50744619169382,-419.37733735659839,-5.4868462784141947,-419.37733735659839,-11.785347547381926,-421.07011053797015,-5.7647476341023021,-421.07011053797015,-12.43130208043344,-423.95254385542444,-6.4107021671538158,-423.95254385542444,-16.22195457789563,-423.83897685377235,-10.201354664616009,-423.83897685377235,-18.13907378193408,-398.94754793676123,-12.118473868654455,-398.94754793676123
6814851.001465559,-11.597753278345383,-420.19369846080446,-5.5771533650657616,-420.19369846080446,-11.878766110853876,-421.93123258924265,-5.8581661975742518,-421.93123258924265,-12.533912767258613,-424.88178089886054,-6.5133128539789897,-424.88178089886054,-16.354297788136567,-424.67219361480318,-10.333697874856945,-424.67219361480318,-18.23290384517237,-399.98618360683304,-12.212303931892748,-399.98618360683304
6828529.5554469954,-11.686445339189966,-420.99355549565246,-5.6658454259103417,-420.99355549565246,-11.970665184535306,-422.77618407981049,-5.9500652712556823,-422.77618407981049,-12.635253731145056,-425.79470211437945,-6.6146538178654328,-425.79470211437945,-16.485234103110237,-425.4833459375472,-10.464634189830612,-425.4833459375472,-18.326362284288525,-400.99667837958947,-12.3057623710089,-400.99667837958947
6842208.1094284318,-11.773483060063374,-421.77755888321565,-5.7528831467837502,-421.77755888321565,-12.061007709495588,-423.60562384387555,-6.0404077962159652,-423.60562384387555,-12.735291566338493,-426.6919557429074,-6.7146916530588685,-426.6919557429074,-16.61471388463244,-426.27319978474031,-10.594113971352819,-426.27319978474031,-18.419347727227709,-401.9801284611263,-12.398747813948086,-401.9801284611263
6855886.6634098683,-11.858831259209495,-422.5463410139223,-5.8382313459298709,-422.5463410139223,-12.149760845435386,-424.42019272367952,-6.129160932155763,-424.42019272367952,-12.833997184428281,-427.57417136683728,-6.8133972711486566,-427.57417136683728,-16.742693030255317,-427.04250081004608,-10.722093116975696,-427.04250081004608,-18.51176880423677,-402.9375857065458,-12.491168890957148,-402.9375857065458
6869565.2173913047,-11.942458532776303,-423.30051624268862,-5.9218586194966782,-423.30051624268862,-12.236895619288013,-425.2205135625394,-6.2162957060083892,-425.2205135625394,-12.931345463987565,-428.44195987332904,-6.9107455507079409,-428.44195987332904,-16.869132558094758,-427.79197399641356,-10.848532644815137,-427.79197399641356,-18.603543234854389,-403.8700589240612,-12.582943321574763,-403.8700589240612
6883243.7713727402,-12.024336924471344,-424.04068100062415,-6.0037370111917205,-424.04068100062415,-12.322386598120334,-426.00719131299297,-6.3017866848407103,-426.00719131299297,-13.027314924489065,-429.29591353145275,-7.0067150112094421,-429.29591353145275,-16.993998216436374,-428.52232344633262,-10.973398303156753,-428.52232344633262,-18.69459699892602,-404.77851524893657,-12.673997085646398,-404.77851524893657
6896922.3253541766,-12.104441618336244,-424.76741400403841,-6.0838417050566198,-424.76741400403841,-12.406211585298834,-426.78081324174843,-6.3856116720192109,-426.78081324174843,-13.121887423456593,-430.13660616480968,-7.1012875101769692,-430.13660616480968,-17.117260117390739,-429.23423230317889,-11.096660204111117,-429.23423230317889,-18.784863583724299,-405.66388156331845,-12.764263670444675,-405.66388156331845
6910600.879335613,-12.18275065352368,-425.48127654467555,-6.1621507402440567,-425.48127654467555,-12.488351338810673,-427.54194921532053,-6.4677514255310502,-427.54194921532053,-13.215047875736083,-430.96459340346308,-7.1944479624564597,-430.96459340346308,-17.238892393746109,-429.92836278505933,-11.218292480466484,-429.92836278505933,-18.874283300015911,-406.52704594224178,-12.853683386736288,-406.52704594224178
6924279.4333170494,-12.259244659916588,-426.18281284710451,-6.2386447466369654,-426.18281284710451,-12.568789310585998,-428.29115205223962,-6.5481893973063752,-428.29115205223962,-13.30678399372605,-431.78041300100085,-7.2861840804464251,-431.78041300100085,-17.358872878079964,-430.60535631461607,-11.338272964800339,-430.60535631461607,-18.962802660601763,-407.36885910967823,-12.94220274732214,-407.36885910967823
6937957.9872984858,-12.333906613409907,-426.87255048098933,-6.3133067001302825,-426.87255048098933,-12.647511405648897,-429.02895792950551,-6.6269114923692731,-429.02895792950551,-13.397086047387683,-432.58458520434715,-7.3764861341080588,-432.58458520434715,-17.477182803132809,-431.26583373010112,-11.456582889853186,-431.26583373010112,-19.050373815477315,-408.19013589149381,-13.029773902197689,-408.19013589149381
6951636.5412799222,-12.406721609677152,-427.55100081758172,-6.3861216963975274,-427.55100081758172,-12.724505759926332,-429.7558868325811,-6.7039058466467081,-429.7558868325811,-13.48594664285643,-433.37761316554952,-7.4653467295768072,-433.37761316554952,-17.593806522413416,-431.91039556472845,-11.573206609133791,-431.91039556472845,-19.136954038319068,-408.99165665473004,-13.116354125039443,-408.99165665473004
6965315.0952613577,-12.477676655261289,-428.21865952122806,-6.4570767419816653,-428.21865952122806,-12.799762535562117,-430.472443039658,-6.7791626222824917,-430.472443039658,-13.573360518493821,-434.15998338621455,-7.5527606052141998,-434.15998338621455,-17.70873124999078,-432.53962238284157,-11.688131336711155,-432.53962238284157,-19.222505259509759,-409.77416872475192,-13.201905346230136,-409.77416872475192
6978993.6492427941,-12.546760474858758,-428.87600706796837,-6.5261605615791343,-428.87600706796837,-12.873273732612546,-431.17911563221179,-6.8526738193329217,-431.17911563221179,-13.659324357247369,-434.93216618654009,-7.6387244439677451,-434.93216618654009,-17.821946818428529,-433.15407516281249,-11.801346905148906,-433.15407516281249,-19.306993641371221,-410.53838777360409,-13.286393728091594,-410.53838777360409
6992672.2032242306,-12.61396333370354,-429.52350928444565,-6.5933634204239144,-429.52350928444565,-12.945033016038781,-431.87637902500001,-6.9244331027591564,-431.87637902500001,-13.74383661422382,-435.69461619202917,-7.7232367009441969,-435.69461619202917,-17.933445453829915,-433.75429571782519,-11.912845540550292,-433.75429571782519,-19.390389191685905,-411.28499917441195,-13.369789278406284,-411.28499917441195
7006350.757205667,-12.679276874003559,-430.16161790135845,-6.6586769607239358,-430.16161790135845,-13.015035556956603,-432.56469350966478,-6.9944356436769786,-432.56469350966478,-13.826897358426253,-436.44777283197686,-7.8062974451466296,-436.44777283197686,-18.043221566984801,-434.34080714680988,-12.02262165370518,-434.34080714680988,-19.472665411962204,-412.0146593179287,-13.452065498682583,-412.0146593179287
7020029.3111871034,-12.742693964430254,-430.79077111657699,-6.7220940511506306,-430.79077111657699,-13.083277887153201,-433.24450580698095,-7.0626779738735781,-433.24450580698095,-13.908508127653242,-437.19206084469914,-7.8879082143736206,-437.19206084469914,-18.151271559638385,-434.91411430878236,-12.130671646358762,-434.91411430878236,-19.553798977233868,-412.72799688836915,-13.533199063954244,-412.72799688836915
7033707.8651685389,-12.804208561714496,-431.41139416382595,-6.783608648434873,-431.41139416382595,-13.149757765933344,-433.91624962357332,-7.1291578526537203,-433.91624962357332,-13.988671795610427,-437.9278907852505,-7.9680718823308041,-437.9278907852505,-18.257593644936627,-435.47470431472755,-12.236993731657002,-435.47470431472755,-19.633769444489413,-413.42561409654655,-13.61316953120979,-413.42561409654655
7047386.4191499753,-12.863815583455265,-432.02389988352445,-6.8432156701756419,-432.02389988352445,-13.214474058410566,-434.58034620959978,-7.1938741451309429,-434.58034620959978,-14.067392450337069,-438.65565953205311,-8.0467925370574456,-438.65565953205311,-18.362187681141151,-436.02304703195051,-12.341587767861526,-436.02304703195051,-19.71255898710146,-414.10808786904244,-13.691959073821835,-414.10808786904244
7061064.9731314117,-12.92151079130119,-432.62868929297218,-6.9009108780215662,-432.62868929297218,-13.277426624413399,-435.23720491449586,-7.256826711133777,-435.23720491449586,-14.144675283103506,-439.37575078945201,-8.1240753698238812,-439.37575078945201,-18.465055017747403,-436.55959559651541,-12.44445510446778,-436.55959559651541,-19.790152152874647,-414.77597099273834,-13.769552239595022,-414.77597099273834
7074743.5271128481,-12.977290683718291,-433.22615215359457,-6.9566907704386649,-433.22615215359457,-13.338616217229994,-435.88722373838334,-7.3180163039503698,-435.88722373838334,-14.220526486987614,-440.08853558372141,-8.1999265737079909,-440.08853558372141,-18.566198353181424,-437.08478693000853,-12.545598439901799,-437.08478693000853,-19.866535643555196,-415.42979321451219,-13.845935730275574,-415.42979321451219
7088422.0810942845,-13.031152397609615,-433.81666753341511,-7.0105524843299927,-433.81666753341511,-13.398044391467099,-436.53078987720278,-7.377444478187476,-436.53078987720278,-14.294953164390055,-440.79437275049588,-8.2743532511104299,-440.79437275049588,-18.665621603293779,-437.59904225740775,-12.645021690014154,-437.59904225740775,-19.94169811384814,-416.07006229630912,-13.921098200568515,-416.07006229630912
7102100.635075721,-13.083093618102946,-434.40060436331601,-7.0624937048233205,-434.40060436331601,-13.455713419350381,-437.16828026000343,-7.4351135060707563,-437.16828026000343,-14.367963242797448,-441.49360941198114,-8.3473633295178225,-441.49360941198114,-18.763329779911093,-438.10276762331785,-12.742729866631468,-438.10276762331785,-20.015629988170925,-416.69726502609694,-13.995030074891302,-416.69726502609694
