status,candidate_count,pair_count,same_theta_numerical_equivalent_pair_count,nearest_candidate_count,cross_theta_pair_count,cross_theta_numerical_equivalent_pair_count,numerical_tolerance,noise_resolution_threshold,cross_theta_scope,source_formal_experiment_hash,runtime_s
completed,87,3741,0,87,62,0,1e-10,NaN,nearest_same_theta_pairs_only,f3ded2ebab251035aa5853fa60951f5cb86da2c4de60ac73c55ef5d2fbbcedd0,0.908331
