status,candidate_count,pair_count,same_theta_numerical_equivalent_pair_count,nearest_candidate_count,cross_theta_pair_count,cross_theta_numerical_equivalent_pair_count,numerical_tolerance,noise_resolution_threshold,cross_theta_scope,source_formal_experiment_hash,runtime_s
completed,87,3741,0,87,62,0,1e-10,NaN,nearest_same_theta_pairs_only,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,0.922363
