status,candidate_count,pair_count,same_theta_numerical_equivalent_pair_count,nearest_candidate_count,cross_theta_pair_count,cross_theta_numerical_equivalent_pair_count,numerical_tolerance,noise_resolution_threshold,cross_theta_scope,source_formal_experiment_hash,runtime_s
completed,87,3741,0,87,62,0,1e-10,NaN,nearest_same_theta_pairs_only,54e2139394ed86ed852eba9edd72bbc603d5b9a1b23ebbe035079e8135b586ad,0.853908
