dataset,scenario,sample,observation_seed,candidate_count,true_main_scale_audit_only,baseline_truth_distance,baseline_truth_best_main_scale,baseline_truth_best_load_scale,stage7a_coarse_truth_distance,stage7a_coarse_truth_best_main_scale,stage7a_coarse_truth_best_load_scale,stage7a_exhaustive_truth_distance,stage7a_exhaustive_truth_best_main_scale,stage7a_exhaustive_truth_best_load_scale,exhaustive_minus_baseline_truth_distance,max_distance_error,truth_distance_error,top1_changed,candidate_set_changed,state_changed,coarse_state,exhaustive_state,coarse_set,exhaustive_set,global_outside_local_count,coarse_template_comparisons,exhaustive_template_comparisons,exhaustive_runtime_s
independent_test,scale_large,diagnostic_r065,402671165,23,0.980500200742589,0.0282572934408479,0.98,1,0.0605446417752338,0.975,1.1,0.0605446417752338,0.975,1.1,0.0322873483343859,0,0,0,0,0,LOW_CONFIDENCE,LOW_CONFIDENCE,"G004,G007","G004,G007",0,575,1380,0.000859
independent_test,scale_large,diagnostic_r066,402671166,23,1.00206725831097,0.035309440785182,1,1,0.035309440785182,1,1,0.035309440785182,1,1,-6.93889390390723e-18,0,0,0,0,0,LOW_CONFIDENCE,LOW_CONFIDENCE,"G004,G007","G004,G007",0,580,1380,0.000916
independent_test,scale_large,diagnostic_r067,402671167,23,0.986321689207937,0.0730510304637762,0.98,1,0.119060984185564,0.975,1.2,0.119060984185564,0.975,1.2,0.0460099537217874,0,0,0,0,0,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,"G004","G004",0,575,1380,0.00094
independent_test,scale_large,diagnostic_r068,402671168,23,0.996728011205335,0.0434944493106594,1,1,0.0434944493106594,1,1,0.0434944493106594,1,1,6.93889390390723e-18,0,0,0,0,0,LOW_CONFIDENCE,LOW_CONFIDENCE,"G004,G007","G004,G007",0,580,1380,0.000856
independent_test,scale_large,diagnostic_r069,402671169,23,0.983971721103276,0.0511655941163922,0.98,1,0.0946506986296178,0.975,1.2,0.0946506986296178,0.975,1.2,0.0434851045132256,0,0,0,0,0,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,"G004","G004",0,575,1380,0.000882
independent_test,scale_large,diagnostic_r070,402671170,23,1.01530503202583,0.0552519883729708,1.02,1,0.0976224565806525,1.025,0.9,0.0976224565806525,1.025,0.9,0.0423704682076817,0,0,0,0,0,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,"G004","G004",0,580,1380,0.000965
independent_test,scale_large,diagnostic_r071,402671171,23,1.00845568126794,0.089137484302986,1,1,0.0890976200318641,1,1.1,0.0890976200318641,1,1.1,-3.986427112182e-05,0,0,0,0,0,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,"G004","G004",0,580,1380,0.000944
independent_test,scale_large,diagnostic_r072,402671172,23,1.00426422691743,0.0494648017539041,1,1,0.0494648017539041,1,1,0.0494648017539041,1,1,0,0,0,0,0,0,LOW_CONFIDENCE,LOW_CONFIDENCE,"G004,G007","G004,G007",0,580,1380,0.000938
independent_test,scale_large,diagnostic_r073,402671173,23,1.01274568919065,0.0746964873625465,1.02,1,0.118798093383073,1.025,1.1,0.118798093383073,1.025,1.1,0.0441016060205267,0,0,0,0,0,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,"G004","G004",0,575,1380,0.000928
independent_test,scale_large,diagnostic_r074,402671174,23,0.982222687631433,0.036609553934239,0.98,1,0.0768367772557719,0.975,1.1,0.0768367772557719,0.975,1.1,0.0402272233215329,0,0,0,0,0,LOW_CONFIDENCE,LOW_CONFIDENCE,"G004,G007","G004,G007",0,575,1380,0.000899
