dataset,scenario,sample,candidate_id,coarse_distance,exhaustive_distance,distance_error,coarse_best_template_index,exhaustive_best_template_index,coarse_pivot_index,global_in_local_window,coarse_pivot_distance
independent_test,scale_medium,diagnostic_r071,G006,0.155907479547975,0.155907479547975,0,41,41,41,1,0.155907479547975
independent_test,scale_medium,diagnostic_r071,G007,0.145259486250607,0.145259486250607,0,41,41,41,1,0.145259486250607
independent_test,scale_medium,diagnostic_r072,G001,0.201634602727113,0.201634602727113,0,5,5,5,1,0.201634602727113
independent_test,scale_medium,diagnostic_r072,G002,0.130669728663742,0.130669728663742,0,41,41,41,1,0.130669728663742
independent_test,scale_medium,diagnostic_r072,G003,0.0494648017539041,0.0494648017539041,0,23,23,23,1,0.0494648017539041
independent_test,scale_medium,diagnostic_r072,G004,0.131744524181926,0.131744524181926,0,41,41,41,1,0.131744524181926
independent_test,scale_medium,diagnostic_r072,G005,0.130669728663742,0.130669728663742,0,41,41,41,1,0.130669728663742
independent_test,scale_medium,diagnostic_r072,G006,0.143724359307409,0.143724359307409,0,41,41,41,1,0.143724359307409
independent_test,scale_medium,diagnostic_r072,G007,0.131744524181926,0.131744524181926,0,41,41,41,1,0.131744524181926
independent_test,scale_medium,diagnostic_r073,G001,0.225338521736859,0.225338521736859,0,6,6,5,1,0.229337607523649
independent_test,scale_medium,diagnostic_r073,G002,0.158245147572009,0.158245147572009,0,42,42,41,1,0.163275900307675
independent_test,scale_medium,diagnostic_r073,G003,0.118798093383073,0.118798093383073,0,33,33,41,1,0.122950725183931
independent_test,scale_medium,diagnostic_r073,G004,0.159448098207191,0.159448098207191,0,42,42,41,1,0.163068767250027
independent_test,scale_medium,diagnostic_r073,G005,0.158245147572009,0.158245147572009,0,42,42,41,1,0.163275900307675
independent_test,scale_medium,diagnostic_r073,G006,0.1681950167815,0.1681950167815,0,42,42,41,1,0.171652189103524
independent_test,scale_medium,diagnostic_r073,G007,0.159448098207192,0.159448098207192,0,42,42,41,1,0.163068767250027
independent_test,scale_medium,diagnostic_r074,G001,0.210101200901734,0.210101200901734,0,4,4,5,1,0.260907980596741
independent_test,scale_medium,diagnostic_r074,G002,0.137044144216304,0.137044144216304,0,40,40,41,1,0.191579468906589
independent_test,scale_medium,diagnostic_r074,G003,0.0768367772557719,0.0768367772557719,0,31,31,41,1,0.171145059752205
independent_test,scale_medium,diagnostic_r074,G004,0.140402243756719,0.140402243756719,0,40,40,41,1,0.189185728400206
independent_test,scale_medium,diagnostic_r074,G005,0.137044144216304,0.137044144216304,0,40,40,41,1,0.191579468906589
independent_test,scale_medium,diagnostic_r074,G006,0.151655689664539,0.151655689664539,0,40,40,41,1,0.19635003738949
independent_test,scale_medium,diagnostic_r074,G007,0.140402243756719,0.140402243756719,0,40,40,41,1,0.189185728400206
independent_test,scale_medium,diagnostic_r075,G001,0.202691301893574,0.202691301893574,0,5,5,5,1,0.202691301893574
independent_test,scale_medium,diagnostic_r075,G002,0.130566081370848,0.130566081370848,0,41,41,41,1,0.130566081370848
independent_test,scale_medium,diagnostic_r075,G003,0.0610639517504346,0.0610639517504346,0,32,32,23,1,0.061159735841515
independent_test,scale_medium,diagnostic_r075,G004,0.131556210832868,0.131556210832868,0,41,41,41,1,0.131556210832868
independent_test,scale_medium,diagnostic_r075,G005,0.130566081370848,0.130566081370848,0,41,41,41,1,0.130566081370848
independent_test,scale_medium,diagnostic_r075,G006,0.143346402926335,0.143346402926335,0,41,41,41,1,0.143346402926335
independent_test,scale_medium,diagnostic_r075,G007,0.131556210832868,0.131556210832868,0,41,41,41,1,0.131556210832868
independent_test,scale_medium,diagnostic_r076,G001,0.217361884820441,0.217361884820441,0,5,5,5,1,0.217361884820441
independent_test,scale_medium,diagnostic_r076,G002,0.1470466675852,0.1470466675852,0,41,41,41,1,0.1470466675852
independent_test,scale_medium,diagnostic_r076,G003,0.101457591166211,0.101457591166211,0,32,32,23,1,0.101574732905746
independent_test,scale_medium,diagnostic_r076,G004,0.149896978209907,0.149896978209907,0,41,41,41,1,0.149896978209907
independent_test,scale_medium,diagnostic_r076,G005,0.1470466675852,0.1470466675852,0,41,41,41,1,0.1470466675852
independent_test,scale_medium,diagnostic_r076,G006,0.160432754899866,0.160432754899866,0,41,41,41,1,0.160432754899866
independent_test,scale_medium,diagnostic_r076,G007,0.149896978209907,0.149896978209907,0,41,41,41,1,0.149896978209907
independent_test,scale_medium,diagnostic_r077,G001,0.22107157906227,0.22107157906227,0,6,6,5,1,0.240470610575273
independent_test,scale_medium,diagnostic_r077,G002,0.151203750995851,0.151203750995851,0,42,42,41,1,0.171590299770567
independent_test,scale_medium,diagnostic_r077,G003,0.104977921010805,0.104726461389955,0.000251459620850353,33,24,41,0,0.141044073333365
independent_test,scale_medium,diagnostic_r077,G004,0.153422233856034,0.153422233856034,0,42,42,41,1,0.170062200870085
independent_test,scale_medium,diagnostic_r077,G005,0.151203750995851,0.151203750995851,0,42,42,41,1,0.171590299770567
independent_test,scale_medium,diagnostic_r077,G006,0.161733495508498,0.161733495508498,0,42,42,41,1,0.177004217940723
independent_test,scale_medium,diagnostic_r077,G007,0.153422233856034,0.153422233856034,0,42,42,41,1,0.170062200870085
independent_test,scale_medium,diagnostic_r078,G001,0.228898896433399,0.228898896433399,0,5,5,5,1,0.228898896433399
independent_test,scale_medium,diagnostic_r078,G002,0.162621838894536,0.162621838894536,0,40,40,41,1,0.163256115665982
independent_test,scale_medium,diagnostic_r078,G003,0.122869615253609,0.122869615253609,0,40,40,41,1,0.126400787168025
independent_test,scale_medium,diagnostic_r078,G004,0.161856918923856,0.161856918923856,0,40,40,41,1,0.163542186895909
independent_test,scale_medium,diagnostic_r078,G005,0.162621838894536,0.162621838894536,0,40,40,41,1,0.163256115665982
independent_test,scale_medium,diagnostic_r078,G006,0.171224276788105,0.171224276788105,0,40,40,41,1,0.173657321159946
independent_test,scale_medium,diagnostic_r078,G007,0.161856918923856,0.161856918923856,0,40,40,41,1,0.163542186895909
independent_test,scale_medium,diagnostic_r079,G001,0.20949125610172,0.20949125610172,0,6,6,5,1,0.239997382870289
independent_test,scale_medium,diagnostic_r079,G002,0.142928474669209,0.142928474669209,0,42,42,41,1,0.175859326694282
independent_test,scale_medium,diagnostic_r079,G003,0.092705908577319,0.092705908577319,0,42,42,41,1,0.149586580480016
independent_test,scale_medium,diagnostic_r079,G004,0.146672452157601,0.146672452157601,0,42,42,41,1,0.176822374869213
independent_test,scale_medium,diagnostic_r079,G005,0.142928474669209,0.142928474669209,0,42,42,41,1,0.175859326694282
independent_test,scale_medium,diagnostic_r079,G006,0.157535186283813,0.157535186283813,0,42,42,41,1,0.183814747704207
independent_test,scale_medium,diagnostic_r079,G007,0.146672452157601,0.146672452157601,0,42,42,41,1,0.176822374869213
independent_test,scale_medium,diagnostic_r080,G001,0.19307137563779,0.19307137563779,0,5,5,5,1,0.19307137563779
independent_test,scale_medium,diagnostic_r080,G002,0.123537031624712,0.123537031624712,0,41,41,41,1,0.123537031624712
independent_test,scale_medium,diagnostic_r080,G003,0.0461158679040652,0.0461158679040652,0,32,32,41,1,0.0463640115556975
independent_test,scale_medium,diagnostic_r080,G004,0.131508527015482,0.131508527015482,0,41,41,41,1,0.131508527015482
independent_test,scale_medium,diagnostic_r080,G005,0.123537031624712,0.123537031624712,0,41,41,41,1,0.123537031624712
independent_test,scale_medium,diagnostic_r080,G006,0.143269720178855,0.143269720178855,0,41,41,41,1,0.143269720178855
independent_test,scale_medium,diagnostic_r080,G007,0.131508527015482,0.131508527015482,0,41,41,41,1,0.131508527015482
independent_test,scale_medium,diagnostic_r081,G001,0.231637918218252,0.231637918218252,0,4,4,5,1,0.239743186739758
independent_test,scale_medium,diagnostic_r081,G002,0.16152327149559,0.16152327149559,0,40,40,41,1,0.169497498495974
independent_test,scale_medium,diagnostic_r081,G003,0.116777634235833,0.116777634235833,0,31,31,23,1,0.137793680056487
independent_test,scale_medium,diagnostic_r081,G004,0.160234228065277,0.160234228065277,0,40,40,41,1,0.169384333162304
independent_test,scale_medium,diagnostic_r081,G005,0.16152327149559,0.16152327149559,0,40,40,41,1,0.169497498495974
independent_test,scale_medium,diagnostic_r081,G006,0.169270345897988,0.169270345897988,0,40,40,41,1,0.178190844259258
independent_test,scale_medium,diagnostic_r081,G007,0.160234228065277,0.160234228065277,0,40,40,41,1,0.169384333162304
independent_test,scale_medium,diagnostic_r082,G001,0.209652048119189,0.209652048119189,0,5,5,5,1,0.209652048119189
independent_test,scale_medium,diagnostic_r082,G002,0.142243008670617,0.142243008670617,0,41,41,41,1,0.142243008670617
independent_test,scale_medium,diagnostic_r082,G003,0.0871479362575422,0.0871479362575422,0,32,32,23,1,0.0872452702450768
independent_test,scale_medium,diagnostic_r082,G004,0.146483099154233,0.146483099154233,0,41,41,41,1,0.146483099154233
independent_test,scale_medium,diagnostic_r082,G005,0.142243008670617,0.142243008670617,0,41,41,41,1,0.142243008670617
independent_test,scale_medium,diagnostic_r082,G006,0.156208580288434,0.156208580288434,0,41,41,41,1,0.156208580288434
independent_test,scale_medium,diagnostic_r082,G007,0.146483099154233,0.146483099154233,0,41,41,41,1,0.146483099154233
independent_test,scale_medium,diagnostic_r083,G001,0.205366644490292,0.205366644490292,0,5,5,5,1,0.205366644490292
independent_test,scale_medium,diagnostic_r083,G002,0.138309345881322,0.138309345881322,0,32,32,41,1,0.1383157663497
independent_test,scale_medium,diagnostic_r083,G003,0.0787202963265781,0.0787202963265781,0,23,23,23,1,0.0787202963265781
independent_test,scale_medium,diagnostic_r083,G004,0.144710711405184,0.144710711405184,0,41,41,41,1,0.144710711405184
independent_test,scale_medium,diagnostic_r083,G005,0.138309345881322,0.138309345881322,0,32,32,41,1,0.1383157663497
independent_test,scale_medium,diagnostic_r083,G006,0.154158198690368,0.154158198690368,0,41,41,41,1,0.154158198690368
independent_test,scale_medium,diagnostic_r083,G007,0.144710711405184,0.144710711405184,0,41,41,41,1,0.144710711405184
independent_test,scale_medium,diagnostic_r084,G001,0.199139306506879,0.199139306506879,0,5,5,5,1,0.199139306506879
independent_test,scale_medium,diagnostic_r084,G002,0.132619594949645,0.132619594949645,0,41,41,41,1,0.132619594949645
independent_test,scale_medium,diagnostic_r084,G003,0.0558391885305945,0.0558391885305945,0,23,23,23,1,0.0558391885305945
independent_test,scale_medium,diagnostic_r084,G004,0.137482878931018,0.137482878931018,0,41,41,41,1,0.137482878931018
independent_test,scale_medium,diagnostic_r084,G005,0.132619594949645,0.132619594949645,0,41,41,41,1,0.132619594949645
independent_test,scale_medium,diagnostic_r084,G006,0.148977250251189,0.148977250251189,0,41,41,41,1,0.148977250251189
independent_test,scale_medium,diagnostic_r084,G007,0.137482878931018,0.137482878931018,0,41,41,41,1,0.137482878931018
independent_test,scale_medium,diagnostic_r085,G001,0.210899472525397,0.210899472525397,0,4,4,5,1,0.260046824679706
independent_test,scale_medium,diagnostic_r085,G002,0.139265275261938,0.139265275261938,0,40,40,41,1,0.192122359029686
independent_test,scale_medium,diagnostic_r085,G003,0.076864478058337,0.0767915326166917,7.29454416453779e-05,31,22,41,0,0.174870235034676
independent_test,scale_medium,diagnostic_r085,G004,0.144362405230074,0.144362405230074,0,40,40,41,1,0.192371692778284
independent_test,scale_medium,diagnostic_r085,G005,0.139265275261938,0.139265275261938,0,40,40,41,1,0.192122359029686
independent_test,scale_medium,diagnostic_r085,G006,0.154488926864732,0.154488926864732,0,40,40,41,1,0.198920641161358
independent_test,scale_medium,diagnostic_r085,G007,0.144362405230074,0.144362405230074,0,40,40,41,1,0.192371692778284
independent_test,scale_medium,diagnostic_r086,G001,0.209918232421887,0.209918232421887,0,6,6,5,1,0.251450616775346
independent_test,scale_medium,diagnostic_r086,G002,0.142929006672923,0.142929006672923,0,42,42,41,1,0.185574852648363
independent_test,scale_medium,diagnostic_r086,G003,0.0881045072273864,0.0880075741831948,9.69330441916161e-05,33,24,41,0,0.155637378513197
independent_test,scale_medium,diagnostic_r086,G004,0.144799764514418,0.144799764514418,0,42,42,41,1,0.18078860525484
independent_test,scale_medium,diagnostic_r086,G005,0.142929006672923,0.142929006672923,0,42,42,41,1,0.185574852648363
independent_test,scale_medium,diagnostic_r086,G006,0.155800854002983,0.155800854002983,0,42,42,41,1,0.188385951845112
independent_test,scale_medium,diagnostic_r086,G007,0.144799764514418,0.144799764514418,0,42,42,41,1,0.18078860525484
independent_test,scale_medium,diagnostic_r087,G001,0.221827339261231,0.221827339261231,0,5,5,5,1,0.221827339261231
independent_test,scale_medium,diagnostic_r087,G002,0.155559055809084,0.155559055809084,0,41,41,41,1,0.155559055809084
independent_test,scale_medium,diagnostic_r087,G003,0.109053391820999,0.109053391820999,0,32,32,23,1,0.109166495050173
independent_test,scale_medium,diagnostic_r087,G004,0.156552445987727,0.156552445987727,0,41,41,41,1,0.156552445987727
independent_test,scale_medium,diagnostic_r087,G005,0.155559055809084,0.155559055809084,0,41,41,41,1,0.155559055809084
independent_test,scale_medium,diagnostic_r087,G006,0.166209712252617,0.166209712252617,0,41,41,41,1,0.166209712252617
independent_test,scale_medium,diagnostic_r087,G007,0.156552445987727,0.156552445987727,0,41,41,41,1,0.156552445987727
independent_test,scale_medium,diagnostic_r088,G001,0.206727676854653,0.206727676854653,0,5,5,5,1,0.206727676854653
independent_test,scale_medium,diagnostic_r088,G002,0.135061053837265,0.135061053837265,0,41,41,41,1,0.135061053837265
independent_test,scale_medium,diagnostic_r088,G003,0.0746313877700181,0.0746313877700181,0,23,23,23,1,0.0746313877700181
independent_test,scale_medium,diagnostic_r088,G004,0.138969549013739,0.138969549013739,0,41,41,41,1,0.138969549013739
independent_test,scale_medium,diagnostic_r088,G005,0.135061053837265,0.135061053837265,0,41,41,41,1,0.135061053837265
independent_test,scale_medium,diagnostic_r088,G006,0.149798024931131,0.149798024931131,0,41,41,41,1,0.149798024931131
independent_test,scale_medium,diagnostic_r088,G007,0.138969549013739,0.138969549013739,0,41,41,41,1,0.138969549013739
independent_test,scale_medium,diagnostic_r089,G001,0.221468771138733,0.221468771138733,0,5,5,5,1,0.221468771138733
independent_test,scale_medium,diagnostic_r089,G002,0.156510666202461,0.156510666202461,0,41,41,41,1,0.156510666202461
independent_test,scale_medium,diagnostic_r089,G003,0.104657615916187,0.104657615916187,0,32,32,41,1,0.104741929739811
independent_test,scale_medium,diagnostic_r089,G004,0.155770278885655,0.155770278885655,0,41,41,41,1,0.155770278885655
independent_test,scale_medium,diagnostic_r089,G005,0.156510666202461,0.156510666202461,0,41,41,41,1,0.156510666202461
independent_test,scale_medium,diagnostic_r089,G006,0.166360509965668,0.166360509965668,0,41,41,41,1,0.166360509965668
independent_test,scale_medium,diagnostic_r089,G007,0.155770278885655,0.155770278885655,0,41,41,41,1,0.155770278885655
independent_test,scale_medium,diagnostic_r090,G001,0.201082327240064,0.201082327240064,0,5,5,5,1,0.201082327240064
independent_test,scale_medium,diagnostic_r090,G002,0.139060699656731,0.139060699656731,0,41,41,41,1,0.139060699656731
independent_test,scale_medium,diagnostic_r090,G003,0.0639321970051776,0.0639321970051776,0,32,32,23,1,0.0639417074272257
independent_test,scale_medium,diagnostic_r090,G004,0.142343619896817,0.142343619896817,0,41,41,41,1,0.142343619896817
independent_test,scale_medium,diagnostic_r090,G005,0.139060699656731,0.139060699656731,0,41,41,41,1,0.139060699656731
independent_test,scale_medium,diagnostic_r090,G006,0.153645574545262,0.153645574545262,0,41,41,41,1,0.153645574545262
independent_test,scale_medium,diagnostic_r090,G007,0.142343619896817,0.142343619896817,0,41,41,41,1,0.142343619896817
independent_test,scale_medium,diagnostic_r091,G001,0.217347828565931,0.217347828565931,0,5,5,5,1,0.217347828565931
independent_test,scale_medium,diagnostic_r091,G002,0.144694220995131,0.144694220995131,0,41,41,41,1,0.144694220995131
independent_test,scale_medium,diagnostic_r091,G003,0.0924092311932959,0.0924092311932959,0,23,23,23,1,0.0924092311932959
independent_test,scale_medium,diagnostic_r091,G004,0.14518476995108,0.14518476995108,0,41,41,41,1,0.14518476995108
independent_test,scale_medium,diagnostic_r091,G005,0.144694220995131,0.144694220995131,0,41,41,41,1,0.144694220995131
independent_test,scale_medium,diagnostic_r091,G006,0.155589956744491,0.155589956744491,0,41,41,41,1,0.155589956744491
independent_test,scale_medium,diagnostic_r091,G007,0.14518476995108,0.14518476995108,0,41,41,41,1,0.14518476995108
independent_test,scale_medium,diagnostic_r092,G001,0.20175568016687,0.20175568016687,0,5,5,5,1,0.20175568016687
independent_test,scale_medium,diagnostic_r092,G002,0.135836714857422,0.135836714857422,0,41,41,41,1,0.135836714857422
independent_test,scale_medium,diagnostic_r092,G003,0.0619906516633676,0.0619906516633676,0,23,23,23,1,0.0619906516633676
independent_test,scale_medium,diagnostic_r092,G004,0.140401620965212,0.140401620965212,0,41,41,41,1,0.140401620965212
independent_test,scale_medium,diagnostic_r092,G005,0.135836714857422,0.135836714857422,0,41,41,41,1,0.135836714857422
independent_test,scale_medium,diagnostic_r092,G006,0.151352182847578,0.151352182847578,0,41,41,41,1,0.151352182847578
independent_test,scale_medium,diagnostic_r092,G007,0.140401620965212,0.140401620965212,0,41,41,41,1,0.140401620965212
independent_test,scale_medium,diagnostic_r093,G001,0.207378608404204,0.207378608404204,0,6,6,5,1,0.257332427630072
independent_test,scale_medium,diagnostic_r093,G002,0.143734051799138,0.143734051799138,0,42,42,41,1,0.190859418097905
independent_test,scale_medium,diagnostic_r093,G003,0.0768569235675942,0.0766316568564593,0.000225266711134972,33,24,41,0,0.164762161294865
independent_test,scale_medium,diagnostic_r093,G004,0.145347024811518,0.145347024811518,0,42,42,41,1,0.186332933146999
independent_test,scale_medium,diagnostic_r093,G005,0.143734051799138,0.143734051799138,0,42,42,41,1,0.190859418097905
independent_test,scale_medium,diagnostic_r093,G006,0.158022083491028,0.158022083491028,0,42,42,41,1,0.19361128299325
independent_test,scale_medium,diagnostic_r093,G007,0.145347024811518,0.145347024811518,0,42,42,41,1,0.186332933146999
independent_test,scale_medium,diagnostic_r094,G001,0.21937254885529,0.21937254885529,0,5,5,5,1,0.21937254885529
independent_test,scale_medium,diagnostic_r094,G002,0.152008215637275,0.152008215637275,0,41,41,41,1,0.152008215637275
independent_test,scale_medium,diagnostic_r094,G003,0.103863065816348,0.103863065816348,0,32,32,23,1,0.103998449678952
independent_test,scale_medium,diagnostic_r094,G004,0.153975146716944,0.153975146716944,0,41,41,41,1,0.153975146716944
independent_test,scale_medium,diagnostic_r094,G005,0.152008215637275,0.152008215637275,0,41,41,41,1,0.152008215637275
independent_test,scale_medium,diagnostic_r094,G006,0.163353119954183,0.163353119954183,0,41,41,41,1,0.163353119954183
independent_test,scale_medium,diagnostic_r094,G007,0.153975146716944,0.153975146716944,0,41,41,41,1,0.153975146716944
independent_test,scale_medium,diagnostic_r095,G001,0.193093131927057,0.193093131927057,0,5,5,5,1,0.193093131927057
independent_test,scale_medium,diagnostic_r095,G002,0.122636355671291,0.122636355671291,0,32,32,41,1,0.122645746194644
independent_test,scale_medium,diagnostic_r095,G003,0.0302607659782793,0.0302607659782793,0,23,23,23,1,0.0302607659782793
independent_test,scale_medium,diagnostic_r095,G004,0.130410294878583,0.130410294878583,0,41,41,41,1,0.130410294878583
independent_test,scale_medium,diagnostic_r095,G005,0.122636355671291,0.122636355671291,0,32,32,41,1,0.122645746194644
independent_test,scale_medium,diagnostic_r095,G006,0.143134403274566,0.143134403274566,0,41,41,41,1,0.143134403274566
independent_test,scale_medium,diagnostic_r095,G007,0.130410294878583,0.130410294878583,0,41,41,41,1,0.130410294878583
independent_test,scale_medium,diagnostic_r096,G001,0.223146557659526,0.223146557659526,0,4,4,5,1,0.24456765816626
independent_test,scale_medium,diagnostic_r096,G002,0.153209200631071,0.153209200631071,0,40,40,41,1,0.174069884132028
independent_test,scale_medium,diagnostic_r096,G003,0.10517605438979,0.10517605438979,0,31,31,41,1,0.15053763795119
independent_test,scale_medium,diagnostic_r096,G004,0.155751424941883,0.155751424941883,0,40,40,41,1,0.175223593354851
independent_test,scale_medium,diagnostic_r096,G005,0.15320920063107,0.15320920063107,0,40,40,41,1,0.174069884132028
independent_test,scale_medium,diagnostic_r096,G006,0.164886629431629,0.164886629431629,0,40,40,41,1,0.18227012760501
independent_test,scale_medium,diagnostic_r096,G007,0.155751424941883,0.155751424941883,0,40,40,41,1,0.175223593354851
independent_test,scale_medium,diagnostic_r097,G001,0.217771363064226,0.217771363064226,0,6,6,5,1,0.241979609622823
independent_test,scale_medium,diagnostic_r097,G002,0.151707069772073,0.151707069772073,0,42,42,41,1,0.176099053103002
independent_test,scale_medium,diagnostic_r097,G003,0.101082051836979,0.10102611448789,5.59373490895271e-05,33,24,41,0,0.143464765777984
independent_test,scale_medium,diagnostic_r097,G004,0.154322100551339,0.154322100551339,0,42,42,41,1,0.175103935219453
independent_test,scale_medium,diagnostic_r097,G005,0.151707069772073,0.151707069772073,0,42,42,41,1,0.176099053103002
independent_test,scale_medium,diagnostic_r097,G006,0.164429131528957,0.164429131528957,0,42,42,41,1,0.182990211831452
independent_test,scale_medium,diagnostic_r097,G007,0.154322100551339,0.154322100551339,0,42,42,41,1,0.175103935219453
independent_test,scale_medium,diagnostic_r098,G001,0.226302052582518,0.226302052582518,0,4,4,5,1,0.237970302344269
independent_test,scale_medium,diagnostic_r098,G002,0.155131820461632,0.155131820461632,0,40,40,41,1,0.166957360736236
independent_test,scale_medium,diagnostic_r098,G003,0.111265850694292,0.111265850694292,0,40,40,41,1,0.139678213362333
independent_test,scale_medium,diagnostic_r098,G004,0.155834286396724,0.155834286396724,0,40,40,41,1,0.167699384744275
independent_test,scale_medium,diagnostic_r098,G005,0.155131820461632,0.155131820461632,0,40,40,41,1,0.166957360736236
independent_test,scale_medium,diagnostic_r098,G006,0.165419376892892,0.165419376892892,0,40,40,41,1,0.176836632671451
independent_test,scale_medium,diagnostic_r098,G007,0.155834286396724,0.155834286396724,0,40,40,41,1,0.167699384744275
independent_test,scale_medium,diagnostic_r099,G001,0.205449927793249,0.205449927793249,0,5,5,5,1,0.205449927793249
independent_test,scale_medium,diagnostic_r099,G002,0.141701775061631,0.141701775061631,0,41,41,41,1,0.141701775061631
independent_test,scale_medium,diagnostic_r099,G003,0.0812536531124785,0.0812536531124785,0,32,32,23,1,0.0813377785598186
independent_test,scale_medium,diagnostic_r099,G004,0.147807104407182,0.147807104407182,0,41,41,41,1,0.147807104407182
independent_test,scale_medium,diagnostic_r099,G005,0.141701775061631,0.141701775061631,0,41,41,41,1,0.141701775061631
independent_test,scale_medium,diagnostic_r099,G006,0.158549480638564,0.158549480638564,0,41,41,41,1,0.158549480638564
independent_test,scale_medium,diagnostic_r099,G007,0.147807104407182,0.147807104407182,0,41,41,41,1,0.147807104407182
independent_test,scale_medium,diagnostic_r100,G001,0.212278155550267,0.212278155550267,0,4,4,5,1,0.256566765041855
independent_test,scale_medium,diagnostic_r100,G002,0.14532607032334,0.14532607032334,0,40,40,41,1,0.188173542049638
independent_test,scale_medium,diagnostic_r100,G003,0.081501093618251,0.081501093618251,0,31,31,41,1,0.164675020919064
independent_test,scale_medium,diagnostic_r100,G004,0.147241734504938,0.147241734504938,0,40,40,41,1,0.185503414496181
independent_test,scale_medium,diagnostic_r100,G005,0.14532607032334,0.14532607032334,0,40,40,41,1,0.188173542049638
independent_test,scale_medium,diagnostic_r100,G006,0.15768878634766,0.15768878634766,0,40,40,41,1,0.194037854099885
independent_test,scale_medium,diagnostic_r100,G007,0.147241734504938,0.147241734504938,0,40,40,41,1,0.185503414496181
archived_replay,scale_large,scale_large_r01,G001,0.225472785773797,0.225472785773797,0,5,5,5,1,0.225472785773797
archived_replay,scale_large,scale_large_r01,G002,0.15624195837639,0.15624195837639,0,41,41,41,1,0.15624195837639
archived_replay,scale_large,scale_large_r01,G003,0.165315962464024,0.165315962464024,0,41,41,41,1,0.165315962464024
archived_replay,scale_large,scale_large_r01,G004,0.118837947456585,0.118837947456585,0,41,41,41,1,0.118837947456585
archived_replay,scale_large,scale_large_r01,G005,0.158219329198748,0.158219329198748,0,41,41,41,1,0.158219329198748
archived_replay,scale_large,scale_large_r01,G006,0.187117198161133,0.187117198161133,0,41,41,41,1,0.187117198161133
archived_replay,scale_large,scale_large_r01,G007,0.136790187022519,0.136790187022519,0,41,41,41,1,0.136790187022519
archived_replay,scale_large,scale_large_r01,G008,0.184169477006656,0.184169477006656,0,41,41,41,1,0.184169477006656
archived_replay,scale_large,scale_large_r01,G009,0.209447780645893,0.209447780645893,0,41,41,41,1,0.209447780645893
archived_replay,scale_large,scale_large_r01,G010,0.15624195837639,0.15624195837639,0,41,41,41,1,0.15624195837639
archived_replay,scale_large,scale_large_r01,G011,0.167168373308724,0.167168373308724,0,41,41,41,1,0.167168373308724
archived_replay,scale_large,scale_large_r01,G012,0.189757694055522,0.189757694055522,0,41,41,41,1,0.189757694055522
archived_replay,scale_large,scale_large_r01,G013,0.158219329198748,0.158219329198748,0,41,41,41,1,0.158219329198748
archived_replay,scale_large,scale_large_r01,G014,0.202815627133962,0.202815627133962,0,41,41,41,1,0.202815627133962
archived_replay,scale_large,scale_large_r01,G015,0.222621512389242,0.222621512389242,0,41,41,41,1,0.222621512389242
archived_replay,scale_large,scale_large_r01,G016,0.184169477006656,0.184169477006656,0,41,41,41,1,0.184169477006656
archived_replay,scale_large,scale_large_r01,G017,0.221981843907829,0.221981843907829,0,41,41,41,1,0.221981843907829
archived_replay,scale_large,scale_large_r01,G018,0.165315962464024,0.165315962464024,0,41,41,41,1,0.165315962464024
archived_replay,scale_large,scale_large_r01,G019,0.189757694055522,0.189757694055522,0,41,41,41,1,0.189757694055522
archived_replay,scale_large,scale_large_r01,G020,0.211314744940199,0.211314744940199,0,41,41,41,1,0.211314744940199
archived_replay,scale_large,scale_large_r01,G021,0.187117198161133,0.187117198161133,0,41,41,41,1,0.187117198161133
archived_replay,scale_large,scale_large_r01,G022,0.222621512389242,0.222621512389242,0,41,41,41,1,0.222621512389242
archived_replay,scale_large,scale_large_r01,G023,0.209447780645893,0.209447780645893,0,41,41,41,1,0.209447780645893
archived_replay,scale_large,scale_large_r02,G001,0.194291242452242,0.194291242452242,0,5,5,5,1,0.194291242452242
archived_replay,scale_large,scale_large_r02,G002,0.12900234885669,0.12900234885669,0,41,41,41,1,0.12900234885669
archived_replay,scale_large,scale_large_r02,G003,0.146501550011999,0.146501550011999,0,41,41,41,1,0.146501550011999
archived_replay,scale_large,scale_large_r02,G004,0.0522277763348495,0.0522277763348495,0,23,23,23,1,0.0522277763348495
archived_replay,scale_large,scale_large_r02,G005,0.137410818626894,0.137410818626894,0,41,41,41,1,0.137410818626894
archived_replay,scale_large,scale_large_r02,G006,0.1747917891476,0.1747917891476,0,41,41,41,1,0.1747917891476
archived_replay,scale_large,scale_large_r02,G007,0.0977116147716095,0.0977116147716095,0,41,41,41,1,0.0977116147716095
archived_replay,scale_large,scale_large_r02,G008,0.170986683253647,0.170986683253647,0,41,41,41,1,0.170986683253647
archived_replay,scale_large,scale_large_r02,G009,0.201515915863036,0.201515915863036,0,41,41,41,1,0.201515915863036
archived_replay,scale_large,scale_large_r02,G010,0.12900234885669,0.12900234885669,0,41,41,41,1,0.12900234885669
archived_replay,scale_large,scale_large_r02,G011,0.148439870664582,0.148439870664582,0,41,41,41,1,0.148439870664582
archived_replay,scale_large,scale_large_r02,G012,0.17740213642384,0.17740213642384,0,41,41,41,1,0.17740213642384
archived_replay,scale_large,scale_large_r02,G013,0.137410818626894,0.137410818626894,0,41,41,41,1,0.137410818626894
archived_replay,scale_large,scale_large_r02,G014,0.192473096322736,0.192473096322736,0,41,41,41,1,0.192473096322736
archived_replay,scale_large,scale_large_r02,G015,0.215907204982051,0.215907204982051,0,41,41,41,1,0.215907204982051
