stage_name,status,candidate_count,category_count,replicate_count,scenario_count,target_parameter,master_seed,noise_snr_db,selected_method,source_tree_hash,data_provenance_hash,candidate_library_hash,configuration_hash,template_cache_hash,formal_experiment_hash,experiment_hash,parameter_calibration_hash,final_reserved_status,stage4b_started
Stage 4A.7.2-R.2.1.1,paired_completed,87,6,2,1044,main_length_scale,20262961,20,margin,62e69e4f1f42429ef07b292e005f942c9ec874e2a30ca638c2ff8eff7120fc84,27f59375b489154db5f46e51842ccf996be83ebf5aeaa584c4bf02b78a40f95c,13c62d03d47b73a54513ffac92365f6afa059d3d871bb59d3daa2a93f6957d5d,301041c636a82b510a29b03abd7a60ba0f78d8ea41fe4ca7b34e73888790ef74,7e7ea5274b4bdcc9409e7af3d5ec81d65aa1406c5caa797ecdbe8295d41d0c2e,f3ded2ebab251035aa5853fa60951f5cb86da2c4de60ac73c55ef5d2fbbcedd0,e33e7d60e79aedae687673c99ee6c20bb56200b9883da54cc0eea6e22b562885,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,manifest_only_not_materialized,0
