stage_name,status,scenario_count,candidate_count,category_count,replicate_count,selected_method,formal_experiment_hash,experiment_hash,parameter_calibration_hash,final_reserved_status,stage4b_started,elapsed_s
Stage 4A.7.2-R.2.1.1,paired_completed,1044,87,6,2,margin,f3ded2ebab251035aa5853fa60951f5cb86da2c4de60ac73c55ef5d2fbbcedd0,e33e7d60e79aedae687673c99ee6c20bb56200b9883da54cc0eea6e22b562885,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,manifest_only_not_materialized,0,76.22255
