stage_name,status,scenario_count,candidate_count,category_count,replicate_count,selected_method,formal_experiment_hash,experiment_hash,parameter_calibration_hash,final_reserved_status,stage4b_started,elapsed_s
Stage 4A.7.2-R.2.1.1,paired_completed,1044,87,6,2,margin,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,4eac2d3feeab6fa87ca3f53bda52b299a42dcf9f654e09bfbdb91c0adfd6611e,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,manifest_only_not_materialized,0,88.999677
