pass,baseline_false_unique_count,stage7a_false_unique_count,baseline_library_outside_accept_count,stage7a_library_outside_accept_count,library_outside_sample_count,nonunique_controls_ambiguous,prespecified_rule
1,0,0,0,0,2,1,no_increase_in_false_unique_or_library_outside_acceptance_and_two_ambiguous_controls
