scenario,sample,method,candidate_count,candidate_library_hash,truth_signature,truth_in_library,best_is_truth,correct_unique,false_unique,library_outside,parameter_outside,is_nonunique_control,decision_state,candidate_set_size,truth_in_candidate_set,distance,margin,top1_confidence,normalized_entropy,domain_relative_distance,domain_threshold,scoring_time_s,length_error_percent,load_error_percent,best_main_scale,best_branch_load_scale
parameter_replay,length_-20_load_+00.01_r01,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,1,0,REJECTED,0,0,0.374505083991772,0,0.229985064313361,0.906875310848329,1.22209520693356,0.325221880007119,0.001867,-20,0.0114722591656813,NaN,NaN
parameter_replay,length_-20_load_+00.01_r01,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,1,0,REJECTED,0,0,0.366499801927749,0,0.261152211011464,0.843208633941035,1.1959721521106,0.421008654899655,0.000685,-20,0.0114722591656813,1.05,1.2
parameter_replay,length_-20_load_+07.49_r02,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,1,0,REJECTED,0,0,0.371792916047983,0,0.230131023583252,0.906238834209652,1.22593360766443,0.325221880007119,0.00086,-20,7.49270933309536,NaN,NaN
parameter_replay,length_-20_load_+07.49_r02,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,1,0,REJECTED,0,0,0.363613795405788,0,0.260294544436949,0.843210332878821,1.19896413502629,0.421008654899655,0.000833,-20,7.49270933309536,1.05,1.2
parameter_replay,length_-10_load_-06.19_r01,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,0,0,REJECTED,0,0,0.36601789898164,0,0.238617549886975,0.896062818985974,1.20723127160166,0.325221880007119,0.001096,-10,-6.18795677067348,NaN,NaN
parameter_replay,length_-10_load_-06.19_r01,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.0101415073815209,0.118867453097657,0.916685993162083,0.217919690801738,0.0334495796140429,0.421008654899655,0.00083,-10,-6.18795677067348,0.9,0.9
parameter_replay,length_-10_load_+09.49_r02,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,0,0,REJECTED,0,0,0.362861275108092,0,0.240297725138856,0.893034924762481,1.21989083163684,0.325221880007119,0.003236,-10,9.49002570494446,NaN,NaN
parameter_replay,length_-10_load_+09.49_r02,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.00940726254953579,0.113756323651159,0.905822811395057,0.239867628086412,0.0316259521812041,0.421008654899655,0.002475,-10,9.49002570494446,0.9,1.1
parameter_replay,length_-05_load_+10.69_r01,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,0,0,REJECTED,0,0,0.251564093206717,0,0.186294245630359,0.957990264265279,0.862543642544835,0.325221880007119,0.000759,-5,10.6946093911544,NaN,NaN
parameter_replay,length_-05_load_+10.69_r01,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.00957843543237929,0.115320784839145,0.909991815976131,0.232198334017123,0.032841803782132,0.421008654899655,0.000529,-5,10.6946093911544,0.95,1.1
