branch_length_m,fixed_rms_difference_ohm,domain,repeat_count,method,truth_group,n,correct_unique_k,correct_unique_low95,correct_unique_high95,false_unique_k,false_unique_low95,false_unique_high95,best_is_truth_k,truth_covered_k,unique_k,ambiguous_k,low_confidence_k,rejected_k,mean_true_distance_grid,mean_true_distance_continuous,optimizer_failure_k
0.002,0.331879075992818,off_grid,1,continuous_pair_gap,ALL,200,192,0.923067931799067,0.979594367933848,3,0.00511423779325832,0.0431657287926902,194,197,195,5,0,0,80.6516262133217,0.994824912415709,0
0.002,0.331879075992818,off_grid,1,continuous_pair_gap,WEAK_M1,100,95,0.888249530768081,0.978456320845632,3,0.0102545240240389,0.0845193642905274,97,97,98,2,0,0,78.6929870933088,0.993752163886369,0
0.002,0.331879075992818,off_grid,1,continuous_pair_gap,WEAK_M3,100,97,0.915480635709472,0.989745475975961,0,0,0.0369934982069855,97,100,97,3,0,0,82.6102653333347,0.995897660945048,0
0.002,0.331879075992818,off_grid,256,grid_four_state,ALL,200,0,0,0.0188453263772665,0,0,0.0188453263772665,97,189,0,186,6,8,1290.3290791709,0.999495035324988,0
0.002,0.331879075992818,off_grid,256,grid_four_state,WEAK_M1,100,0,0,0.0369934982069855,0,0,0.0369934982069855,30,98,0,95,2,3,1258.90133506626,0.997317344189814,0
0.002,0.331879075992818,off_grid,256,grid_four_state,WEAK_M3,100,0,0,0.0369934982069855,0,0,0.0369934982069855,67,91,0,91,4,5,1321.75682327554,1.00167272646016,0
0.002,0.331879075992818,off_grid,256,continuous_four_state,ALL,200,178,0.839073090026985,0.926227555398747,0,0,0.0188453263772665,200,184,178,0,0,22,1290.3290791709,0.999495035324988,0
0.002,0.331879075992818,off_grid,256,continuous_four_state,WEAK_M1,100,91,0.837737871472837,0.951927459997435,0,0,0.0369934982069855,100,97,91,0,0,9,1258.90133506626,0.997317344189814,0
0.002,0.331879075992818,off_grid,256,continuous_four_state,WEAK_M3,100,87,0.790196485599236,0.922428325727595,0,0,0.0369934982069855,100,87,87,0,0,13,1321.75682327554,1.00167272646016,0
0.002,0.331879075992818,off_grid,256,grid_pair_gap,ALL,200,8,0.0204056320661523,0.0769320682009329,9,0.023852543001493,0.0832967040018195,97,191,17,183,0,0,1290.3290791709,0.999495035324988,0
0.002,0.331879075992818,off_grid,256,grid_pair_gap,WEAK_M1,100,6,0.0277861239631882,0.124768154458959,2,0.00550196755016236,0.0700117907285438,30,98,8,92,0,0,1258.90133506626,0.997317344189814,0
0.002,0.331879075992818,off_grid,256,grid_pair_gap,WEAK_M3,100,2,0.00550196755016236,0.0700117907285438,7,0.0343192610672727,0.137495147390735,67,93,9,91,0,0,1321.75682327554,1.00167272646016,0
0.002,0.331879075992818,off_grid,256,continuous_pair_gap,ALL,200,200,0.981154673622734,1,0,0,0.0188453263772665,200,200,200,0,0,0,1290.3290791709,0.999495035324988,0
0.002,0.331879075992818,off_grid,256,continuous_pair_gap,WEAK_M1,100,100,0.963006501793014,1,0,0,0.0369934982069855,100,100,100,0,0,0,1258.90133506626,0.997317344189814,0
0.002,0.331879075992818,off_grid,256,continuous_pair_gap,WEAK_M3,100,100,0.963006501793014,1,0,0,0.0369934982069855,100,100,100,0,0,0,1321.75682327554,1.00167272646016,0
0.01,1.65957440309405,on_grid,1,grid_four_state,ALL,200,0,0,0.0188453263772665,0,0,0.0188453263772665,200,192,0,0,186,14,0.995986495804997,0.992220358957692,0
0.01,1.65957440309405,on_grid,1,grid_four_state,WEAK_M1,100,0,0,0.0369934982069855,0,0,0.0369934982069855,100,92,0,0,92,8,0.987652177431018,0.983968904279939,0
0.01,1.65957440309405,on_grid,1,grid_four_state,WEAK_M3,100,0,0,0.0369934982069855,0,0,0.0369934982069855,100,100,0,0,94,6,1.00432081417898,1.00047181363545,0
0.01,1.65957440309405,on_grid,1,continuous_four_state,ALL,200,0,0,0.0188453263772665,0,0,0.0188453263772665,200,190,0,0,185,15,0.995986495804997,0.992220358957692,0
0.01,1.65957440309405,on_grid,1,continuous_four_state,WEAK_M1,100,0,0,0.0369934982069855,0,0,0.0369934982069855,100,91,0,0,91,9,0.987652177431018,0.983968904279939,0
0.01,1.65957440309405,on_grid,1,continuous_four_state,WEAK_M3,100,0,0,0.0369934982069855,0,0,0.0369934982069855,100,99,0,0,94,6,1.00432081417898,1.00047181363545,0
0.01,1.65957440309405,on_grid,1,grid_pair_gap,ALL,200,200,0.981154673622734,1,0,0,0.0188453263772665,200,200,200,0,0,0,0.995986495804997,0.992220358957692,0
0.01,1.65957440309405,on_grid,1,grid_pair_gap,WEAK_M1,100,100,0.963006501793014,1,0,0,0.0369934982069855,100,100,100,0,0,0,0.987652177431018,0.983968904279939,0
0.01,1.65957440309405,on_grid,1,grid_pair_gap,WEAK_M3,100,100,0.963006501793014,1,0,0,0.0369934982069855,100,100,100,0,0,0,1.00432081417898,1.00047181363545,0
0.01,1.65957440309405,on_grid,1,continuous_pair_gap,ALL,200,200,0.981154673622734,1,0,0,0.0188453263772665,200,200,200,0,0,0,0.995986495804997,0.992220358957692,0
0.01,1.65957440309405,on_grid,1,continuous_pair_gap,WEAK_M1,100,100,0.963006501793014,1,0,0,0.0369934982069855,100,100,100,0,0,0,0.987652177431018,0.983968904279939,0
0.01,1.65957440309405,on_grid,1,continuous_pair_gap,WEAK_M3,100,100,0.963006501793014,1,0,0,0.0369934982069855,100,100,100,0,0,0,1.00432081417898,1.00047181363545,0
0.01,1.65957440309405,on_grid,256,grid_four_state,ALL,200,198,0.964278238283823,0.997253341866456,0,0,0.0188453263772665,200,198,198,0,0,2,0.99029725550159,0.986013390314265,0
0.01,1.65957440309405,on_grid,256,grid_four_state,WEAK_M1,100,99,0.945513803821295,0.998232567935859,0,0,0.0369934982069855,100,99,99,0,0,1,0.984030588168118,0.978929673315269,0
0.01,1.65957440309405,on_grid,256,grid_four_state,WEAK_M3,100,99,0.945513803821295,0.998232567935859,0,0,0.0369934982069855,100,99,99,0,0,1,0.996563922835062,0.99309710731326,0
0.01,1.65957440309405,on_grid,256,continuous_four_state,ALL,200,197,0.95683427120731,0.994885762206742,0,0,0.0188453263772665,200,198,197,0,0,3,0.99029725550159,0.986013390314265,0
0.01,1.65957440309405,on_grid,256,continuous_four_state,WEAK_M1,100,99,0.945513803821295,0.998232567935859,0,0,0.0369934982069855,100,99,99,0,0,1,0.984030588168118,0.978929673315269,0
0.01,1.65957440309405,on_grid,256,continuous_four_state,WEAK_M3,100,98,0.929988209271456,0.994498032449838,0,0,0.0369934982069855,100,99,98,0,0,2,0.996563922835062,0.99309710731326,0
0.01,1.65957440309405,on_grid,256,grid_pair_gap,ALL,200,200,0.981154673622734,1,0,0,0.0188453263772665,200,200,200,0,0,0,0.99029725550159,0.986013390314265,0
0.01,1.65957440309405,on_grid,256,grid_pair_gap,WEAK_M1,100,100,0.963006501793014,1,0,0,0.0369934982069855,100,100,100,0,0,0,0.984030588168118,0.978929673315269,0
0.01,1.65957440309405,on_grid,256,grid_pair_gap,WEAK_M3,100,100,0.963006501793014,1,0,0,0.0369934982069855,100,100,100,0,0,0,0.996563922835062,0.99309710731326,0
0.01,1.65957440309405,on_grid,256,continuous_pair_gap,ALL,200,200,0.981154673622734,1,0,0,0.0188453263772665,200,200,200,0,0,0,0.99029725550159,0.986013390314265,0
0.01,1.65957440309405,on_grid,256,continuous_pair_gap,WEAK_M1,100,100,0.963006501793014,1,0,0,0.0369934982069855,100,100,100,0,0,0,0.984030588168118,0.978929673315269,0
0.01,1.65957440309405,on_grid,256,continuous_pair_gap,WEAK_M3,100,100,0.963006501793014,1,0,0,0.0369934982069855,100,100,100,0,0,0,0.996563922835062,0.99309710731326,0
0.01,1.65957440309405,off_grid,1,grid_four_state,ALL,200,0,0,0.0188453263772665,0,0,0.0188453263772665,100,192,0,181,14,5,79.4258031768445,1.00286489653234,0
0.01,1.65957440309405,off_grid,1,grid_four_state,WEAK_M1,100,0,0,0.0369934982069855,0,0,0.0369934982069855,29,98,0,87,11,2,82.0457014269961,1.00895617366992,0
0.01,1.65957440309405,off_grid,1,grid_four_state,WEAK_M3,100,0,0,0.0369934982069855,0,0,0.0369934982069855,71,94,0,94,3,3,76.805904926693,0.996773619394771,0
0.01,1.65957440309405,off_grid,1,continuous_four_state,ALL,200,0,0,0.0188453263772665,0,0,0.0188453263772665,200,184,0,0,184,16,79.4258031768445,1.00286489653234,0
0.01,1.65957440309405,off_grid,1,continuous_four_state,WEAK_M1,100,0,0,0.0369934982069855,0,0,0.0369934982069855,100,89,0,0,89,11,82.0457014269961,1.00895617366992,0
0.01,1.65957440309405,off_grid,1,continuous_four_state,WEAK_M3,100,0,0,0.0369934982069855,0,0,0.0369934982069855,100,95,0,0,95,5,76.805904926693,0.996773619394771,0
0.01,1.65957440309405,off_grid,1,grid_pair_gap,ALL,200,17,0.0537457501774757,0.131895870715656,13,0.038376354649153,0.108019079299069,100,187,30,170,0,0,79.4258031768445,1.00286489653234,0
0.01,1.65957440309405,off_grid,1,grid_pair_gap,WEAK_M1,100,11,0.0625419635706458,0.186312965030803,7,0.0343192610672727,0.137495147390735,29,93,18,82,0,0,82.0457014269961,1.00895617366992,0
0.01,1.65957440309405,off_grid,1,grid_pair_gap,WEAK_M3,100,6,0.0277861239631882,0.124768154458959,6,0.0277861239631882,0.124768154458959,71,94,12,88,0,0,76.805904926693,0.996773619394771,0
0.01,1.65957440309405,off_grid,1,continuous_pair_gap,ALL,200,200,0.981154673622734,1,0,0,0.0188453263772665,200,200,200,0,0,0,79.4258031768445,1.00286489653234,0
0.01,1.65957440309405,off_grid,1,continuous_pair_gap,WEAK_M1,100,100,0.963006501793014,1,0,0,0.0369934982069855,100,100,100,0,0,0,82.0457014269961,1.00895617366992,0
0.01,1.65957440309405,off_grid,1,continuous_pair_gap,WEAK_M3,100,100,0.963006501793014,1,0,0,0.0369934982069855,100,100,100,0,0,0,76.805904926693,0.996773619394771,0
0.01,1.65957440309405,off_grid,256,grid_four_state,ALL,200,0,0,0.0188453263772665,0,0,0.0188453263772665,100,192,0,181,14,5,1270.56325451685,0.994156931205494,0
0.01,1.65957440309405,off_grid,256,grid_four_state,WEAK_M1,100,0,0,0.0369934982069855,0,0,0.0369934982069855,29,98,0,87,11,2,1312.5797845057,0.990530132242828,0
0.01,1.65957440309405,off_grid,256,grid_four_state,WEAK_M3,100,0,0,0.0369934982069855,0,0,0.0369934982069855,71,94,0,94,3,3,1228.54672452801,0.997783730168159,0
0.01,1.65957440309405,off_grid,256,continuous_four_state,ALL,200,187,0.891980920700931,0.961623645350847,0,0,0.0188453263772665,200,187,187,0,0,13,1270.56325451685,0.994156931205494,0
0.01,1.65957440309405,off_grid,256,continuous_four_state,WEAK_M1,100,92,0.850018922990513,0.958906538515619,0,0,0.0369934982069855,100,92,92,0,0,8,1312.5797845057,0.990530132242828,0
0.01,1.65957440309405,off_grid,256,continuous_four_state,WEAK_M3,100,95,0.888249530768081,0.978456320845632,0,0,0.0369934982069855,100,95,95,0,0,5,1228.54672452801,0.997783730168159,0
0.01,1.65957440309405,off_grid,256,grid_pair_gap,ALL,200,14,0.0421521718283429,0.114054808856106,12,0.0346521942543319,0.101931692957663,100,188,26,174,0,0,1270.56325451685,0.994156931205494,0
