verification_baseline_commit,mode,matlab_version,computer_arch,worker_count,calibration_n_per_truth,test_n_per_truth,single_read_error_rms_ohm,runtime_s
b69d109c9b2773dbd46858778ca532b3d4f7e13e,formal,24.1.0.2537033 (R2024a),glnxa64,0,50,100,1,182.197142
