stage,version,grid_id,candidate_count_before_prior,candidate_count_after_prior,parameter_template_count,composite_template_count,compatibility_hash,source_tree_hash,cache_hash,equivalence_configuration_hash,topology_calibration_hash,parameter_calibration_hash,topology_calibration_split_id,parameter_calibration_split_id,topology_calibration_seed,parameter_calibration_seed,calibration_seed,pilot_seed,final_reserved_seed,use_parallel,parallel_available,num_workers,final_reserved_executed,metric_definition_version,equivalence_definition_version,parallel_execution_version
Stage 4A.6.3.1-R.2,4a6_3_1_r2_equivalence_parallel_v1,A_stage4a1_quick61,7,7,243,1701,3abdbae209b7a8ece1689db8e63bbfbdd5239dcc4ef0e4590aeb9cb4781dfefd,a93c60eea15eeda63d339ba81467b267c5d3ea3fb26459c72f3614635be5f958,bcf55c23ba09979a1f1a7aebb3be5b09a6f1fbd4cd8aff4da59b4e3451350897,63bd640a77017cc0f550e7b88dde5de11a17141eaee5637d018168c55e20ef59,f9a31acdd0499e73e872c621f4be4f68f642360c2b56fc1e47576602dcccdb1e,3296d7f3bab4c5b4ee1379830d0c0e0ae5c17abe7c9d543e4ffe136a543b01ab,stage4a6_3_1_r2_calibration,stage4a6_3_1_r2_calibration,20266031,20266031,20266031,20266032,20266033,0,0,1,0,stage4a6_3_1_r2_metrics_v2,stage4a6_3_1_r2_scenario_equivalence_v1,stage4a6_3_1_r2_outer_tasks_v1
