regime,snr_db,scheme,profile,library,E_seed,A_seed,F_seed,class_thresholds,fit_threshold,calibration_identity,bank_identity,actual_views
on_on,10,M2_node_dominance,grid45,original_three,910000000,920000000,930000000,[1.272891104244053 0.9572582281992912 0.9406515473725031],1.22491775467294,d0f9db08528faad7c6b02ba57d8c98f53b03f75dc568e9e22a1c595513d8aacf,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,[13 14]
on_on,10,H50,continuous,original_three,910000000,920000000,930000000,[1.311641791948886 1.043150262812592 0.976916924203197],1.32354961139761,37e7184f2add3e13d2a0d212656a527ef25af59113f1cb5884e7bb5245f17834,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c_continuous_v1,5
on_on,10,Zin50,continuous,original_three,910000000,920000000,930000000,[1.126694855099217 1.138995028208561 1.087229097386795],1.10041217619629,c8d33f8b43e749e6fb7ee1de0a54f80fe838686d51ffa33b5e901fac5bb7742f,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c_continuous_v1,6
on_on,10,H50_Zin50,continuous,original_three,910000000,920000000,930000000,[1.216858276176854 1.093217101810591 1.004077931396104],1.21121330120518,37f7c462b7c89e0de556a43add5aef7bc3c6dfe9ae6b775ce8a80d3b6337afee,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c_continuous_v1,[5 6]
on_on,10,H25,continuous,original_three,910000000,920000000,930000000,[1.352020272962327 1.056156332164626 0.9728491820149603],1.32981566535703,9b699cc9a0e073e6f26e91fec5e983c804bfc99bd92592805b34abbbeb908923,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c_continuous_v1,3
on_on,10,Zin25,continuous,original_three,910000000,920000000,930000000,[1.108444721552812 1.162222504568636 1.165981265911329],1.08350354733427,d98472c03610888762ad30339afb4d7c9ee729b67a38c33490b811a01e54b7a7,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c_continuous_v1,4
on_on,10,H25_Zin25,continuous,original_three,910000000,920000000,930000000,[1.196868075911985 1.04820028315819 0.9961237464461251],1.19311370990383,9eebea57ed65adfce8016b56463ec42c26d7ab02313487d947429805087007d7,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c_continuous_v1,[3 4]
on_on,10,M2_node,continuous,original_three,910000000,920000000,930000000,[1.317520013448216 0.9023212836604996 0.9543342360674457],1.2297233714536,9f536c9871940835e61d5f6d35a9155bfc7c39b604bb87b3fbfbc9613132fc43,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c_continuous_v1,14
on_on,10,M2_direct_joint,continuous,original_three,910000000,920000000,930000000,[1.27103492912617 0.9530629846390068 0.9367385710613358],1.22464475669505,f219c38c5f7704c2c6bb74f010a8fd0f422339a0d8bb669aa5e008d9a8ae13af,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c_continuous_v1,[13 14]
on_on,10,M2_node_dominance,continuous,original_three,910000000,920000000,930000000,[1.27103492912617 0.9530629846390068 0.9367385710613358],1.22464475669505,c22cad190a3bbd3263c9daad3228b91155a00e087ead7349ba31a942f20cb187,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c_continuous_v1,[13 14]
off_on,20,H50,grid45,pair,910000000,920000000,930000000,[3.708009332970544 3.655376011568387],3.59994703981431,5d6e01d590bea70bb9688dc8c9b71d38a2d7be9f185051a658b85257348c74e5,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,5
off_on,20,Zin50,grid45,pair,910000000,920000000,930000000,[107.4886568403352 111.0819348674798],108.349028168716,75616ada15fad2baa3ade7f2081e28c1815df60e7e368b26c3cefe4632764158,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,6
off_on,20,H50_Zin50,grid45,pair,910000000,920000000,930000000,[76.05158367758916 78.58655951333674],76.6515130628654,62ba5643c2b58282ee254c07ac7e6e85528ea960fffebedc682bd06a586582d5,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,[5 6]
off_on,20,H25,grid45,pair,910000000,920000000,930000000,[3.617788718691346 3.779008046332269],3.76727902375139,832a9246065c31c0a8c1326d8334171e790ad9152ec351b2c891eef28e084418,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,3
off_on,20,Zin25,grid45,pair,910000000,920000000,930000000,[131.2502623061593 125.7613256608538],126.289223261837,03977cddb446812e0d595e7701b8bf00b9964c87052f902fc545f62ab5e755a9,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,4
off_on,20,H25_Zin25,grid45,pair,910000000,920000000,930000000,[92.84305896695345 88.96613633230179],89.3334288900187,a715bd14235c34da8bed82624650e4c9f7602d2b0221770706075e5979e7c042,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,[3 4]
off_on,20,M2_node,grid45,pair,910000000,920000000,930000000,[2.619221909022742 3.483429078227299],3.41731948555368,81e729d379cc58933a667e75de1b573d4b07a66e1af258246de461af318a99bd,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,14
off_on,20,M2_direct_joint,grid45,pair,910000000,920000000,930000000,[3.172650101292265 3.508568097566943],3.46894599222187,f62a7ee9fb3b31931c2aeab861be9327a6ecef047ba790137d7c7362b11c41e5,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,[13 14]
off_on,20,M2_node_dominance,grid45,pair,910000000,920000000,930000000,[2.619221909022742 3.483429078227299],3.41731948555368,28ac70788b7b3b1acd8778dacdfee1386ff37c2f4f462e4ed8967ebbdd4575c4,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,14
off_on,20,H50,continuous,pair,910000000,920000000,930000000,[1.00859904537639 0.98723183100287],0.993403632416403,58497b570cb62a8698c7c68d4cde384dfa22ac2515ea23fbd69ab3b4123703f6,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c_continuous_v1,5
off_on,20,Zin50,continuous,pair,910000000,920000000,930000000,[1.08928962105881 1.138771798385887],1.10387550588853,903a50be383135da1f0269918e5beb5b31d0d9f3a778e10292278753ab754113,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c_continuous_v1,6
off_on,20,H50_Zin50,continuous,pair,910000000,920000000,930000000,[1.013402754156563 1.03116779470516],1.02986867641658,4bae2406f22ba8ed3db8834dba6f530b2baee41288bac3d4c8ce0737eb6afdde,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c_continuous_v1,[5 6]
