regime,snr_db,variant,scheme,profile,library,truth_id,n,truth_in_library,correct_unique_k,false_unique_k,truth_covered_k,nonempty_k,ambiguous_k,low_confidence_k,rejected_k,mean_set_size,correct_unique_ci_low,correct_unique_ci_high,false_unique_ci_low,false_unique_ci_high,calibration_identity
off_on,20,nominal,Zin50,grid45,original_three,G002,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,dc61e2f628824c73f8ded87cdf3b038d11c77c141cf2f4c476ea8927dc73e2e6
off_on,20,nominal,H50_Zin50,grid45,original_three,G002,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,049e3dedff9a8c8cd40da4b851d304f73d5915eec39826ade42052b1be4254cf
off_on,20,nominal,H25,grid45,original_three,G002,30,1,4,0,30,30,0,26,0,1,0.0530965548405475,0.296813266820363,0,0.113513393173968,2aac066329fdd2550b741a8513df4866b4f1cf97bc0d0aba2b3d79d9f2c620e5
off_on,20,nominal,Zin25,grid45,original_three,G002,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,6c3febca6fbad4dc8c4ca9ac602bc75a4dd417c126dbc7be2fc853a11eb84c8a
off_on,20,nominal,H25_Zin25,grid45,original_three,G002,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,cce43fe288ffc7239a11bb240453d999e73e7290e226bd52c944081928ecee4b
off_on,20,nominal,M2_node,grid45,original_three,G002,30,1,0,0,30,30,0,30,0,1,0,0.113513393173968,0,0.113513393173968,0061f24a560d51aefd34c7ebd701ddc055bb2d3bc80d5a3f105df560fea87cea
off_on,20,nominal,M2_direct_joint,grid45,original_three,G002,30,1,0,0,30,30,0,30,0,1,0,0.113513393173968,0,0.113513393173968,eb97efc633170737b499dff0b6aebe8788adc451555e847a9e7fde42133f698e
off_on,20,nominal,M2_node_dominance,grid45,original_three,G002,30,1,0,0,30,30,0,30,0,1,0,0.113513393173968,0,0.113513393173968,fa8b5d78b88d4548de6250ab95361c76b04cc2266f86fcef4a20a8f7da79bad3
off_on,20,nominal,H50,continuous,original_three,G002,30,1,24,0,25,25,0,1,5,0.833333333333333,0.626943035868518,0.904948928227101,0,0.113513393173968,78b23675b93c8382642adc244deabdc42cb35afde71d75b7bc627ae7d4d7e0b4
off_on,20,nominal,Zin50,continuous,original_three,G002,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,88ac016d5f1fdab156182abd7b363efaf54df1faac375339a92370a71586b4d8
off_on,20,nominal,H50_Zin50,continuous,original_three,G002,30,1,25,0,25,25,0,0,5,0.833333333333333,0.66435649493584,0.926634576281514,0,0.113513393173968,a1a4447e6d4f0c517379a4e054bd8ea8702fef3e3c53fc2cdbbaacfba5766d7c
off_on,20,nominal,H25,continuous,original_three,G002,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,b8091743dd1d8649fa3318df328e87617dc0f143ac191529594f6065593cfeb8
off_on,20,nominal,Zin25,continuous,original_three,G002,30,1,28,0,29,29,0,0,2,0.966666666666667,0.786765416373831,0.98152297620873,0,0.113513393173968,0195b05068fc45c2575491998c0a8e6095ed2007922ac6c145cda7ea78bd141c
off_on,20,nominal,H25_Zin25,continuous,original_three,G002,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,fe87a73799e1c51bc28c1896dad7c3eb2d0f069f47f94aa7392edae19c8b1bbe
off_on,20,nominal,M2_node,continuous,original_three,G002,30,1,0,0,29,29,0,29,1,0.966666666666667,0,0.113513393173968,0,0.113513393173968,e98e1215f5e432ac3c9b67b080a577304c87cb054d7611e6716e91f4acf0921e
off_on,20,nominal,M2_direct_joint,continuous,original_three,G002,30,1,0,0,29,29,0,29,1,0.966666666666667,0,0.113513393173968,0,0.113513393173968,05d22ec9cf2365064d881cdbf0f02dcfebcce8c845dd3bbaab08d46861669a10
off_on,20,nominal,M2_node_dominance,continuous,original_three,G002,30,1,0,0,29,29,0,29,1,0.966666666666667,0,0.113513393173968,0,0.113513393173968,3b1fe5bcbb83dd77651886b66489fe3327c211f2d64421a0f32d17fb056021b1
off_on,20,nominal,H50,grid45,pair,G003,30,1,0,0,30,30,30,0,0,2,0,0.113513393173968,0,0.113513393173968,5d6e01d590bea70bb9688dc8c9b71d38a2d7be9f185051a658b85257348c74e5
off_on,20,nominal,Zin50,grid45,pair,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,75616ada15fad2baa3ade7f2081e28c1815df60e7e368b26c3cefe4632764158
off_on,20,nominal,H50_Zin50,grid45,pair,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,62ba5643c2b58282ee254c07ac7e6e85528ea960fffebedc682bd06a586582d5
off_on,20,nominal,H25,grid45,pair,G003,30,1,0,0,29,30,29,1,0,1.96666666666667,0,0.113513393173968,0,0.113513393173968,832a9246065c31c0a8c1326d8334171e790ad9152ec351b2c891eef28e084418
off_on,20,nominal,Zin25,grid45,pair,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,03977cddb446812e0d595e7701b8bf00b9964c87052f902fc545f62ab5e755a9
off_on,20,nominal,H25_Zin25,grid45,pair,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,a715bd14235c34da8bed82624650e4c9f7602d2b0221770706075e5979e7c042
off_on,20,nominal,M2_node,grid45,pair,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,81e729d379cc58933a667e75de1b573d4b07a66e1af258246de461af318a99bd
off_on,20,nominal,M2_direct_joint,grid45,pair,G003,30,1,22,0,30,30,0,8,0,1,0.555520383048111,0.858173366804037,0,0.113513393173968,f62a7ee9fb3b31931c2aeab861be9327a6ecef047ba790137d7c7362b11c41e5
off_on,20,nominal,M2_node_dominance,grid45,pair,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,28ac70788b7b3b1acd8778dacdfee1386ff37c2f4f462e4ed8967ebbdd4575c4
off_on,20,nominal,H50,continuous,pair,G003,30,1,0,0,30,30,28,1,1,1.93333333333333,0,0.113513393173968,0,0.113513393173968,58497b570cb62a8698c7c68d4cde384dfa22ac2515ea23fbd69ab3b4123703f6
off_on,20,nominal,Zin50,continuous,pair,G003,30,1,25,0,25,25,0,0,5,0.833333333333333,0.66435649493584,0.926634576281514,0,0.113513393173968,903a50be383135da1f0269918e5beb5b31d0d9f3a778e10292278753ab754113
off_on,20,nominal,H50_Zin50,continuous,pair,G003,30,1,27,0,27,27,0,0,3,0.9,0.74378917420816,0.965400111252666,0,0.113513393173968,4bae2406f22ba8ed3db8834dba6f530b2baee41288bac3d4c8ce0737eb6afdde
off_on,20,nominal,H25,continuous,pair,G003,30,1,0,0,29,29,7,22,1,1.2,0,0.113513393173968,0,0.113513393173968,8401b3eee54cbafeac13d3d85588fc00d4a7d1c921cbf600b922e68474372500
off_on,20,nominal,Zin25,continuous,pair,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,39126bd5d0f57e17172b95729b3e9a5ac8f84c225fed0416ba3192cc1ece03a5
off_on,20,nominal,H25_Zin25,continuous,pair,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,e4c0da8886d25e7b6c1d4d2970c25d84d9dc6afd1d6c8d3647715ff99c195b40
off_on,20,nominal,M2_node,continuous,pair,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,1ae6b1680865d9ef218e7e1eff86336d0ff45fb921e58604ea4b7be24f7e2510
off_on,20,nominal,M2_direct_joint,continuous,pair,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,d6e2b193dc196bd4d3fc3a84d3c55d825cecab78151903e81f2d2dd58dc98b2d
off_on,20,nominal,M2_node_dominance,continuous,pair,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,f4ddb151dc3c96f75dc5afb986f081246af8733842e04544ec54a0e9906a76b9
off_on,20,nominal,H50,grid45,original_three,G003,30,1,2,0,30,30,2,26,0,1.06666666666667,0.0184770237912704,0.213234583626169,0,0.113513393173968,5aee950338bb11a04aab6225330000b71738bbb5acc90da88469af79625bdff7
off_on,20,nominal,Zin50,grid45,original_three,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,dc61e2f628824c73f8ded87cdf3b038d11c77c141cf2f4c476ea8927dc73e2e6
off_on,20,nominal,H50_Zin50,grid45,original_three,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,049e3dedff9a8c8cd40da4b851d304f73d5915eec39826ade42052b1be4254cf
off_on,20,nominal,H25,grid45,original_three,G003,30,1,6,0,29,29,1,22,1,1,0.0950510717728989,0.373056964131482,0,0.113513393173968,2aac066329fdd2550b741a8513df4866b4f1cf97bc0d0aba2b3d79d9f2c620e5
off_on,20,nominal,Zin25,grid45,original_three,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,6c3febca6fbad4dc8c4ca9ac602bc75a4dd417c126dbc7be2fc853a11eb84c8a
off_on,20,nominal,H25_Zin25,grid45,original_three,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,cce43fe288ffc7239a11bb240453d999e73e7290e226bd52c944081928ecee4b
off_on,20,nominal,M2_node,grid45,original_three,G003,30,1,0,0,30,30,0,30,0,1,0,0.113513393173968,0,0.113513393173968,0061f24a560d51aefd34c7ebd701ddc055bb2d3bc80d5a3f105df560fea87cea
off_on,20,nominal,M2_direct_joint,grid45,original_three,G003,30,1,0,0,30,30,0,30,0,1,0,0.113513393173968,0,0.113513393173968,eb97efc633170737b499dff0b6aebe8788adc451555e847a9e7fde42133f698e
off_on,20,nominal,M2_node_dominance,grid45,original_three,G003,30,1,0,0,30,30,0,30,0,1,0,0.113513393173968,0,0.113513393173968,fa8b5d78b88d4548de6250ab95361c76b04cc2266f86fcef4a20a8f7da79bad3
off_on,20,nominal,H50,continuous,original_three,G003,30,1,26,0,30,30,0,4,0,1,0.703186733179638,0.946903445159452,0,0.113513393173968,78b23675b93c8382642adc244deabdc42cb35afde71d75b7bc627ae7d4d7e0b4
off_on,20,nominal,Zin50,continuous,original_three,G003,30,1,25,0,25,25,0,0,5,0.833333333333333,0.66435649493584,0.926634576281514,0,0.113513393173968,88ac016d5f1fdab156182abd7b363efaf54df1faac375339a92370a71586b4d8
off_on,20,nominal,H50_Zin50,continuous,original_three,G003,30,1,27,0,27,27,0,0,3,0.9,0.74378917420816,0.965400111252666,0,0.113513393173968,a1a4447e6d4f0c517379a4e054bd8ea8702fef3e3c53fc2cdbbaacfba5766d7c
off_on,20,nominal,H25,continuous,original_three,G003,30,1,29,0,29,29,0,0,1,0.966666666666667,0.833296090085909,0.994091409618388,0,0.113513393173968,b8091743dd1d8649fa3318df328e87617dc0f143ac191529594f6065593cfeb8
off_on,20,nominal,Zin25,continuous,original_three,G003,30,1,28,0,30,30,0,0,2,1,0.786765416373831,0.98152297620873,0,0.113513393173968,0195b05068fc45c2575491998c0a8e6095ed2007922ac6c145cda7ea78bd141c
off_on,20,nominal,H25_Zin25,continuous,original_three,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,fe87a73799e1c51bc28c1896dad7c3eb2d0f069f47f94aa7392edae19c8b1bbe
off_on,20,nominal,M2_node,continuous,original_three,G003,30,1,0,0,30,30,0,30,0,1,0,0.113513393173968,0,0.113513393173968,e98e1215f5e432ac3c9b67b080a577304c87cb054d7611e6716e91f4acf0921e
off_on,20,nominal,M2_direct_joint,continuous,original_three,G003,30,1,0,0,30,30,0,30,0,1,0,0.113513393173968,0,0.113513393173968,05d22ec9cf2365064d881cdbf0f02dcfebcce8c845dd3bbaab08d46861669a10
off_on,20,nominal,M2_node_dominance,continuous,original_three,G003,30,1,0,0,30,30,0,30,0,1,0,0.113513393173968,0,0.113513393173968,3b1fe5bcbb83dd77651886b66489fe3327c211f2d64421a0f32d17fb056021b1
off_on,20,nominal,H50,grid45,pair,MIRROR_M3,30,1,0,0,29,30,29,0,1,1.96666666666667,0,0.113513393173968,0,0.113513393173968,5d6e01d590bea70bb9688dc8c9b71d38a2d7be9f185051a658b85257348c74e5
off_on,20,nominal,Zin50,grid45,pair,MIRROR_M3,30,1,28,0,30,30,0,0,2,1,0.786765416373831,0.98152297620873,0,0.113513393173968,75616ada15fad2baa3ade7f2081e28c1815df60e7e368b26c3cefe4632764158
off_on,20,nominal,H50_Zin50,grid45,pair,MIRROR_M3,30,1,28,0,30,30,0,0,2,1,0.786765416373831,0.98152297620873,0,0.113513393173968,62ba5643c2b58282ee254c07ac7e6e85528ea960fffebedc682bd06a586582d5
off_on,20,nominal,H25,grid45,pair,MIRROR_M3,30,1,0,0,30,30,26,4,0,1.86666666666667,0,0.113513393173968,0,0.113513393173968,832a9246065c31c0a8c1326d8334171e790ad9152ec351b2c891eef28e084418
off_on,20,nominal,Zin25,grid45,pair,MIRROR_M3,30,1,28,0,28,28,0,0,2,0.933333333333333,0.786765416373831,0.98152297620873,0,0.113513393173968,03977cddb446812e0d595e7701b8bf00b9964c87052f902fc545f62ab5e755a9
off_on,20,nominal,H25_Zin25,grid45,pair,MIRROR_M3,30,1,28,0,28,28,0,0,2,0.933333333333333,0.786765416373831,0.98152297620873,0,0.113513393173968,a715bd14235c34da8bed82624650e4c9f7602d2b0221770706075e5979e7c042
off_on,20,nominal,M2_node,grid45,pair,MIRROR_M3,30,1,29,0,29,29,0,0,1,0.966666666666667,0.833296090085909,0.994091409618388,0,0.113513393173968,81e729d379cc58933a667e75de1b573d4b07a66e1af258246de461af318a99bd
off_on,20,nominal,M2_direct_joint,grid45,pair,MIRROR_M3,30,1,17,0,29,29,0,12,1,0.966666666666667,0.391973070008136,0.726225144235334,0,0.113513393173968,f62a7ee9fb3b31931c2aeab861be9327a6ecef047ba790137d7c7362b11c41e5
off_on,20,nominal,M2_node_dominance,grid45,pair,MIRROR_M3,30,1,29,0,29,29,0,0,1,0.966666666666667,0.833296090085909,0.994091409618388,0,0.113513393173968,28ac70788b7b3b1acd8778dacdfee1386ff37c2f4f462e4ed8967ebbdd4575c4
off_on,20,nominal,H50,continuous,pair,MIRROR_M3,30,1,0,0,26,29,26,2,2,1.83333333333333,0,0.113513393173968,0,0.113513393173968,58497b570cb62a8698c7c68d4cde384dfa22ac2515ea23fbd69ab3b4123703f6
off_on,20,nominal,Zin50,continuous,pair,MIRROR_M3,30,1,28,0,30,30,0,0,2,1,0.786765416373831,0.98152297620873,0,0.113513393173968,903a50be383135da1f0269918e5beb5b31d0d9f3a778e10292278753ab754113
off_on,20,nominal,H50_Zin50,continuous,pair,MIRROR_M3,30,1,27,0,27,27,0,0,3,0.9,0.74378917420816,0.965400111252666,0,0.113513393173968,4bae2406f22ba8ed3db8834dba6f530b2baee41288bac3d4c8ce0737eb6afdde
off_on,20,nominal,H25,continuous,pair,MIRROR_M3,30,1,0,0,30,30,13,17,0,1.43333333333333,0,0.113513393173968,0,0.113513393173968,8401b3eee54cbafeac13d3d85588fc00d4a7d1c921cbf600b922e68474372500
off_on,20,nominal,Zin25,continuous,pair,MIRROR_M3,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,39126bd5d0f57e17172b95729b3e9a5ac8f84c225fed0416ba3192cc1ece03a5
off_on,20,nominal,H25_Zin25,continuous,pair,MIRROR_M3,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,e4c0da8886d25e7b6c1d4d2970c25d84d9dc6afd1d6c8d3647715ff99c195b40
off_on,20,nominal,M2_node,continuous,pair,MIRROR_M3,30,1,20,0,27,27,0,0,10,0.9,0.487800516445439,0.807695019163238,0,0.113513393173968,1ae6b1680865d9ef218e7e1eff86336d0ff45fb921e58604ea4b7be24f7e2510
off_on,20,nominal,M2_direct_joint,continuous,pair,MIRROR_M3,30,1,23,0,26,26,0,0,7,0.866666666666667,0.590716738418779,0.882076118555105,0,0.113513393173968,d6e2b193dc196bd4d3fc3a84d3c55d825cecab78151903e81f2d2dd58dc98b2d
off_on,20,nominal,M2_node_dominance,continuous,pair,MIRROR_M3,30,1,20,0,27,27,0,0,10,0.9,0.487800516445439,0.807695019163238,0,0.113513393173968,f4ddb151dc3c96f75dc5afb986f081246af8733842e04544ec54a0e9906a76b9
off_on,20,nominal,H50,grid45,original_three,MIRROR_M3,30,0,0,0,0,30,0,30,0,1,0,0.113513393173968,0,0.113513393173968,5aee950338bb11a04aab6225330000b71738bbb5acc90da88469af79625bdff7
off_on,20,nominal,Zin50,grid45,original_three,MIRROR_M3,30,0,0,0,0,0,0,0,30,0,0,0.113513393173968,0,0.113513393173968,dc61e2f628824c73f8ded87cdf3b038d11c77c141cf2f4c476ea8927dc73e2e6
off_on,20,nominal,H50_Zin50,grid45,original_three,MIRROR_M3,30,0,0,0,0,0,0,0,30,0,0,0.113513393173968,0,0.113513393173968,049e3dedff9a8c8cd40da4b851d304f73d5915eec39826ade42052b1be4254cf
off_on,20,nominal,H25,grid45,original_three,MIRROR_M3,30,0,0,2,0,26,0,24,4,0.866666666666667,0,0.113513393173968,0.0184770237912704,0.213234583626169,2aac066329fdd2550b741a8513df4866b4f1cf97bc0d0aba2b3d79d9f2c620e5
off_on,20,nominal,Zin25,grid45,original_three,MIRROR_M3,30,0,0,0,0,0,0,0,30,0,0,0.113513393173968,0,0.113513393173968,6c3febca6fbad4dc8c4ca9ac602bc75a4dd417c126dbc7be2fc853a11eb84c8a
off_on,20,nominal,H25_Zin25,grid45,original_three,MIRROR_M3,30,0,0,0,0,0,0,0,30,0,0,0.113513393173968,0,0.113513393173968,cce43fe288ffc7239a11bb240453d999e73e7290e226bd52c944081928ecee4b
off_on,20,nominal,M2_node,grid45,original_three,MIRROR_M3,30,0,0,0,0,0,0,0,30,0,0,0.113513393173968,0,0.113513393173968,0061f24a560d51aefd34c7ebd701ddc055bb2d3bc80d5a3f105df560fea87cea
off_on,20,nominal,M2_direct_joint,grid45,original_three,MIRROR_M3,30,0,0,0,0,0,0,0,30,0,0,0.113513393173968,0,0.113513393173968,eb97efc633170737b499dff0b6aebe8788adc451555e847a9e7fde42133f698e
off_on,20,nominal,M2_node_dominance,grid45,original_three,MIRROR_M3,30,0,0,0,0,0,0,0,30,0,0,0.113513393173968,0,0.113513393173968,fa8b5d78b88d4548de6250ab95361c76b04cc2266f86fcef4a20a8f7da79bad3
off_on,20,nominal,H50,continuous,original_three,MIRROR_M3,30,0,0,28,0,29,0,1,1,0.966666666666667,0,0.113513393173968,0.786765416373831,0.98152297620873,78b23675b93c8382642adc244deabdc42cb35afde71d75b7bc627ae7d4d7e0b4
off_on,20,nominal,Zin50,continuous,original_three,MIRROR_M3,30,0,0,0,0,0,0,0,30,0,0,0.113513393173968,0,0.113513393173968,88ac016d5f1fdab156182abd7b363efaf54df1faac375339a92370a71586b4d8
off_on,20,nominal,H50_Zin50,continuous,original_three,MIRROR_M3,30,0,0,0,0,0,0,0,30,0,0,0.113513393173968,0,0.113513393173968,a1a4447e6d4f0c517379a4e054bd8ea8702fef3e3c53fc2cdbbaacfba5766d7c
off_on,20,nominal,H25,continuous,original_three,MIRROR_M3,30,0,0,13,0,13,0,0,17,0.433333333333333,0,0.113513393173968,0.273774855764666,0.608026929991864,b8091743dd1d8649fa3318df328e87617dc0f143ac191529594f6065593cfeb8
off_on,20,nominal,Zin25,continuous,original_three,MIRROR_M3,30,0,0,0,0,0,0,0,30,0,0,0.113513393173968,0,0.113513393173968,0195b05068fc45c2575491998c0a8e6095ed2007922ac6c145cda7ea78bd141c
off_on,20,nominal,H25_Zin25,continuous,original_three,MIRROR_M3,30,0,0,0,0,0,0,0,30,0,0,0.113513393173968,0,0.113513393173968,fe87a73799e1c51bc28c1896dad7c3eb2d0f069f47f94aa7392edae19c8b1bbe
off_on,20,nominal,M2_node,continuous,original_three,MIRROR_M3,30,0,0,0,0,0,0,0,30,0,0,0.113513393173968,0,0.113513393173968,e98e1215f5e432ac3c9b67b080a577304c87cb054d7611e6716e91f4acf0921e
off_on,20,nominal,M2_direct_joint,continuous,original_three,MIRROR_M3,30,0,0,0,0,0,0,0,30,0,0,0.113513393173968,0,0.113513393173968,05d22ec9cf2365064d881cdbf0f02dcfebcce8c845dd3bbaab08d46861669a10
off_on,20,nominal,M2_node_dominance,continuous,original_three,MIRROR_M3,30,0,0,0,0,0,0,0,30,0,0,0.113513393173968,0,0.113513393173968,3b1fe5bcbb83dd77651886b66489fe3327c211f2d64421a0f32d17fb056021b1
off_on,10,nominal,H50,grid45,original_three,G001,30,1,0,0,30,30,0,25,5,1,0,0.113513393173968,0,0.113513393173968,a78be49cee520cf64388df751a4534378b3cbbc619154e77f7d353198ae12060
off_on,10,nominal,Zin50,grid45,original_three,G001,30,1,28,0,30,30,0,0,2,1,0.786765416373831,0.98152297620873,0,0.113513393173968,38c26d34eb790164b4b13bcf29fad2bdfd5e8e5bf4e822eab1f25232c205aecd
off_on,10,nominal,H50_Zin50,grid45,original_three,G001,30,1,28,0,30,30,0,0,2,1,0.786765416373831,0.98152297620873,0,0.113513393173968,852cc512f3fccda509a83f5894d50731e937308769d5ccc0cd48136522780d02
off_on,10,nominal,H25,grid45,original_three,G001,30,1,0,0,29,29,0,28,2,0.966666666666667,0,0.113513393173968,0,0.113513393173968,bd641c25897abee055bc4b3c5dc5f57abcfdbcf6cb9c15d7ec4d42cd4f2d70fe
off_on,10,nominal,Zin25,grid45,original_three,G001,30,1,28,0,30,30,0,0,2,1,0.786765416373831,0.98152297620873,0,0.113513393173968,616cb5e9a578ec2a6c7ee6c90333badf7f32c3d2abd826103028ced275fdea19
off_on,10,nominal,H25_Zin25,grid45,original_three,G001,30,1,28,0,30,30,0,0,2,1,0.786765416373831,0.98152297620873,0,0.113513393173968,733f5ebe7d25958bfa6aa53bca7066dcf35c152783a57429e97c0daaa7fd58a9
off_on,10,nominal,M2_node,grid45,original_three,G001,30,1,0,0,29,29,0,27,3,0.966666666666667,0,0.113513393173968,0,0.113513393173968,0b9519a83758517193f0c8c3bc765cc7006e7de94483898e5a21dacd5c92a17a
off_on,10,nominal,M2_direct_joint,grid45,original_three,G001,30,1,0,0,30,30,0,30,0,1,0,0.113513393173968,0,0.113513393173968,33df57cf788abba3c979f9c03db33f80f6580a4ccdaff9c9d8032883f30cf8a5
off_on,10,nominal,M2_node_dominance,grid45,original_three,G001,30,1,0,0,30,30,0,30,0,1,0,0.113513393173968,0,0.113513393173968,a5881765f14bfff8dbec06dceb87f2c92c0ce095596bf056d6ec5623dff5b9a3
off_on,10,nominal,H50,continuous,original_three,G001,30,1,0,0,28,28,0,28,2,0.933333333333333,0,0.113513393173968,0,0.113513393173968,640ef1dec2b7f385a70ad08a40a5966d344ba66c65e4d5a5c643e9e9e2c0e749
off_on,10,nominal,Zin50,continuous,original_three,G001,30,1,29,0,29,29,0,0,1,0.966666666666667,0.833296090085909,0.994091409618388,0,0.113513393173968,b981bcf5c223d0e3388fae452dc93ed9223a10ef29644fd4ea82e9f4c6645539
off_on,10,nominal,H50_Zin50,continuous,original_three,G001,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,1a2f0251aa25b38a365f6d49b2ce9401a375efa6d44602bae182b9af17efb376
off_on,10,nominal,H25,continuous,original_three,G001,30,1,0,0,28,28,0,27,3,0.933333333333333,0,0.113513393173968,0,0.113513393173968,dc19fdaeae384095b612a9f775b6f1f0b22b9dc7b48ae5e1d8b4b7410c0fdcef
off_on,10,nominal,Zin25,continuous,original_three,G001,30,1,29,0,30,30,0,0,1,1,0.833296090085909,0.994091409618388,0,0.113513393173968,7f85cbcf7a5e1b615888842fa56a7bee3268d318afd0e08863a77606be8cef0f
off_on,10,nominal,H25_Zin25,continuous,original_three,G001,30,1,28,0,28,28,0,0,2,0.933333333333333,0.786765416373831,0.98152297620873,0,0.113513393173968,b11b63c1ca8b8d92863fa25b1d8fa58aa4811a774ab992f4cfb6c93850178ed8
off_on,10,nominal,M2_node,continuous,original_three,G001,30,1,0,0,30,30,0,20,10,1,0,0.113513393173968,0,0.113513393173968,9e9aef29c7d50ec06fc6bd6ce5b38bbba88d9938f0484755b4ccf9d6135d8eb6
off_on,10,nominal,M2_direct_joint,continuous,original_three,G001,30,1,0,0,28,28,0,24,6,0.933333333333333,0,0.113513393173968,0,0.113513393173968,b80e621d5a5bd994fe832673995f4e52948e492766d09b5ac20337873356452c
off_on,10,nominal,M2_node_dominance,continuous,original_three,G001,30,1,0,0,28,28,0,24,6,0.933333333333333,0,0.113513393173968,0,0.113513393173968,88a5374fc8db6d1f4e3bdcf0cbcb97945914096a932be70160f8f1407aebac74
off_on,10,nominal,H50,grid45,original_three,G002,30,1,0,0,29,29,5,24,1,1.13333333333333,0,0.113513393173968,0,0.113513393173968,a78be49cee520cf64388df751a4534378b3cbbc619154e77f7d353198ae12060
off_on,10,nominal,Zin50,grid45,original_three,G002,30,1,27,0,27,27,0,0,3,0.9,0.74378917420816,0.965400111252666,0,0.113513393173968,38c26d34eb790164b4b13bcf29fad2bdfd5e8e5bf4e822eab1f25232c205aecd
off_on,10,nominal,H50_Zin50,grid45,original_three,G002,30,1,27,0,27,27,0,0,3,0.9,0.74378917420816,0.965400111252666,0,0.113513393173968,852cc512f3fccda509a83f5894d50731e937308769d5ccc0cd48136522780d02
off_on,10,nominal,H25,grid45,original_three,G002,30,1,0,0,29,29,1,28,1,1,0,0.113513393173968,0,0.113513393173968,bd641c25897abee055bc4b3c5dc5f57abcfdbcf6cb9c15d7ec4d42cd4f2d70fe
off_on,10,nominal,Zin25,grid45,original_three,G002,30,1,27,0,27,27,0,0,3,0.9,0.74378917420816,0.965400111252666,0,0.113513393173968,616cb5e9a578ec2a6c7ee6c90333badf7f32c3d2abd826103028ced275fdea19
off_on,10,nominal,H25_Zin25,grid45,original_three,G002,30,1,27,0,27,27,0,0,3,0.9,0.74378917420816,0.965400111252666,0,0.113513393173968,733f5ebe7d25958bfa6aa53bca7066dcf35c152783a57429e97c0daaa7fd58a9
off_on,10,nominal,M2_node,grid45,original_three,G002,30,1,0,0,30,30,3,27,0,1.1,0,0.113513393173968,0,0.113513393173968,0b9519a83758517193f0c8c3bc765cc7006e7de94483898e5a21dacd5c92a17a
off_on,10,nominal,M2_direct_joint,grid45,original_three,G002,30,1,0,0,23,23,0,23,7,0.766666666666667,0,0.113513393173968,0,0.113513393173968,33df57cf788abba3c979f9c03db33f80f6580a4ccdaff9c9d8032883f30cf8a5
off_on,10,nominal,M2_node_dominance,grid45,original_three,G002,30,1,0,0,23,23,0,23,7,0.766666666666667,0,0.113513393173968,0,0.113513393173968,a5881765f14bfff8dbec06dceb87f2c92c0ce095596bf056d6ec5623dff5b9a3
off_on,10,nominal,H50,continuous,original_three,G002,30,1,0,0,29,29,0,29,1,0.966666666666667,0,0.113513393173968,0,0.113513393173968,640ef1dec2b7f385a70ad08a40a5966d344ba66c65e4d5a5c643e9e9e2c0e749
off_on,10,nominal,Zin50,continuous,original_three,G002,30,1,28,0,29,29,0,0,2,0.966666666666667,0.786765416373831,0.98152297620873,0,0.113513393173968,b981bcf5c223d0e3388fae452dc93ed9223a10ef29644fd4ea82e9f4c6645539
off_on,10,nominal,H50_Zin50,continuous,original_three,G002,30,1,27,0,27,27,0,0,3,0.9,0.74378917420816,0.965400111252666,0,0.113513393173968,1a2f0251aa25b38a365f6d49b2ce9401a375efa6d44602bae182b9af17efb376
