regime,snr_db,variant,scheme,profile,library,truth_id,n,truth_in_library,correct_unique_k,false_unique_k,truth_covered_k,nonempty_k,ambiguous_k,low_confidence_k,rejected_k,mean_set_size,correct_unique_ci_low,correct_unique_ci_high,false_unique_ci_low,false_unique_ci_high,calibration_identity
on_on,20,nominal,Zin25,grid45,original_three,G002,30,1,25,0,25,25,0,0,5,0.833333333333333,0.66435649493584,0.926634576281514,0,0.113513393173968,cbe3a84152cb33ba8e46615a3a5eabf1b82805da18608bcf93f86e508a3f13c0
on_on,20,nominal,H25_Zin25,grid45,original_three,G002,30,1,29,0,29,29,0,0,1,0.966666666666667,0.833296090085909,0.994091409618388,0,0.113513393173968,4da0e82187a20288805e99d31bd171eb03ae08b1aea5f11d6a3ba0c8972dea8b
on_on,20,nominal,M2_node,grid45,original_three,G002,30,1,0,0,26,26,0,26,4,0.866666666666667,0,0.113513393173968,0,0.113513393173968,83dc6cc8971385af3f08e1b6b9535dc2f0c415d3bd1517fb50b091c8b64b68b4
on_on,20,nominal,M2_direct_joint,grid45,original_three,G002,30,1,0,0,30,30,0,30,0,1,0,0.113513393173968,0,0.113513393173968,471d9b35e503a673674a21a83e360778a283f55f2d1e71cf4e56f0ab9aaf5649
on_on,20,nominal,M2_node_dominance,grid45,original_three,G002,30,1,0,0,30,30,0,30,0,1,0,0.113513393173968,0,0.113513393173968,dd37006ccbfb1cba44ed86a49c7265c6af629b04eac954d1826dfcb172817604
on_on,20,nominal,H50,continuous,original_three,G002,30,1,28,0,30,30,0,2,0,1,0.786765416373831,0.98152297620873,0,0.113513393173968,35745ba8d4053b549cea26904c187514da9a43a0dee316fe22368037bb94926b
on_on,20,nominal,Zin50,continuous,original_three,G002,30,1,28,0,28,28,0,0,2,0.933333333333333,0.786765416373831,0.98152297620873,0,0.113513393173968,17ae01ca44b6f243fbe799f52894eb0aab44bb3eb398abefce295c076676763f
on_on,20,nominal,H50_Zin50,continuous,original_three,G002,30,1,29,0,29,29,0,0,1,0.966666666666667,0.833296090085909,0.994091409618388,0,0.113513393173968,621e7d462e63a962bf001b3daf5208c4b971963d88b8b2551b6443f4a73b5279
on_on,20,nominal,H25,continuous,original_three,G002,30,1,29,0,29,29,0,0,1,0.966666666666667,0.833296090085909,0.994091409618388,0,0.113513393173968,3f1499415a75c3ea4bdd84ba58061510f335701f9c57e4664607f1b5566c2560
on_on,20,nominal,Zin25,continuous,original_three,G002,30,1,27,0,27,27,0,0,3,0.9,0.74378917420816,0.965400111252666,0,0.113513393173968,b10ab91b39a5e47f61d600ec9d48ac9577dec54f248824ecc6964532a880cc8e
on_on,20,nominal,H25_Zin25,continuous,original_three,G002,30,1,29,0,29,29,0,0,1,0.966666666666667,0.833296090085909,0.994091409618388,0,0.113513393173968,ad1a29baff35527c80d6ffca21c6c0b27ed4c9d9d42cb4813bdeca5134b4b975
on_on,20,nominal,M2_node,continuous,original_three,G002,30,1,0,0,28,28,0,28,2,0.933333333333333,0,0.113513393173968,0,0.113513393173968,e460c15a3e088bd5fc8484f020226f98026528f57c650ce917250a465a064915
on_on,20,nominal,M2_direct_joint,continuous,original_three,G002,30,1,0,0,30,30,0,30,0,1,0,0.113513393173968,0,0.113513393173968,d58ef73b31cf026547eefb21a280eb8e83028f4ec88a3e1bcbdbf8fa155755ac
on_on,20,nominal,M2_node_dominance,continuous,original_three,G002,30,1,0,0,30,30,0,30,0,1,0,0.113513393173968,0,0.113513393173968,f0709d84412ca329c1a9192b8814fb035da8d2eadae31d954cec8cedcad46775
on_on,20,nominal,H50,grid45,pair,G003,30,1,0,0,24,24,24,0,6,1.6,0,0.113513393173968,0,0.113513393173968,75840ac25e43a053b95a86e872a1286b34d7e419268b9766a4ef2d650d61b872
on_on,20,nominal,Zin50,grid45,pair,G003,30,1,27,0,27,27,0,0,3,0.9,0.74378917420816,0.965400111252666,0,0.113513393173968,0b72376b44034312389b4d857ae7ac01ac0e3bdfa8fb9d39861f43fd25f82ac2
on_on,20,nominal,H50_Zin50,grid45,pair,G003,30,1,26,0,26,26,0,0,4,0.866666666666667,0.703186733179638,0.946903445159452,0,0.113513393173968,f85606f7e22ff2a34144f2728d30ddce6d3a410ae43301dbca3151525eab0570
on_on,20,nominal,H25,grid45,pair,G003,30,1,0,0,30,30,13,16,1,1.43333333333333,0,0.113513393173968,0,0.113513393173968,41ac68e66eddd3a32e9112c6ff9b1ec3bfc7c223f6eab8fc22a8ea85d6a84415
on_on,20,nominal,Zin25,grid45,pair,G003,30,1,29,0,29,29,0,0,1,0.966666666666667,0.833296090085909,0.994091409618388,0,0.113513393173968,93aa09cc455acf3d0eb4f453b9f81a9c3e5443539fb5ca6c1843d037ea58ff22
on_on,20,nominal,H25_Zin25,grid45,pair,G003,30,1,29,0,29,29,0,0,1,0.966666666666667,0.833296090085909,0.994091409618388,0,0.113513393173968,17560d22c66796630f5bba18304a363aaccdfb3d15969308aac96ee3b2aeaca8
on_on,20,nominal,M2_node,grid45,pair,G003,30,1,29,0,29,29,0,0,1,0.966666666666667,0.833296090085909,0.994091409618388,0,0.113513393173968,5d36aaa549a7cdfae010584ea85c924b9c8349f9eb243a51614c84917fc8bed8
on_on,20,nominal,M2_direct_joint,grid45,pair,G003,30,1,29,0,29,29,0,0,1,0.966666666666667,0.833296090085909,0.994091409618388,0,0.113513393173968,17544aebec0dc75880ccd0098e83222da49d83cddb81bd246158755104a3fdd9
on_on,20,nominal,M2_node_dominance,grid45,pair,G003,30,1,29,0,29,29,0,0,1,0.966666666666667,0.833296090085909,0.994091409618388,0,0.113513393173968,2025f504b6775ab0e7aad6badf9436c54d3c04ae2da05aa571c5fe7c4382a176
on_on,20,nominal,H50,continuous,pair,G003,30,1,0,0,24,24,24,0,6,1.6,0,0.113513393173968,0,0.113513393173968,14c466dd642610c8f136f01bf5cf1f3d821fd7c7fbde7b78e9026fce1ee3e53b
on_on,20,nominal,Zin50,continuous,pair,G003,30,1,27,0,27,27,0,0,3,0.9,0.74378917420816,0.965400111252666,0,0.113513393173968,b2045a9c04a424b278d35826c158ac1d6d33ac1d9c2af8bff774cd5af040fce5
on_on,20,nominal,H50_Zin50,continuous,pair,G003,30,1,26,0,26,26,0,0,4,0.866666666666667,0.703186733179638,0.946903445159452,0,0.113513393173968,a4a2d5eaf801f83208d5d6681720352097c544fecc3dc4aea0576bfc4056fc2e
on_on,20,nominal,H25,continuous,pair,G003,30,1,0,0,30,30,12,18,0,1.4,0,0.113513393173968,0,0.113513393173968,1f5f2cdbbeb9e54eee0d018c5cc7f8cdd87b8c37ba4e95a5220fb3e5e850f6f6
on_on,20,nominal,Zin25,continuous,pair,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,5390397a989f10f826566af786adb1096a27eb93042e87b293ffe0da731f9a2a
on_on,20,nominal,H25_Zin25,continuous,pair,G003,30,1,29,0,29,29,0,0,1,0.966666666666667,0.833296090085909,0.994091409618388,0,0.113513393173968,bafc362947a01c88cf3c4b673f9b40c39ea1ede3a1dc614c796c180b7b9f2ef0
on_on,20,nominal,M2_node,continuous,pair,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,14ba6a565c90a318eb0afa53799fa286bc7e354f2cffcb548165fed438df29b7
on_on,20,nominal,M2_direct_joint,continuous,pair,G003,30,1,29,0,29,29,0,0,1,0.966666666666667,0.833296090085909,0.994091409618388,0,0.113513393173968,6b304789d9a718094c8f327a37652d5387c510f5ba078b6dadc09bbeaeb46fdd
on_on,20,nominal,M2_node_dominance,continuous,pair,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,b2e0ab5cb4e4fdd677454b98153d25349209dacd9b6af87265e4eedb9a10544e
on_on,20,nominal,H50,grid45,original_three,G003,30,1,22,0,24,24,0,2,6,0.8,0.555520383048111,0.858173366804037,0,0.113513393173968,feab688e720f110f2c10a954f36653c00829ba6068fbb8c8ce54d7c59919b611
on_on,20,nominal,Zin50,grid45,original_three,G003,30,1,27,0,27,27,0,0,3,0.9,0.74378917420816,0.965400111252666,0,0.113513393173968,52ee88b6992cfd1550aecb3131dd37cc936abdde76faf8f115bb17d11e7a52a0
on_on,20,nominal,H50_Zin50,grid45,original_three,G003,30,1,26,0,26,26,0,0,4,0.866666666666667,0.703186733179638,0.946903445159452,0,0.113513393173968,7c0c9f2f8db09529e5d21c3da0d233aada51ed03d533e9cd9fda54ae1b28af82
on_on,20,nominal,H25,grid45,original_three,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,6e1f4517a2bed75d50889dae0d17647f9a09c2d3862e02418375d93c77235820
on_on,20,nominal,Zin25,grid45,original_three,G003,30,1,29,0,29,29,0,0,1,0.966666666666667,0.833296090085909,0.994091409618388,0,0.113513393173968,cbe3a84152cb33ba8e46615a3a5eabf1b82805da18608bcf93f86e508a3f13c0
on_on,20,nominal,H25_Zin25,grid45,original_three,G003,30,1,29,0,29,29,0,0,1,0.966666666666667,0.833296090085909,0.994091409618388,0,0.113513393173968,4da0e82187a20288805e99d31bd171eb03ae08b1aea5f11d6a3ba0c8972dea8b
on_on,20,nominal,M2_node,grid45,original_three,G003,30,1,0,0,29,29,0,29,1,0.966666666666667,0,0.113513393173968,0,0.113513393173968,83dc6cc8971385af3f08e1b6b9535dc2f0c415d3bd1517fb50b091c8b64b68b4
on_on,20,nominal,M2_direct_joint,grid45,original_three,G003,30,1,0,0,29,29,0,29,1,0.966666666666667,0,0.113513393173968,0,0.113513393173968,471d9b35e503a673674a21a83e360778a283f55f2d1e71cf4e56f0ab9aaf5649
on_on,20,nominal,M2_node_dominance,grid45,original_three,G003,30,1,0,0,29,29,0,29,1,0.966666666666667,0,0.113513393173968,0,0.113513393173968,dd37006ccbfb1cba44ed86a49c7265c6af629b04eac954d1826dfcb172817604
on_on,20,nominal,H50,continuous,original_three,G003,30,1,22,0,24,24,0,2,6,0.8,0.555520383048111,0.858173366804037,0,0.113513393173968,35745ba8d4053b549cea26904c187514da9a43a0dee316fe22368037bb94926b
on_on,20,nominal,Zin50,continuous,original_three,G003,30,1,27,0,27,27,0,0,3,0.9,0.74378917420816,0.965400111252666,0,0.113513393173968,17ae01ca44b6f243fbe799f52894eb0aab44bb3eb398abefce295c076676763f
on_on,20,nominal,H50_Zin50,continuous,original_three,G003,30,1,26,0,26,26,0,0,4,0.866666666666667,0.703186733179638,0.946903445159452,0,0.113513393173968,621e7d462e63a962bf001b3daf5208c4b971963d88b8b2551b6443f4a73b5279
on_on,20,nominal,H25,continuous,original_three,G003,30,1,30,0,30,30,0,0,0,1,0.886486606826032,1,0,0.113513393173968,3f1499415a75c3ea4bdd84ba58061510f335701f9c57e4664607f1b5566c2560
on_on,20,nominal,Zin25,continuous,original_three,G003,30,1,29,0,30,30,0,0,1,1,0.833296090085909,0.994091409618388,0,0.113513393173968,b10ab91b39a5e47f61d600ec9d48ac9577dec54f248824ecc6964532a880cc8e
on_on,20,nominal,H25_Zin25,continuous,original_three,G003,30,1,29,0,29,29,0,0,1,0.966666666666667,0.833296090085909,0.994091409618388,0,0.113513393173968,ad1a29baff35527c80d6ffca21c6c0b27ed4c9d9d42cb4813bdeca5134b4b975
on_on,20,nominal,M2_node,continuous,original_three,G003,30,1,0,0,30,30,0,30,0,1,0,0.113513393173968,0,0.113513393173968,e460c15a3e088bd5fc8484f020226f98026528f57c650ce917250a465a064915
on_on,20,nominal,M2_direct_joint,continuous,original_three,G003,30,1,0,0,29,29,0,29,1,0.966666666666667,0,0.113513393173968,0,0.113513393173968,d58ef73b31cf026547eefb21a280eb8e83028f4ec88a3e1bcbdbf8fa155755ac
on_on,20,nominal,M2_node_dominance,continuous,original_three,G003,30,1,0,0,29,29,0,29,1,0.966666666666667,0,0.113513393173968,0,0.113513393173968,f0709d84412ca329c1a9192b8814fb035da8d2eadae31d954cec8cedcad46775
on_on,20,nominal,H50,grid45,pair,MIRROR_M3,30,1,0,0,29,29,28,1,1,1.9,0,0.113513393173968,0,0.113513393173968,75840ac25e43a053b95a86e872a1286b34d7e419268b9766a4ef2d650d61b872
on_on,20,nominal,Zin50,grid45,pair,MIRROR_M3,30,1,28,0,29,29,0,0,2,0.966666666666667,0.786765416373831,0.98152297620873,0,0.113513393173968,0b72376b44034312389b4d857ae7ac01ac0e3bdfa8fb9d39861f43fd25f82ac2
on_on,20,nominal,H50_Zin50,grid45,pair,MIRROR_M3,30,1,27,0,27,27,0,0,3,0.9,0.74378917420816,0.965400111252666,0,0.113513393173968,f85606f7e22ff2a34144f2728d30ddce6d3a410ae43301dbca3151525eab0570
on_on,20,nominal,H25,grid45,pair,MIRROR_M3,30,1,0,0,29,29,13,16,1,1.4,0,0.113513393173968,0,0.113513393173968,41ac68e66eddd3a32e9112c6ff9b1ec3bfc7c223f6eab8fc22a8ea85d6a84415
on_on,20,nominal,Zin25,grid45,pair,MIRROR_M3,30,1,26,0,26,26,0,0,4,0.866666666666667,0.703186733179638,0.946903445159452,0,0.113513393173968,93aa09cc455acf3d0eb4f453b9f81a9c3e5443539fb5ca6c1843d037ea58ff22
on_on,20,nominal,H25_Zin25,grid45,pair,MIRROR_M3,30,1,26,0,26,26,0,0,4,0.866666666666667,0.703186733179638,0.946903445159452,0,0.113513393173968,17560d22c66796630f5bba18304a363aaccdfb3d15969308aac96ee3b2aeaca8
on_on,20,nominal,M2_node,grid45,pair,MIRROR_M3,30,1,28,0,30,30,0,0,2,1,0.786765416373831,0.98152297620873,0,0.113513393173968,5d36aaa549a7cdfae010584ea85c924b9c8349f9eb243a51614c84917fc8bed8
on_on,20,nominal,M2_direct_joint,grid45,pair,MIRROR_M3,30,1,28,0,29,29,0,0,2,0.966666666666667,0.786765416373831,0.98152297620873,0,0.113513393173968,17544aebec0dc75880ccd0098e83222da49d83cddb81bd246158755104a3fdd9
on_on,20,nominal,M2_node_dominance,grid45,pair,MIRROR_M3,30,1,28,0,30,30,0,0,2,1,0.786765416373831,0.98152297620873,0,0.113513393173968,2025f504b6775ab0e7aad6badf9436c54d3c04ae2da05aa571c5fe7c4382a176
on_on,20,nominal,H50,continuous,pair,MIRROR_M3,30,1,0,0,29,29,28,1,1,1.9,0,0.113513393173968,0,0.113513393173968,14c466dd642610c8f136f01bf5cf1f3d821fd7c7fbde7b78e9026fce1ee3e53b
on_on,20,nominal,Zin50,continuous,pair,MIRROR_M3,30,1,28,0,29,29,0,0,2,0.966666666666667,0.786765416373831,0.98152297620873,0,0.113513393173968,b2045a9c04a424b278d35826c158ac1d6d33ac1d9c2af8bff774cd5af040fce5
on_on,20,nominal,H50_Zin50,continuous,pair,MIRROR_M3,30,1,27,0,27,27,0,0,3,0.9,0.74378917420816,0.965400111252666,0,0.113513393173968,a4a2d5eaf801f83208d5d6681720352097c544fecc3dc4aea0576bfc4056fc2e
on_on,20,nominal,H25,continuous,pair,MIRROR_M3,30,1,0,0,28,28,13,15,2,1.36666666666667,0,0.113513393173968,0,0.113513393173968,1f5f2cdbbeb9e54eee0d018c5cc7f8cdd87b8c37ba4e95a5220fb3e5e850f6f6
on_on,20,nominal,Zin25,continuous,pair,MIRROR_M3,30,1,25,0,25,25,0,0,5,0.833333333333333,0.66435649493584,0.926634576281514,0,0.113513393173968,5390397a989f10f826566af786adb1096a27eb93042e87b293ffe0da731f9a2a
on_on,20,nominal,H25_Zin25,continuous,pair,MIRROR_M3,30,1,26,0,26,26,0,0,4,0.866666666666667,0.703186733179638,0.946903445159452,0,0.113513393173968,bafc362947a01c88cf3c4b673f9b40c39ea1ede3a1dc614c796c180b7b9f2ef0
on_on,20,nominal,M2_node,continuous,pair,MIRROR_M3,30,1,28,0,30,30,0,0,2,1,0.786765416373831,0.98152297620873,0,0.113513393173968,14ba6a565c90a318eb0afa53799fa286bc7e354f2cffcb548165fed438df29b7
on_on,20,nominal,M2_direct_joint,continuous,pair,MIRROR_M3,30,1,28,0,29,29,0,0,2,0.966666666666667,0.786765416373831,0.98152297620873,0,0.113513393173968,6b304789d9a718094c8f327a37652d5387c510f5ba078b6dadc09bbeaeb46fdd
on_on,20,nominal,M2_node_dominance,continuous,pair,MIRROR_M3,30,1,28,0,30,30,0,0,2,1,0.786765416373831,0.98152297620873,0,0.113513393173968,b2e0ab5cb4e4fdd677454b98153d25349209dacd9b6af87265e4eedb9a10544e
on_on,20,nominal,H50,grid45,original_three,MIRROR_M3,30,0,0,24,0,28,0,4,2,0.933333333333333,0,0.113513393173968,0.626943035868518,0.904948928227101,feab688e720f110f2c10a954f36653c00829ba6068fbb8c8ce54d7c59919b611
on_on,20,nominal,Zin50,grid45,original_three,MIRROR_M3,30,0,0,0,0,0,0,0,30,0,0,0.113513393173968,0,0.113513393173968,52ee88b6992cfd1550aecb3131dd37cc936abdde76faf8f115bb17d11e7a52a0
